Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.12,0.13,0.1,0.1,0.13,0.12,0.12,0.09,0.12,0.11,0.09,0.1,0.09,0.14,0.14,0.1,0.1,0.1,0.12,0.13,0.11,0.1,0.12,0.12,0.1,0.11,0.16,0.11,0.14,0.09,0.11,0.12,0.11,0.12,0.11,0.08,0.11,0.12,0.11,0.12,0.1,0.1,0.1,0.11,0.12,0.1,0.12,0.1,0.11
,,,,,,,,,,bcdgh,,,bcgh,c,,,c,,,,,cfgh,b,,,,af,af,,,abf,b,,,a,,a,,,,,,b,,,,,,,,,,,,a,,
,NET: Rank 1-3,1700,780,915,236,264,255,258,281,406,500,513,687,235,74,157,195,143,145,271,159,320,664,1036,346,551,344,297,161,897,803,1026,663,1368,42,168,75,34,1084,594,338,294,1567,103,1016,618,1182,484,819,252,329,238,655,953,692,939,685
,,0.27,0.26,0.29,0.29,0.25,0.25,0.26,0.29,0.29,0.27,0.26,0.29,0.29,0.25,0.26,0.3,0.26,0.23,0.26,0.23,0.33,0.31,0.25,0.24,0.26,0.28,0.32,0.29,0.26,0.29,0.29,0.25,0.27,0.32,0.3,0.31,0.26,0.27,0.28,0.28,0.28,0.28,0.21,0.27,0.28,0.26,0.29,0.26,0.26,0.27,0.26,0.28,0.26,0.29,0.27,0.27
,,,,a,,,,,bch,h,,,bch,fh,,,fh,,,,,bcefgh,b,,,,a,abf,a,,abf,b,,,,,,,,,,,b,,,,,a,,,,,,,a,,
,NET: Rank 1-5,2464,1117,1336,354,407,368,378,401,557,761,746,958,339,113,243,275,211,207,373,252,452,937,1528,499,820,513,403,230,1319,1146,1497,951,1990,57,249,98,56,1554,884,491,448,2239,178,1452,908,1737,682,1209,356,498,356,911,1377,1005,1352,1010
,,0.39,0.37,0.42,0.43,0.39,0.37,0.38,0.42,0.4,0.41,0.37,0.4,0.42,0.38,0.4,0.42,0.39,0.32,0.36,0.36,0.47,0.43,0.37,0.35,0.39,0.41,0.43,0.42,0.38,0.42,0.42,0.36,0.39,0.44,0.45,0.4,0.43,0.39,0.41,0.4,0.42,0.4,0.37,0.38,0.41,0.39,0.41,0.39,0.36,0.4,0.4,0.39,0.38,0.42,0.39,0.4
,,,,a,cdh,,,,cdh,,ch,,ch,fgh,,f,fgh,f,,,,abcefgh,b,,,a,af,af,a,,af,b,,,,a,,,,,,,,,,a,,,,,b,,,,a,,
,NET: Rank 1-12,3809,1734,2055,523,623,579,606,622,857,1145,1184,1479,514,177,375,399,325,365,593,421,639,1382,2426,824,1285,755,582,362,2109,1700,2266,1522,3159,84,341,133,74,2367,1392,793,697,3435,304,2244,1425,2707,1046,1830,547,747,536,1453,2169,1511,2132,1525
,,0.61,0.58,0.64,0.64,0.6,0.58,0.6,0.65,0.61,0.61,0.59,0.62,0.63,0.6,0.61,0.62,0.6,0.57,0.58,0.6,0.66,0.64,0.59,0.58,0.62,0.61,0.62,0.65,0.6,0.62,0.63,0.58,0.61,0.64,0.61,0.55,0.57,0.59,0.65,0.65,0.65,0.61,0.62,0.59,0.65,0.6,0.63,0.59,0.56,0.61,0.6,0.62,0.6,0.64,0.61,0.61
,,,,a,ch,,,,bcdh,,c,,ch,fg,,,,,,,,efgh,b,,,a,,a,af,,a,b,,d,d,,,,,a,a,a,,,,a,,,,,b,,ab,,a,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
