Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,b,,,,,,,,,,,,,,,,,,acefgijlm,,,efgijlm,,,,,d,,,adh,adh,,abdfhi,a,,,a,,a,a
,Tend to oppose,374,204,167,63,73,63,66,47,61,136,129,109,13,35,26,14,27,20,45,31,21,54,28,60,306,134,118,58,64,78,114,24,1,8,14,0,6,102,93,143,122
,,0.18,0.2,0.16,0.27,0.2,0.19,0.18,0.15,0.13,0.23,0.18,0.14,0.21,0.2,0.11,0.16,0.16,0.19,0.25,0.21,0.12,0.19,0.14,0.22,0.17,0.23,0.2,0.14,0.13,0.12,0.22,0.2,0.05,0.22,0.22,0,0.11,0.22,0.13,0.2,0.23
,,,b,,cdefhi,fi,fi,f,,,efi,fi,,,ci,,,,c,ceikm,ci,,ci,,ci,ci,cd,cd,,,,ad,ad,,d,ad,,,ad,,a,a
,Tend to support,552,248,302,48,91,102,95,87,130,139,197,216,14,39,68,23,45,23,43,36,60,78,49,74,477,158,156,105,134,204,136,27,4,6,13,*,12,101,202,199,111
,,0.26,0.24,0.28,0.21,0.25,0.31,0.26,0.28,0.27,0.24,0.28,0.27,0.22,0.22,0.29,0.27,0.26,0.22,0.24,0.24,0.33,0.27,0.25,0.27,0.27,0.28,0.26,0.25,0.26,0.32,0.26,0.23,0.13,0.17,0.2,0.06,0.24,0.22,0.28,0.28,0.21
,,,,a,,,ag,,,,,a,,,,,,,,,,bfg,,,,,,,,,bcdei,,,,,,,,,c,c,
,Strongly support,499,266,231,45,62,68,89,76,158,107,157,235,21,44,52,22,44,30,37,29,44,78,48,51,405,125,124,102,147,234,71,27,12,6,11,4,21,85,261,118,99
,,0.24,0.26,0.22,0.2,0.17,0.21,0.24,0.25,0.33,0.18,0.22,0.3,0.33,0.25,0.22,0.25,0.26,0.29,0.2,0.2,0.24,0.27,0.25,0.19,0.23,0.22,0.21,0.24,0.29,0.37,0.14,0.24,0.44,0.15,0.18,0.49,0.41,0.18,0.37,0.16,0.19
,,,b,,,,,bg,bg,abcdegh,,,abcdgh,l,,,,,l,,,,l,,,,,,,ab,bcefi,,b,bcefi,,,,bcefi,b,bc,,
,Don't know,317,97,216,42,66,49,58,47,54,108,107,102,9,24,48,11,32,15,32,12,30,31,23,49,269,65,94,72,85,48,81,8,8,2,12,2,8,92,74,96,102
,,0.15,0.1,0.2,0.18,0.19,0.15,0.16,0.15,0.11,0.18,0.15,0.13,0.14,0.14,0.21,0.13,0.19,0.15,0.18,0.08,0.16,0.11,0.12,0.18,0.15,0.11,0.16,0.17,0.17,0.08,0.15,0.07,0.31,0.05,0.19,0.31,0.16,0.2,0.1,0.13,0.19
,,,,a,f,fi,,,,,fi,f,,,,hjkm,,hj,,hj,,h,,,hj,h,,a,a,a,,ac,,abce,,ac,,,ace,,,ab
,Sum: Support,1051,513,534,93,153,170,184,163,288,246,354,451,35,82,120,45,89,53,79,65,103,157,98,125,882,283,280,207,281,438,207,54,15,12,24,4,33,187,463,317,210
,,0.5,0.5,0.5,0.4,0.43,0.51,0.5,0.53,0.6,0.42,0.51,0.57,0.55,0.47,0.51,0.53,0.52,0.52,0.44,0.44,0.57,0.55,0.5,0.46,0.5,0.49,0.47,0.49,0.55,0.7,0.4,0.47,0.57,0.31,0.38,0.54,0.65,0.4,0.65,0.44,0.39
,,,,,,,abg,ag,abg,abcdegh,,abg,abdgh,,,,,,,,,ghl,ghl,,,,,,,ab,bcefi,,,bei,,,,befi,,bc,,
,Sum: Oppose,732,408,320,95,140,112,125,97,137,235,238,234,20,71,66,29,50,34,70,71,48,97,75,101,607,225,216,147,144,143,235,53,3,24,27,1,10,185,176,306,220
,,0.35,0.4,0.3,0.41,0.39,0.34,0.34,0.31,0.29,0.4,0.34,0.3,0.31,0.4,0.28,0.34,0.29,0.33,0.38,0.48,0.26,0.34,0.38,0.37,0.35,0.39,0.37,0.34,0.28,0.23,0.45,0.46,0.12,0.64,0.43,0.14,0.2,0.4,0.25,0.43,0.41
,,,b,,efi,efi,,,,,efhi,,,,cei,,,,,ci,acdefijlm,,,ci,i,ci,d,d,d,,,adh,adh,,abdhi,adh,,,adh,,a,a
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
