Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,"£50,000 - £99,999",655,316,331,330,489,423,190,460,6,358,296,19,48,59,27,40,35,47,51,41,101,55,134,446,209,563,28,28,35,2,92,292,356,649,7,115,178,354
,,0.33,0.39,0.35,0.32,0.34,0.33,0.31,0.33,0.39,0.37,0.28,0.3,0.33,0.25,0.3,0.24,0.39,0.26,0.31,0.25,0.38,0.3,0.5,0.39,0.24,0.33,0.37,0.23,0.3,0.12,0.28,0.28,0.37,0.33,0.2,0.48,0.32,0.3
,,,bc,,,,,,,,b,,,,,,,cegi,,,,cegi,,abcdeghijk,b,,c,c,,,,,,ac,a,,bc,,
,"£100,000 or more",123,37,76,71,101,83,39,84,0,72,50,0,7,9,3,4,1,9,10,5,15,17,43,98,25,110,2,5,5,1,13,53,69,122,1,25,34,62
,,0.06,0.05,0.08,0.07,0.07,0.06,0.06,0.06,0,0.07,0.05,0,0.05,0.04,0.03,0.02,0.01,0.05,0.06,0.03,0.05,0.1,0.16,0.09,0.03,0.07,0.03,0.04,0.04,0.07,0.04,0.05,0.07,0.06,0.03,0.1,0.06,0.05
,,,,a,a,,,,,,b,,,,,,,,,,,,acefi,abcdefghijk,b,,,,,,,,,,,,bc,,
,Prefer not to say,48,15,22,24,35,32,11,36,1,12,37,1,2,6,2,6,6,7,2,3,4,5,5,28,20,34,2,5,3,4,9,36,12,47,1,3,8,36
,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.07,0.01,0.04,0.02,0.01,0.03,0.02,0.04,0.06,0.04,0.01,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.26,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.03
,,,,,,,,,,,,a,,,,,,bhijl,,,,,,,,,,,,,,,b,,b,,,,b
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
