Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.11,0.1,0.08,0.14,0.09,0.07,0.09,0.1,0.07,0.16,0.07,0.31,0,0,0.08,0.11,0.06,0.12,0.2,0.02,0.14,0.13,0.1,0.12,0.13,0.1,0.11,0.16,0.04,0.15,0.09,0,0,0.11,0.13,0.24,0,0.13,0,0.62,0,0.08,0,0.26,0.36,0.22,0.02,0,0,0.03,0.14,0.07,0.22,0,0,0.11,0,0.09,0.12,0.07,0.07,0.26,0.16,0,0.08,0,0,0,0,0,0.21,0,0.53,0.14,0,0,1,0.27,0,0,0,0,0.1,0.28,0,0.13,0.09,0.1,0,0.18,0.22,0,0,0,0.15,0.11,0.15,0.09,0.1,0.1,0.11,0.11,0.11,0,0.13,0.1,0.12,0.1,0.1,0.11,0.11,0.04,0.12,0.09,0.13,0.1,0.35,0.09,0.1,0.1,0.09,0.13,0.02,0.11,0.15,0.07,0.05,0.09,0,0.19,0,0,0.24,0.12,0.06,0.07,0.13,0.11,0.08
,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£50 - £99,21,11,4,7,4,7,19,5,16,5,6,1,4,1,5,5,6,15,9,4,3,6,15,15,4,7,14,2,5,2,11,1,4,1,1,1,0,3,2,0,1,2,1,0,0,4,7,1,1,7,6,6,2,0,0,21,0,9,12,11,3,2,3,2,11,0,0,0,2,1,1,0,0,1,1,0,0,2,1,0,1,1,16,1,1,2,13,12,1,4,4,0,0,0,2,15,3,2,20,21,21,20,12,2,9,14,10,15,16,21,21,4,16,16,12,20,1,18,15,8,10,6,7,4,6,3,3,2,0,2,0,1,5,11,4,14,5,9,4
,,0.2,0.24,0.15,0.17,0.14,0.17,0.22,0.16,0.23,0.14,0.17,0.28,0.26,0.18,0.35,0.1,0.25,0.18,0.22,0.13,0.19,0.34,0.17,0.18,0.1,0.18,0.21,0.11,0.26,0.08,0.33,0.24,0.33,0.11,0.07,0.2,0,0.35,0.28,0,1,0.14,0.15,0,0,0.43,0.24,0.12,0.14,0.3,0.19,0.19,0.12,0,0,0.2,0,0.23,0.18,0.17,0.22,0.16,0.23,1,0.18,0,0,0,0.64,0.2,0.14,0,0,0.21,0.29,0,0,0.26,0.31,0,1,1,0.17,0.36,0.4,0.22,0.15,0.16,0.11,0.32,0.39,0,0,0,0.42,0.18,0.34,0.26,0.2,0.2,0.2,0.2,0.19,0.12,0.17,0.2,0.17,0.19,0.2,0.2,0.2,0.13,0.2,0.18,0.16,0.2,0.18,0.19,0.17,0.17,0.2,0.13,0.22,0.24,0.19,0.22,0.18,0.15,0,0.31,0,0.13,0.33,0.21,0.13,0.25,0.15,0.23,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£100 - £199,16,7,4,4,3,4,10,2,10,6,6,0,1,1,2,10,2,14,6,7,0,2,14,14,8,5,11,2,3,7,3,1,1,2,0,2,0,0,1,1,0,6,2,1,1,0,4,0,0,6,2,3,4,0,0,16,0,8,8,10,1,3,2,0,10,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,16,0,0,0,12,11,1,2,1,1,0,0,0,14,0,1,16,16,16,14,6,1,9,6,9,9,9,16,16,2,9,13,12,14,1,14,13,8,8,6,7,1,6,2,6,1,0,0,0,1,0,13,1,5,5,4,4
,,0.15,0.17,0.15,0.12,0.1,0.09,0.12,0.08,0.15,0.15,0.19,0,0.05,0.35,0.13,0.18,0.09,0.16,0.16,0.23,0,0.1,0.15,0.16,0.22,0.13,0.16,0.1,0.16,0.23,0.09,0.14,0.06,0.35,0,0.39,0,0,0.24,0.38,0,0.45,0.32,0.12,0.08,0,0.13,0,0,0.27,0.07,0.1,0.23,0,0,0.15,0,0.2,0.11,0.16,0.05,0.18,0.17,0,0.17,0,0,0,0,0.18,0,0,0.24,0,0.51,0,0,0,0.69,0,0,0,0.17,0,0,0,0.15,0.15,0.17,0.19,0.09,0.67,0,0,0,0.16,0,0.16,0.15,0.15,0.15,0.14,0.09,0.09,0.16,0.09,0.16,0.11,0.11,0.15,0.15,0.09,0.11,0.15,0.16,0.14,0.25,0.14,0.15,0.16,0.16,0.13,0.2,0.06,0.17,0.14,0.35,0.05,0,0,0,0.1,0,0.25,0.05,0.1,0.17,0.09,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,
,£200 - £299,14,4,7,4,3,6,13,4,9,5,5,0,0,0,3,12,0,14,5,5,4,3,12,14,6,6,8,3,3,4,2,2,1,2,3,0,0,1,1,0,0,2,1,1,3,0,4,2,0,5,3,5,1,0,0,14,0,6,8,9,1,2,3,0,9,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,13,0,0,2,11,11,0,2,2,0,0,0,0,13,1,0,13,14,14,12,7,4,6,7,9,9,9,14,13,5,8,10,9,13,1,13,11,11,4,7,5,0,3,2,3,5,1,0,0,1,1,5,7,8,5,6,4
,,0.13,0.08,0.25,0.1,0.1,0.15,0.15,0.13,0.14,0.13,0.15,0,0,0,0.18,0.21,0,0.17,0.13,0.17,0.26,0.14,0.13,0.17,0.16,0.16,0.11,0.16,0.17,0.12,0.06,0.42,0.13,0.25,0.21,0,0,0.13,0.14,0,0,0.16,0.11,0.1,0.32,0,0.13,0.26,0,0.23,0.08,0.17,0.05,0,0,0.13,0,0.15,0.12,0.14,0.05,0.13,0.21,0,0.14,0,0,0,0,0.19,0,0,0,0.27,0,0,0,0.35,0,0,0,0,0.14,0,0,0.22,0.14,0.15,0,0.16,0.2,0,0,0,0,0.15,0.13,0,0.13,0.13,0.13,0.12,0.1,0.24,0.11,0.09,0.14,0.12,0.12,0.13,0.12,0.18,0.1,0.12,0.12,0.13,0.21,0.14,0.13,0.24,0.08,0.14,0.14,0,0.09,0.16,0.16,0.31,0.56,0,0,0.13,0.08,0.1,0.22,0.15,0.15,0.15,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,
,£300 - £399,13,6,3,4,7,9,13,6,11,2,3,1,2,1,2,7,3,9,4,2,4,3,10,9,2,4,9,3,1,2,7,0,1,0,3,0,0,1,0,0,0,0,0,1,1,3,5,0,1,1,5,6,0,0,1,12,1,3,10,9,2,1,1,0,8,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,12,0,0,1,12,12,0,0,0,0,0,0,0,11,1,1,13,13,13,13,11,2,8,11,8,12,12,13,13,2,12,11,12,13,0,12,10,2,7,8,3,5,2,3,0,1,0,1,0,1,0,5,7,9,4,4,6
,,0.12,0.14,0.11,0.11,0.24,0.24,0.15,0.22,0.16,0.05,0.09,0.25,0.11,0.21,0.11,0.13,0.15,0.11,0.09,0.07,0.27,0.14,0.12,0.11,0.05,0.1,0.13,0.16,0.04,0.06,0.21,0,0.06,0,0.22,0,0,0.12,0,0,0,0,0,0.14,0.16,0.35,0.17,0,0.12,0.05,0.15,0.18,0,0,1,0.11,1,0.07,0.15,0.14,0.14,0.05,0.09,0,0.13,0,0,0.58,0,0.2,0.24,0,0,0.1,0,0,0,0,0,0.56,0,0,0.13,0,0,0.11,0.14,0.16,0,0,0,0,0,0,0,0.13,0.12,0.12,0.13,0.12,0.12,0.13,0.17,0.13,0.16,0.15,0.14,0.16,0.15,0.12,0.12,0.08,0.14,0.13,0.16,0.13,0,0.13,0.11,0.05,0.14,0.17,0.09,0.31,0.07,0.19,0,0.06,0,0.16,0,0.13,0,0.09,0.23,0.17,0.12,0.1,0.27
,£400 - £499,11,6,3,2,1,3,8,5,6,5,3,0,4,0,0,5,4,7,5,2,0,0,11,7,4,3,7,1,2,3,4,1,2,0,1,0,0,1,1,0,0,0,0,3,0,0,2,1,3,1,4,4,2,0,0,11,0,3,7,5,3,2,1,0,5,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,10,1,0,0,10,8,2,0,0,0,0,0,1,9,0,1,11,11,11,11,7,1,4,8,4,8,8,11,11,2,10,10,9,11,0,11,11,5,7,6,3,2,2,2,2,2,1,0,0,1,1,8,1,3,5,4,1
,,0.1,0.13,0.12,0.05,0.05,0.09,0.09,0.19,0.09,0.13,0.09,0,0.29,0,0,0.08,0.19,0.08,0.13,0.05,0,0,0.12,0.08,0.1,0.09,0.11,0.05,0.14,0.09,0.11,0.19,0.21,0,0.07,0,0,0.14,0.15,0,0,0,0,0.38,0,0,0.07,0.13,0.36,0.04,0.11,0.14,0.11,0,0,0.1,0,0.09,0.11,0.08,0.2,0.14,0.07,0,0.08,0,0,0,0.36,0.24,0.19,0,0.22,0.16,0,0,0,0,0,0.44,0,0,0.11,0.36,0,0,0.12,0.11,0.3,0,0,0,0,0,0.19,0.1,0,0.12,0.11,0.1,0.1,0.11,0.11,0.06,0.08,0.12,0.08,0.11,0.1,0.1,0.1,0.06,0.12,0.11,0.12,0.11,0,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.07,0.11,0.11,0.13,0.44,0,0,0.13,0.06,0.14,0.04,0.05,0.17,0.11,0.04
,£500 - £749,6,2,0,4,3,3,5,0,4,1,3,0,1,1,1,3,2,4,1,3,0,1,5,4,1,3,2,3,0,1,1,0,0,0,2,1,1,0,1,0,0,2,0,0,0,0,2,0,1,0,3,1,2,0,0,6,0,3,3,5,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,4,4,0,1,1,0,0,0,0,4,1,0,6,6,6,6,6,3,5,6,5,6,6,6,6,4,6,6,6,6,0,5,6,2,2,2,3,0,3,0,0,2,0,1,0,2,1,1,2,4,1,3,1
,,0.06,0.04,0,0.12,0.11,0.08,0.06,0,0.06,0.02,0.1,0,0.07,0.26,0.08,0.06,0.09,0.05,0.02,0.1,0,0.06,0.06,0.05,0.03,0.08,0.03,0.16,0,0.04,0.03,0,0,0,0.15,0.18,1,0,0.19,0,0,0.16,0,0,0,0,0.07,0,0.13,0,0.09,0.04,0.1,0,0,0.06,0,0.07,0.05,0.08,0,0,0.07,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.05,0,0,0.11,0.05,0.05,0,0.09,0.11,0,0,0,0,0.05,0.13,0,0.06,0.06,0.06,0.06,0.1,0.19,0.1,0.09,0.09,0.08,0.08,0.06,0.06,0.16,0.07,0.07,0.08,0.06,0,0.05,0.07,0.04,0.05,0.04,0.1,0,0.09,0,0,0.14,0,0.17,0,0.27,0.08,0.02,0.07,0.08,0.03,0.08,0.04
,£750 - £999,3,1,0,2,1,1,3,1,3,0,1,0,0,0,0,2,0,3,0,2,1,0,3,3,2,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,3,0,0,3,2,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,3,0,0,3,3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,2,3,0,3,3,2,2,1,2,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0
,,0.03,0.02,0,0.05,0.03,0.02,0.03,0.03,0.04,0,0.03,0,0,0,0,0.04,0,0.03,0,0.06,0.07,0,0.03,0.03,0.06,0.02,0.03,0.05,0,0.06,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.06,0.03,0,0,0,0.03,0,0,0.04,0.03,0.07,0,0,0,0.03,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.04,0.03,0.15,0,0,0,0,0,0,0.03,0,0,0.03,0.03,0.03,0.03,0.05,0.06,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.11,0.03,0.03,0.02,0.03,0,0.03,0.03,0.04,0.04,0.02,0.06,0.05,0.03,0.06,0,0,0,0,0,0,0.06,0.02,0.03,0.04,0.03,0.03,0
,"£1,000 - £1,449",5,1,2,2,2,2,4,1,2,3,1,1,1,0,1,1,2,4,1,1,1,2,4,4,2,2,3,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,2,2,0,1,0,5,0,2,3,3,1,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5,0,0,0,5,4,1,1,0,1,0,0,0,3,0,1,3,5,5,4,2,0,0,2,0,2,2,5,4,1,4,5,2,5,0,4,4,2,3,3,1,0,3,1,1,1,0,0,0,0,0,1,4,1,1,1,0
,,0.05,0.03,0.07,0.06,0.08,0.05,0.04,0.04,0.03,0.09,0.04,0.16,0.07,0,0.07,0.03,0.08,0.04,0.03,0.05,0.07,0.09,0.04,0.04,0.05,0.05,0.05,0.06,0.04,0.06,0.05,0,0.06,0,0.08,0,0,0,0,0,0,0,0.16,0,0.07,0,0.05,0.16,0.13,0,0.07,0.06,0,1,0,0.05,0,0.06,0.04,0.05,0.05,0.1,0,0,0.05,0,0,0,0,0,0,0.23,0,0.12,0.2,0,0,0,0,0,0,0,0.06,0,0,0,0.06,0.05,0.1,0.06,0,0.33,0,0,0,0.04,0,0.13,0.03,0.05,0.05,0.04,0.03,0,0,0.03,0,0.03,0.02,0.05,0.04,0.04,0.05,0.05,0.02,0.05,0,0.05,0.05,0.04,0.07,0.07,0.02,0,0.09,0.04,0.04,0.07,0,0,0,0,0,0.01,0.12,0.02,0.04,0.03,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,
,"£1,450 - £1,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
