Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5b_2. Emotional wellbeing and/or mental health issues: To what extent do you feel equipped, if at all, to help your child/chilren aged 6 - 11, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,*d,e,*f,g,h,i,j,k,l,a,b,a,*b,*c,*d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,531,190,531,205,412,385,144,386,1,228,302,17,40,56,23,47,26,50,38,43,67,49,75,312,219,455,19,28,26,3,76,299,224,523,8,54,144,324
,Total,530,188,530,206,411,385,141,387,1,243,285,20,40,57,23,44,25,49,41,40,66,49,76,312,218,454,19,28,26,3,76,283,239,522,8,55,144,322
,Very equipped (5.0),83,33,83,35,68,61,28,55,0,42,40,3,5,8,2,8,5,5,9,4,7,9,18,51,32,73,2,2,6,0,10,40,43,83,0,13,18,50
