Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q13f_2. I or members of my households were hungry but did not have enough money for food: Thinking about the past thirty days, could you tell us to what extent are the following statements true?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,f,g,h,i,j,k,l,a,b,c,d,e,f,g,h,a,b,a,b,c,d,*e,a,b,*c,d,e,f,g,h,i,j,*k,l,m,n,o,*p,*q,*r,a,b,c,d,a,b,c,d,e,f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,a,b,c,d,a,b,a,b,c,d,e,f,g,h,a,b,c,d,a,b,a,b
,Unweighted Total,4004,1143,1054,1807,806,1002,2279,1463,2153,1804,1296,840,1252,385,326,940,2477,1527,698,577,252,1166,2838,1527,806,1685,2283,901,784,746,1477,60,642,142,527,374,36,330,205,110,225,450,387,301,392,317,447,490,350,353,667,738,597,732,917,3087,917,2253,1746,3286,176,281,222,28,3130,61,6,89,51,35,50,40,109,80,27,32,33,145,58,19,19,9,2232,191,1199,462,1490,1310,181,674,559,118,12,24,311,1724,1454,604,1874,2472,1657,1350,896,300,531,1009,695,1057,1147,1156,2090,430,1084,1183,669,2611,1393,1958,1453,734,541,1705,806,171,728,1073,740,734,131,377,50,442,709,819,1893,676,1538,1113,230
,Total,4004,1001,1001,2002,755,936,2220,1588,2127,1833,1258,892,1334,366,302,866,2593,1411,662,527,222,1195,2809,1411,794,1667,2301,992,675,732,1508,61,553,122,572,420,36,320,200,80,200,480,360,360,360,360,400,521,360,360,601,641,601,721,1081,2923,1081,2119,1880,3354,163,253,197,26,3212,50,6,86,48,30,47,38,100,68,24,30,30,128,50,18,18,8,2138,175,1315,449,1425,1257,169,646,535,114,11,23,292,1649,1556,588,1782,2389,1568,1271,848,283,502,954,656,1001,1086,1087,1994,408,1017,1113,630,2517,1487,1875,1373,690,509,1665,779,160,748,1091,744,729,123,363,46,422,677,782,1982,625,1533,1060,215
,This is often true (2.0),509,197,145,167,160,207,391,98,364,141,219,76,82,45,62,197,203,306,144,109,54,138,371,306,123,274,233,173,101,108,110,15,76,25,120,54,2,42,33,11,23,67,41,35,41,43,95,50,29,97,142,125,98,34,13,496,13,244,263,352,43,60,46,5,329,10,3,10,14,9,14,6,24,20,6,4,7,32,11,4,3,2,369,23,36,87,304,278,27,59,51,8,1,2,39,314,113,50,421,463,430,395,255,91,160,291,211,298,330,321,459,127,320,343,209,509,0,501,509,325,509,204,209,50,96,103,86,72,18,77,7,85,145,175,99,214,164,184,71
,,0.13,0.2,0.15,0.08,0.21,0.22,0.18,0.06,0.17,0.08,0.17,0.08,0.06,0.12,0.2,0.23,0.08,0.22,0.22,0.21,0.24,0.12,0.13,0.22,0.16,0.16,0.1,0.17,0.15,0.15,0.07,0.25,0.14,0.21,0.21,0.13,0.05,0.13,0.16,0.13,0.12,0.14,0.11,0.1,0.11,0.12,0.24,0.1,0.08,0.27,0.24,0.2,0.16,0.05,0.01,0.17,0.01,0.12,0.14,0.1,0.26,0.24,0.24,0.18,0.1,0.2,0.51,0.12,0.28,0.3,0.3,0.16,0.24,0.29,0.26,0.12,0.24,0.25,0.22,0.2,0.17,0.21,0.17,0.13,0.03,0.19,0.21,0.22,0.16,0.09,0.1,0.07,0.07,0.09,0.13,0.19,0.07,0.09,0.24,0.19,0.27,0.31,0.3,0.32,0.32,0.3,0.32,0.3,0.3,0.3,0.23,0.31,0.31,0.31,0.33,0.2,0,0.27,0.37,0.47,1,0.12,0.27,0.31,0.13,0.09,0.12,0.1,0.15,0.21,0.16,0.2,0.21,0.22,0.05,0.34,0.11,0.17,0.33
,,,bc,c,,cd,cd,d,,b,,b,b,,ab,abc,abc,,afg,afg,afg,afg,a,a,afg,c,c,,c,c,b,,abdgh,b,bdgh,abdgh,b,,l,gkl,,,kl,,,,,abcdefghikl,,,cdefgh,defgh,efh,efh,fh,,efh,,,a,,a,a,a,,,a,,,ad,ad,ad,,ad,ad,,,a,ad,a,,,,c,c,,c,defikl,cdefijkl,defkl,,,,,,dkl,defikl,,,b,,k,ak,k,k,ak,k,ak,k,k,k,,k,ak,k,ak,b,,,a,ab,abc,,a,bcdefgh,c,,,,,bcde,,d,d,d,,b,,,a
,This is sometimes true (1.0),864,330,208,325,291,341,613,160,583,268,399,146,167,86,118,266,399,465,208,186,71,264,600,465,211,493,361,286,206,189,150,22,160,46,173,113,10,63,38,19,46,97,76,80,84,62,115,115,68,126,209,187,166,118,57,807,57,492,371,659,51,73,70,9,624,15,2,19,13,10,16,11,29,19,8,8,9,45,19,6,8,1,588,65,104,134,406,364,43,161,141,21,3,6,98,478,225,103,609,705,570,489,328,122,194,380,258,389,426,394,676,169,390,406,247,864,0,809,864,312,0,466,259,46,138,187,141,169,43,125,15,154,258,251,190,255,337,355,70
,,0.22,0.33,0.21,0.16,0.39,0.36,0.28,0.1,0.27,0.15,0.32,0.16,0.13,0.23,0.39,0.31,0.15,0.33,0.31,0.35,0.32,0.22,0.21,0.33,0.27,0.3,0.16,0.29,0.31,0.26,0.1,0.36,0.29,0.38,0.3,0.27,0.28,0.2,0.19,0.24,0.23,0.2,0.21,0.22,0.23,0.17,0.29,0.22,0.19,0.35,0.35,0.29,0.28,0.16,0.05,0.28,0.05,0.23,0.2,0.2,0.31,0.29,0.35,0.33,0.19,0.29,0.34,0.22,0.26,0.35,0.35,0.3,0.29,0.28,0.32,0.27,0.32,0.35,0.37,0.32,0.43,0.11,0.28,0.37,0.08,0.3,0.28,0.29,0.25,0.25,0.26,0.18,0.24,0.25,0.34,0.29,0.14,0.17,0.34,0.3,0.36,0.38,0.39,0.43,0.39,0.4,0.39,0.39,0.39,0.36,0.34,0.41,0.38,0.36,0.39,0.34,0,0.43,0.63,0.45,0,0.28,0.33,0.29,0.18,0.17,0.19,0.23,0.35,0.34,0.33,0.36,0.38,0.32,0.1,0.41,0.22,0.33,0.32
,,,bc,c,,cd,cd,d,,b,,ab,b,,ab,abce,abc,,afg,afg,afg,afg,a,a,afg,c,c,,c,c,b,,b,b,abdg,b,b,b,,,,,,,,i,,abefgikl,,,defgh,cdefgh,efh,efh,fh,,efh,,b,,,a,a,a,,,,,,,a,a,,a,a,,,,ad,ad,,,,c,ac,,c,fkl,fkl,kl,kl,kl,,,,defkl,dfkl,,,b,,,k,k,ajkn,k,k,k,k,k,,,k,k,,k,b,,d,acd,d,,,a,bcd,,,,bcd,bcde,bcde,bcd,d,cd,d,,b,,,
,This is never true (0.0),2631,474,647,1510,304,388,1215,1331,1180,1424,640,670,1086,235,122,403,1991,640,310,232,98,793,1839,640,459,900,1707,532,368,435,1248,24,317,50,279,253,24,215,130,50,131,316,243,245,235,256,191,355,263,137,249,328,337,569,1011,1621,1011,1383,1245,2343,70,119,81,12,2260,26,1,57,22,11,17,20,48,29,10,19,13,51,21,9,7,5,1181,88,1176,228,715,615,100,426,343,85,8,15,155,857,1218,435,751,1220,568,388,265,70,148,283,187,315,331,372,858,112,306,364,174,1145,1487,564,0,53,0,996,310,64,514,801,517,488,62,161,23,183,274,356,1693,155,1032,522,75
,,0.66,0.47,0.65,0.75,0.4,0.41,0.55,0.84,0.55,0.78,0.51,0.75,0.81,0.64,0.4,0.46,0.77,0.45,0.47,0.44,0.44,0.66,0.65,0.45,0.58,0.54,0.74,0.54,0.54,0.59,0.83,0.39,0.57,0.41,0.49,0.6,0.67,0.67,0.65,0.63,0.65,0.66,0.67,0.68,0.65,0.71,0.48,0.68,0.73,0.38,0.42,0.51,0.56,0.79,0.93,0.55,0.93,0.65,0.66,0.7,0.43,0.47,0.41,0.48,0.7,0.51,0.15,0.67,0.46,0.36,0.35,0.54,0.48,0.43,0.43,0.62,0.44,0.4,0.41,0.48,0.39,0.68,0.55,0.5,0.89,0.51,0.5,0.49,0.59,0.66,0.64,0.75,0.69,0.66,0.53,0.52,0.78,0.74,0.42,0.51,0.36,0.31,0.31,0.25,0.3,0.3,0.29,0.31,0.3,0.34,0.43,0.27,0.3,0.33,0.28,0.45,1,0.3,0,0.08,0,0.6,0.4,0.4,0.69,0.73,0.7,0.67,0.5,0.44,0.51,0.43,0.4,0.46,0.85,0.25,0.67,0.49,0.35
,,,,a,ab,,,ab,abc,c,ac,,cde,acde,de,,,bcdefgh,,,,,bcdeh,bcdeh,,,,abde,,,cef,acdefgh,,cef,,,cef,cef,j,j,j,j,j,j,j,j,j,,j,bcehj,,,ab,ab,abcdg,abcdeg,abc,abcdeg,,,bcd,,,,,befghijmno,,,efgijmno,,,,,,,,fgn,,,,,,,,,abd,,,,ab,abij,abij,abceij,,,,,abcdeijl,abcdeij,,a,bcdefghilmo,d,d,,,,,d,d,bdfglmo,abcdefghijlmno,,,dlo,,,a,bcd,,bd,,b,,,afgh,abefgh,afgh,afgh,,,,,,b,abc,,a,b,
,Net: True,1373,527,354,492,451,548,1005,258,947,409,618,222,248,131,180,464,601,771,351,295,125,402,971,771,335,767,594,460,307,298,260,37,235,72,293,167,12,105,70,30,69,164,117,115,125,104,210,165,97,223,351,312,263,152,70,1302,70,736,635,1011,93,134,116,13,953,25,5,29,26,19,31,17,52,39,14,12,17,77,30,10,11,3,957,88,140,221,710,642,69,220,192,29,3,8,137,793,338,153,1031,1168,999,883,584,214,353,671,469,687,755,715,1135,296,711,748,456,1373,0,1310,1373,637,509,669,468,96,234,290,227,241,61,202,22,239,403,426,289,469,501,538,140
,,0.34,0.53,0.35,0.25,0.6,0.59,0.45,0.16,0.45,0.22,0.49,0.25,0.19,0.36,0.6,0.54,0.23,0.55,0.53,0.56,0.56,0.34,0.35,0.55,0.42,0.46,0.26,0.46,0.46,0.41,0.17,0.61,0.43,0.59,0.51,0.4,0.33,0.33,0.35,0.37,0.35,0.34,0.33,0.32,0.35,0.29,0.52,0.32,0.27,0.62,0.58,0.49,0.44,0.21,0.07,0.45,0.07,0.35,0.34,0.3,0.57,0.53,0.59,0.52,0.3,0.49,0.85,0.33,0.54,0.64,0.65,0.46,0.52,0.57,0.57,0.38,0.56,0.6,0.59,0.52,0.61,0.32,0.45,0.5,0.11,0.49,0.5,0.51,0.41,0.34,0.36,0.25,0.31,0.34,0.47,0.48,0.22,0.26,0.58,0.49,0.64,0.69,0.69,0.75,0.7,0.7,0.71,0.69,0.7,0.66,0.57,0.73,0.7,0.67,0.72,0.55,0,0.7,1,0.92,1,0.4,0.6,0.6,0.31,0.27,0.3,0.33,0.5,0.56,0.49,0.57,0.6,0.54,0.15,0.75,0.33,0.51,0.65
,,,bc,c,,cd,cd,d,,b,,ab,b,,ab,abc,abc,,afg,afg,afg,afg,a,a,afg,c,c,,c,c,b,,abdgh,b,abdgh,abdgh,b,b,,l,l,,l,,,l,,abcdefghikl,,,cdefgh,cdefgh,efgh,efh,fh,,efh,,,,,a,a,a,,,a,,,ad,adl,adl,a,ad,ad,,,ad,adl,ad,,,,c,c,,c,cdefkl,cdefkl,fkl,kl,fkl,,,,defkl,defkl,,k,b,,k,ajk,ak,abchijkn,ak,ajk,ajk,ak,ak,k,,ajkn,ajk,k,ajkn,b,,,ac,a,ac,,a,bcde,c,,,c,bcde,bcde,bcde,d,cd,d,,b,,,a
,Base for stats,4004,1001,1001,2002,755,936,2220,1588,2127,1833,1258,892,1334,366,302,866,2593,1411,662,527,222,1195,2809,1411,794,1667,2301,992,675,732,1508,61,553,122,572,420,36,320,200,80,200,480,360,360,360,360,400,521,360,360,601,641,601,721,1081,2923,1081,2119,1880,3354,163,253,197,26,3212,50,6,86,48,30,47,38,100,68,24,30,30,128,50,18,18,8,2138,175,1315,449,1425,1257,169,646,535,114,11,23,292,1649,1556,588,1782,2389,1568,1271,848,283,502,954,656,1001,1086,1087,1994,408,1017,1113,630,2517,1487,1875,1373,690,509,1665,779,160,748,1091,744,729,123,363,46,422,677,782,1982,625,1533,1060,215
