Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,Tend to support,357,202,153,54,81,75,67,41,39,135,142,80,14,32,43,22,27,13,34,14,26,39,30,62,298,119,88,80,69,107,90,10,2,5,11,1,9,81,107,117,108
,,0.17,0.2,0.14,0.23,0.23,0.23,0.18,0.13,0.08,0.23,0.2,0.1,0.22,0.18,0.19,0.26,0.16,0.13,0.19,0.09,0.14,0.14,0.15,0.22,0.17,0.21,0.15,0.19,0.14,0.17,0.17,0.09,0.06,0.14,0.18,0.17,0.17,0.18,0.15,0.16,0.2
,,,b,,efi,efi,efi,fi,f,,efi,efi,,h,h,h,efhijkm,,,h,,,,,fhijm,h,bd,,d,,c,c,,,,,,,c,,,a
,Strongly support,147,89,57,21,38,33,29,14,11,59,62,26,11,15,14,7,10,7,11,3,11,22,10,26,113,48,47,34,18,27,29,18,1,3,2,0,9,43,37,44,45
,,0.07,0.09,0.05,0.09,0.11,0.1,0.08,0.05,0.02,0.1,0.09,0.03,0.18,0.09,0.06,0.08,0.06,0.07,0.06,0.02,0.06,0.08,0.05,0.09,0.06,0.08,0.08,0.08,0.04,0.04,0.05,0.16,0.05,0.09,0.03,0,0.17,0.09,0.05,0.06,0.08
,,,b,,efi,efi,efi,fi,,,efi,efi,,cefghijkm,h,h,h,,h,h,,,h,,h,h,d,d,d,,,,abfi,,,,,abf,ab,,,a
,Don't know,322,123,193,59,61,49,56,43,54,120,104,98,14,19,41,15,31,26,34,21,30,29,29,33,264,72,108,61,81,66,62,10,3,2,8,1,12,95,85,93,103
,,0.15,0.12,0.18,0.26,0.17,0.15,0.15,0.14,0.11,0.2,0.15,0.12,0.22,0.1,0.17,0.18,0.18,0.26,0.19,0.14,0.17,0.1,0.15,0.12,0.15,0.13,0.18,0.14,0.16,0.11,0.12,0.08,0.11,0.06,0.12,0.1,0.24,0.2,0.12,0.13,0.19
,,,,a,bcdefhi,fi,,,,,cefhi,,,bj,,j,j,bj,bchijklm,bj,,j,,,,j,,a,,,,,,,,,,abce,abce,,,ab
,Sum: Support,504,291,210,75,119,108,95,55,51,195,204,106,25,47,58,29,38,20,45,17,37,62,40,88,412,167,135,114,88,135,119,28,3,8,13,1,18,124,145,161,153
,,0.24,0.29,0.2,0.33,0.33,0.33,0.26,0.18,0.11,0.33,0.29,0.13,0.4,0.26,0.25,0.33,0.22,0.2,0.25,0.11,0.2,0.22,0.2,0.32,0.23,0.29,0.23,0.27,0.17,0.21,0.23,0.25,0.1,0.22,0.21,0.17,0.35,0.27,0.2,0.22,0.29
,,,b,,efi,defi,efi,efi,fi,,defi,efi,,cefghijkm,h,h,efhijkm,h,h,h,,h,h,h,efhijkm,h,bd,d,d,,,,,,,,,d,ad,,,ab
,Sum: Oppose,1274,605,665,96,179,175,216,209,374,274,391,583,24,112,136,42,102,56,102,111,114,195,126,154,1083,334,346,251,342,428,342,77,21,27,41,6,21,245,483,465,275
,,0.61,0.59,0.62,0.42,0.5,0.53,0.59,0.68,0.78,0.47,0.56,0.74,0.38,0.63,0.58,0.49,0.6,0.55,0.56,0.75,0.63,0.68,0.65,0.56,0.62,0.58,0.59,0.59,0.67,0.68,0.65,0.67,0.79,0.72,0.67,0.73,0.41,0.53,0.68,0.65,0.52
,,,,,,,a,abg,abcdgh,abcdegh,,ag,abcdegh,,ad,a,,a,,a,abcdefgilm,ad,acdfglm,ad,a,ad,,,,abc,hi,hi,hi,hi,hi,h,,,,c,c,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
