<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.09,0.08,0.09,0.16,0.08,0.11,0.07,0.07,0.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,0.08,0.07,0.19,0.13,0.12,0.15,0.24,0.08
,,,, bdef,,,,,,,,,,,, abcdefhijkl,,,,,, bcdefgh,,,,,,,,,,, a, a,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Midlands,157,66,90,17,28,27,24,28,33,0,0,0,0,0,0,0,157,0,0,0,0,0,0,93,0,0,0,0,0,93,63,118,19,13,3,4,13,144
,0.07,0.06,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.07,0.09,0.07,0.1,0.09,0.02,0.14,0.09,0.07
,,,,,,,,,,,,,,,,, abcdefgijkl,,,,,,, abdefgh,,,,,,,,, d, d,, d,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-West,187,86,100,13,17,20,49,43,45,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,118,0,0,0,0,114,72,168,1,5,11,2,1,186
,0.09,0.08,0.09,0.06,0.05,0.06,0.14,0.13,0.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.08,0.1,0.1,0,0.03,0.1,0.07,0.01,0.09
,,,,,,, abcf, abc, b,,,,,,,,, abcdefghjkl,,,,,,, abcefgh,,,,,,, bc,, b, bc, b,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-East,294,138,157,19,27,30,63,57,99,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,173,119,249,20,17,6,2,10,284
,0.14,0.13,0.14,0.08,0.07,0.08,0.18,0.17,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12,0.17,0.15,0.11,0.12,0.06,0.06,0.07,0.14
,,,,,,, abc, abc, abc,,,,,,,,,, abcdefghikl,,,,,,,,,,,, a, d,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East of England,202,119,82,20,14,20,39,49,61,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,132,70,161,12,14,13,1,10,191
,0.09,0.11,0.07,0.09,0.04,0.06,0.11,0.14,0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09,0.1,0.1,0.06,0.1,0.12,0.04,0.07,0.1
,, b,, b,,, bc, bc, bc,,,,,,,,,,, abcdefghijl,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,279,143,135,37,95,58,27,15,46,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,230,48,170,48,31,22,7,34,245
,0.13,0.14,0.12,0.17,0.26,0.16,0.08,0.04,0.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16,0.07,0.1,0.25,0.22,0.21,0.23,0.23,0.12
,,,, def, acdef, def,,, e,,,,,,,,,,,, abcdefghijk,,,,,,,,, b,,, a, a, a, a, b,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
