Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,fi,fi,efi,efi,,,fi,efi,,b,,b,b,b,b,b,b,b,b,b,b,b,d,,d,,,f,,,,,,,f,,,
,Isn't much of a problem,776,400,374,88,114,107,140,132,195,202,247,326,22,72,79,34,67,45,67,56,54,102,73,103,636,198,223,152,201,254,184,41,7,15,22,3,21,184,273,266,216
,,0.35,0.37,0.33,0.35,0.3,0.3,0.35,0.4,0.38,0.32,0.33,0.39,0.32,0.38,0.32,0.38,0.37,0.42,0.35,0.36,0.28,0.34,0.35,0.35,0.34,0.33,0.36,0.34,0.37,0.36,0.33,0.37,0.21,0.41,0.38,0.46,0.38,0.36,0.35,0.35,0.36
,,,b,,,,,,bcgh,bcg,,,bcgh,,i,,,,i,,,,,,,,,,,,d,,,,,,,,d,,,
,Isn't a problem at all,474,246,227,47,65,64,69,79,151,112,133,230,17,54,58,18,37,23,39,33,53,69,37,37,381,134,127,91,118,189,103,24,11,5,15,1,13,89,191,159,107
,,0.21,0.23,0.2,0.19,0.17,0.18,0.17,0.24,0.29,0.18,0.18,0.27,0.25,0.28,0.23,0.2,0.2,0.21,0.2,0.21,0.27,0.23,0.18,0.13,0.2,0.22,0.2,0.2,0.22,0.27,0.19,0.21,0.32,0.13,0.26,0.12,0.23,0.18,0.24,0.21,0.18
,,,,,,,,,bdgh,abcdgh,,,abcdgh,l,klm,l,,l,l,l,l,klm,l,,,l,,,,,bi,,,bi,,,,,,c,,
,Don't know,89,31,57,9,16,15,15,13,20,25,31,33,2,15,11,2,6,6,8,2,3,12,12,9,66,15,31,18,25,21,13,5,2,1,6,*,3,22,27,27,24
,,0.04,0.03,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.05,0.02,0.03,0.05,0.04,0.01,0.02,0.04,0.06,0.03,0.04,0.02,0.05,0.04,0.05,0.03,0.02,0.04,0.07,0.03,0.11,0.07,0.05,0.04,0.03,0.04,0.04
,,,,a,,,,,,,,,,,dhilm,,,,,,,,,hi,,,,a,,a,,,,,,abi,,,,,,
,Sum: Problem,896,411,484,105,191,171,172,107,151,296,343,258,26,48,101,37,72,35,78,66,83,120,86,144,788,261,245,191,196,242,252,42,14,16,15,2,19,212,296,298,246
,,0.4,0.38,0.42,0.42,0.49,0.48,0.43,0.32,0.29,0.47,0.45,0.3,0.39,0.25,0.41,0.4,0.39,0.32,0.41,0.42,0.43,0.4,0.41,0.49,0.42,0.43,0.39,0.42,0.36,0.34,0.46,0.37,0.41,0.43,0.26,0.35,0.33,0.42,0.38,0.4,0.41
,,,,a,efi,efi,efi,efi,,,efi,efi,,,,b,b,b,,b,b,bf,b,b,bcefgjm,bf,d,,,,,af,,,,,,,af,,,
,Sum: Not a problem,1250,646,601,134,180,172,208,211,345,314,380,556,38,126,137,53,104,68,106,90,107,171,110,140,1018,332,350,242,319,444,287,65,18,20,37,4,34,273,464,425,323
,,0.56,0.59,0.53,0.54,0.46,0.48,0.53,0.64,0.67,0.49,0.5,0.66,0.57,0.67,0.55,0.58,0.57,0.63,0.55,0.57,0.55,0.56,0.53,0.48,0.54,0.55,0.56,0.54,0.59,0.63,0.52,0.58,0.52,0.54,0.63,0.58,0.61,0.54,0.59,0.57,0.55
,,,b,,,,,,abcdgh,abcdgh,,,abcdgh,,cgijklm,,,l,l,,,,l,,,l,,,,,bi,,,,,,,,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
