Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,b,,efi,efi,efi,efi,,,efi,efi,,i,,i,i,i,,i,fi,,bfi,fi,bcefgim,fi,d,d,d,,,a,,,,,,,a,,,ab
,"I'd still vote for the party that was responsible, and my view of them wouldn't change",572,282,285,54,88,91,101,83,155,142,191,238,20,47,69,32,44,29,42,40,46,76,55,72,476,159,153,109,150,230,134,35,3,9,13,2,14,107,220,213,112
,,0.27,0.28,0.27,0.24,0.24,0.27,0.27,0.27,0.32,0.24,0.27,0.3,0.32,0.26,0.3,0.37,0.25,0.29,0.23,0.27,0.25,0.27,0.28,0.26,0.27,0.28,0.26,0.26,0.29,0.37,0.26,0.3,0.11,0.23,0.21,0.2,0.28,0.23,0.31,0.3,0.21
,,,,,,,,,,abg,,,bg,,,,egijlm,,,,,,,,,,,,,,bdfi,d,d,,,,,,,c,c,
,"I'd still vote for the party that was responsible, and would feel more positively towards them",380,206,173,43,49,55,58,67,107,92,113,174,8,51,28,12,33,23,36,21,35,53,38,41,298,98,122,70,89,152,85,17,7,17,18,0,4,60,144,153,77
,,0.18,0.2,0.16,0.19,0.14,0.17,0.16,0.22,0.22,0.16,0.16,0.22,0.12,0.29,0.12,0.14,0.2,0.22,0.2,0.14,0.19,0.19,0.19,0.15,0.17,0.17,0.21,0.16,0.17,0.24,0.16,0.15,0.25,0.44,0.28,0,0.08,0.13,0.2,0.21,0.15
,,,b,,,,,,bdgh,bdgh,,,bcdgh,,acdehijlm,,,c,c,c,,c,c,c,,c,,,,,bchi,,,i,abchi,bchi,,,,c,c,
,Don't know,656,241,408,59,114,108,111,105,160,173,219,264,18,44,94,26,60,33,60,35,79,74,50,83,562,151,195,124,186,151,172,35,9,9,19,5,17,149,219,214,160
,,0.31,0.24,0.38,0.26,0.32,0.32,0.3,0.34,0.33,0.29,0.31,0.34,0.28,0.25,0.4,0.31,0.35,0.33,0.33,0.24,0.44,0.26,0.26,0.3,0.32,0.26,0.33,0.29,0.37,0.24,0.33,0.31,0.32,0.25,0.3,0.64,0.33,0.32,0.31,0.3,0.3
,,,,a,,,,,a,,,,a,,,bhjklm,,bhj,,h,,bdfghjklm,,,,hj,,a,,ac,,a,,,,,,,a,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
