Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6b_14. Sexual abuse: To what extent do you feel equipped, if at all, to help your child/children aged 12 - 17, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,*b,c,*d,*e,*f,*g,*h,*i,j,*k,l,a,b,a,*b,*c,*d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,262,57,111,262,177,200,38,217,7,130,132,6,15,35,18,23,11,22,20,23,31,18,40,145,117,212,11,19,18,1,48,131,124,255,7,35,87,137
,Total,263,57,112,263,178,200,38,218,7,139,124,7,15,36,18,22,10,22,22,22,30,18,40,146,117,212,11,19,19,1,49,123,132,256,7,35,88,136
,Very equipped (5.0),59,19,28,59,43,41,9,48,1,42,17,2,1,11,3,4,1,3,7,3,6,2,16,34,25,45,3,3,7,1,13,17,41,58,1,15,22,21
,,0.22,0.33,0.25,0.22,0.24,0.21,0.25,0.22,0.14,0.3,0.14,0.34,0.07,0.3,0.17,0.18,0.09,0.13,0.3,0.14,0.2,0.1,0.41,0.23,0.22,0.21,0.28,0.17,0.38,1,0.27,0.14,0.31,0.23,0.15,0.44,0.25,0.16
,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,a,a,,bc,,
,Somewhat equipped (4.0),102,17,41,102,61,79,13,85,4,49,53,3,8,15,7,7,5,9,10,13,12,6,8,58,44,87,2,5,6,0,14,53,47,100,2,7,37,56
,,0.39,0.29,0.36,0.39,0.34,0.4,0.34,0.39,0.59,0.35,0.43,0.5,0.54,0.43,0.38,0.3,0.46,0.41,0.45,0.56,0.39,0.34,0.19,0.4,0.38,0.41,0.19,0.27,0.35,0,0.28,0.43,0.36,0.39,0.3,0.2,0.43,0.41
,,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,a,a
,Neither equipped nor unequipped (3.0),53,10,20,53,41,39,11,42,0,26,27,0,4,5,3,8,4,8,2,2,10,2,6,32,21,41,4,6,3,0,13,24,25,49,4,7,16,30
,,0.2,0.17,0.18,0.2,0.23,0.2,0.29,0.2,0,0.19,0.22,0,0.25,0.14,0.18,0.35,0.37,0.36,0.1,0.09,0.32,0.11,0.15,0.22,0.18,0.19,0.36,0.3,0.16,0,0.26,0.2,0.19,0.19,0.55,0.2,0.19,0.22
,Somewhat unequipped (2.0),29,7,17,29,21,24,3,26,0,13,16,1,0,4,3,3,0,1,2,4,0,7,4,14,15,23,2,2,2,0,6,18,11,29,0,2,8,19
,,0.11,0.12,0.15,0.11,0.12,0.12,0.07,0.12,0,0.09,0.13,0.16,0,0.11,0.16,0.13,0,0.05,0.1,0.17,0,0.39,0.1,0.1,0.13,0.11,0.17,0.11,0.12,0,0.13,0.15,0.08,0.11,0,0.06,0.09,0.14
,Not at all equipped (1.0),13,2,4,13,8,10,1,10,2,6,6,0,2,1,1,1,0,0,1,0,3,0,4,6,7,12,0,1,0,0,1,6,6,13,0,3,1,9
,,0.05,0.04,0.04,0.05,0.05,0.05,0.02,0.05,0.27,0.05,0.05,0,0.14,0.03,0.06,0.04,0,0,0.05,0,0.09,0,0.1,0.04,0.06,0.06,0,0.05,0,0,0.02,0.05,0.05,0.05,0,0.08,0.01,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,b
,Don't know,7,3,2,7,4,6,1,6,0,2,5,0,0,0,1,0,1,1,0,1,0,1,2,2,5,5,0,2,0,0,2,5,2,7,0,1,3,2
,,0.03,0.05,0.02,0.03,0.02,0.03,0.02,0.03,0,0.02,0.04,0,0,0,0.05,0,0.09,0.04,0,0.04,0,0.06,0.05,0.01,0.04,0.02,0,0.1,0,0,0.04,0.04,0.02,0.03,0,0.03,0.03,0.01
,NET: Equipped,161,35,69,161,104,121,22,133,5,91,70,6,9,26,10,11,6,12,16,16,18,8,24,92,69,132,5,8,13,1,27,70,88,158,3,22,60,77
,,0.61,0.62,0.61,0.61,0.59,0.61,0.59,0.61,0.73,0.66,0.56,0.84,0.61,0.72,0.55,0.48,0.54,0.55,0.74,0.71,0.59,0.44,0.6,0.63,0.59,0.62,0.46,0.44,0.72,1,0.55,0.57,0.66,0.62,0.45,0.63,0.68,0.57
,NET: Unequipped,42,9,21,42,29,34,4,36,2,19,23,1,2,5,4,4,0,1,3,4,3,7,8,20,22,35,2,3,2,0,7,25,17,42,0,5,9,28
,,0.16,0.16,0.19,0.16,0.16,0.17,0.1,0.17,0.27,0.14,0.18,0.16,0.14,0.14,0.22,0.17,0,0.05,0.15,0.17,0.09,0.39,0.2,0.14,0.19,0.16,0.17,0.16,0.12,0,0.15,0.2,0.13,0.16,0,0.14,0.1,0.2
,Mean score,3.64,3.79,3.65,3.64,3.63,3.61,3.74,3.64,3.34,3.78,3.49,4.01,3.39,3.85,3.46,3.45,3.69,3.66,3.84,3.71,3.6,3.17,3.76,3.69,3.59,3.63,3.57,3.44,3.99,5,3.69,3.47,3.81,3.65,3.61,3.87,3.84,3.46
,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,a,,,,c,
,Base for stats,256,54,110,256,174,194,37,212,7,137,119,7,15,36,17,22,9,21,22,21,30,17,38,144,112,207,11,17,19,1,47,119,130,249,7,34,85,135
,Standard Deviation,1.106,1.174,1.134,1.106,1.122,1.104,1.016,1.107,1.566,1.123,1.068,1.073,1.144,1.076,1.187,1.08,0.673,0.798,1.14,0.941,1.11,1.123,1.383,1.066,1.157,1.112,1.124,1.12,1.032,*,1.091,1.086,1.119,1.115,0.797,1.301,0.961,1.121
,Error variance,*,0.03,0.01,*,0.01,0.01,0.03,0.01,0.35,0.01,0.01,0.19,0.09,0.03,0.08,0.05,0.05,0.03,0.07,0.04,0.04,0.07,0.05,0.01,0.01,0.01,0.11,0.07,0.06,*,0.03,0.01,0.01,0.01,0.09,0.05,0.01,0.01
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
