Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.35,0.38,0.32,0.27,0.41,0.33,0.32,0.37,0.36,0.35,0.33,0.37,0.32,0.28,0.35,0.36,0.32,0.28,0.33,0.37,0.39,0.43,0.33,0.35,0.36,0.34,0.36,0.36,0.34,0.36,0.37,0.39,0.28,0.34,0.34,0.48,0.39,0.33,0.34,0.37,0.34
,,,b,,,acdh,,,a,a,a,,a,,,,,,,,,bf,befgkm,,,bf,,,,,,,,,,,,,,,,
,Fairly badly,526,262,262,77,82,84,96,69,117,160,180,186,13,47,52,21,47,30,51,37,41,70,46,69,435,140,157,102,126,169,141,13,4,8,19,*,9,122,180,176,149
,,0.24,0.24,0.23,0.31,0.21,0.23,0.24,0.21,0.23,0.25,0.24,0.22,0.2,0.25,0.21,0.24,0.26,0.28,0.27,0.24,0.21,0.23,0.22,0.23,0.23,0.23,0.25,0.23,0.23,0.24,0.26,0.12,0.12,0.21,0.32,0.07,0.16,0.24,0.23,0.23,0.25
,,,,,bcefhi,,,,,,,,,,,,,,,,,,,,,,,,,,c,c,,,,cd,,,c,,,
,Very badly,319,167,152,26,44,58,61,60,71,70,119,131,13,32,44,12,23,17,22,21,28,36,41,30,257,82,91,66,78,128,75,16,10,1,9,1,10,56,148,100,59
,,0.14,0.15,0.13,0.1,0.11,0.16,0.15,0.18,0.14,0.11,0.16,0.15,0.2,0.17,0.18,0.13,0.13,0.15,0.11,0.13,0.14,0.12,0.2,0.1,0.14,0.14,0.15,0.15,0.14,0.18,0.14,0.14,0.29,0.02,0.16,0.14,0.18,0.11,0.19,0.13,0.1
,,,,,,,ag,g,abg,,,abg,ag,l,l,gl,,,,,,,,gjlm,,,,,,,bei,e,e,bcei,,e,,e,,bc,,
,Don't know,382,133,249,47,49,50,75,51,109,96,125,160,11,38,46,8,40,24,34,25,34,41,38,44,308,98,99,76,105,96,75,27,7,11,7,2,9,110,134,113,113
,,0.17,0.12,0.22,0.19,0.13,0.14,0.19,0.15,0.21,0.15,0.17,0.19,0.17,0.2,0.18,0.09,0.22,0.22,0.18,0.15,0.18,0.14,0.18,0.15,0.16,0.16,0.16,0.17,0.19,0.14,0.14,0.24,0.21,0.3,0.12,0.31,0.15,0.22,0.17,0.15,0.19
,,,,a,b,,,b,,bcegh,,,b,,d,d,,dj,dj,d,,d,,d,,d,,,,,,,ab,,abf,,,,ab,,,
,Sum: Well,1009,527,480,98,211,166,163,151,219,310,329,370,29,71,107,50,73,38,86,75,90,157,84,150,871,288,278,207,232,313,261,57,13,18,23,3,28,219,325,361,271
,,0.45,0.48,0.42,0.4,0.55,0.47,0.41,0.46,0.42,0.49,0.44,0.44,0.43,0.38,0.43,0.55,0.4,0.35,0.44,0.47,0.47,0.52,0.4,0.51,0.47,0.47,0.44,0.46,0.43,0.44,0.47,0.51,0.38,0.47,0.4,0.48,0.51,0.43,0.41,0.48,0.46
,,,b,,,acdefhi,,,,,adfi,,,,,,bcefk,,,,f,f,bcefk,,befk,bf,,,,,,,,,,,,,,,a,
,Sum: Badly,845,429,414,103,126,141,158,128,188,229,299,317,27,80,97,33,70,47,73,59,69,105,87,99,692,222,249,168,204,298,217,29,14,8,28,1,19,178,328,276,209
,,0.38,0.39,0.36,0.42,0.33,0.39,0.4,0.39,0.36,0.36,0.4,0.37,0.4,0.42,0.39,0.37,0.38,0.43,0.38,0.37,0.36,0.35,0.42,0.34,0.37,0.37,0.4,0.37,0.38,0.42,0.39,0.26,0.41,0.22,0.48,0.21,0.34,0.35,0.42,0.37,0.35
,,,,,b,,,b,,,,b,,,,,,,,,,,,,,,,,,,cei,ce,,,,ce,,,,bc,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
