Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q14_W3.6. It will motivate me to take more personal action to combat climate change: COP28 is the 28th UN Climate Change Conference taking place in Dubai in November 2023. This summit will bring key parties together from around the world to work on accelerating action to address climate change. Thinking about the COP28 conference, to what extent do you agree or disagree with each of the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Strongly agree,1015,472,537,221,232,158,132,120,152,453,290,272,385,630,233,319,201,185,78,551,463,515,493,718,32,149,76,31,592,411,255,156,884,97,771,232,885,126,736,310,242,184,200,791,211,848,161
,,0.11,0.11,0.12,0.19,0.16,0.11,0.09,0.09,0.07,0.17,0.1,0.08,0.12,0.11,0.12,0.11,0.11,0.14,0.09,0.11,0.12,0.1,0.13,0.09,0.19,0.21,0.25,0.2,0.1,0.13,0.14,0.1,0.11,0.14,0.14,0.07,0.14,0.05,0.17,0.22,0.14,0.14,0.06,0.15,0.06,0.17,0.04
,,,,,bcdefhi,cdefhi,efi,,,,cdefhi,fi,,b,,,,,bef,,,,,a,,a,a,a,a,,ad,ad,,,a,b,,b,,ce,acde,e,e,,b,,b,
,Tend to agree,2663,1189,1459,393,472,459,406,379,554,865,865,933,942,1721,607,883,583,386,203,1490,1173,1460,1181,2168,52,262,106,61,1727,897,505,436,2411,209,1860,738,2166,475,1596,438,679,479,781,1779,819,1962,644
,,0.3,0.28,0.32,0.34,0.32,0.32,0.28,0.27,0.27,0.33,0.3,0.27,0.3,0.29,0.3,0.3,0.32,0.28,0.24,0.3,0.29,0.28,0.31,0.29,0.31,0.37,0.35,0.38,0.3,0.29,0.28,0.28,0.3,0.29,0.34,0.24,0.33,0.2,0.36,0.31,0.38,0.38,0.23,0.34,0.24,0.39,0.18
,,,,a,defhi,defi,defi,,,,defhi,efi,,,,e,e,deg,,,e,e,,a,,,a,a,,,,,,,,b,,b,,be,e,be,be,,b,,b,
