Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q19_W3.15. Use a 'community fridge': Which of the following, if any, have you done or do you plan to do as a result of the rising cost of living?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8975,4014,4913,933,1711,1863,1359,1747,1362,2644,3222,3109,3004,5971,2821,2887,1590,1020,657,5708,3267,4583,4332,7653,267,480,491,50,5831,3039,1799,1444,8063,745,5631,3041,6649,2219,4643,1463,1894,1286,3177,5454,3218,5114,3545
,Total,8976,4315,4613,1174,1487,1427,1447,1399,2041,2661,2874,3440,3098,5878,2005,2962,1812,1367,830,4967,4008,5127,3774,7598,167,713,304,160,5725,3137,1774,1545,8083,710,5517,3117,6466,2379,4458,1404,1781,1273,3373,5279,3367,4995,3624
,I am currently doing this,473,208,263,118,110,92,76,35,43,228,168,77,222,251,76,159,78,87,75,234,239,245,223,349,17,66,28,14,229,239,158,105,406,55,352,115,412,59,333,162,105,66,108,360,109,333,130
,,0.05,0.05,0.06,0.1,0.07,0.06,0.05,0.02,0.02,0.09,0.06,0.02,0.07,0.04,0.04,0.05,0.04,0.06,0.09,0.05,0.06,0.05,0.06,0.05,0.1,0.09,0.09,0.09,0.04,0.08,0.09,0.07,0.05,0.08,0.06,0.04,0.06,0.02,0.07,0.12,0.06,0.05,0.03,0.07,0.03,0.07,0.04
,,,,,bcdefhi,defhi,efi,efi,,,cdefhi,efi,,b,,,a,,acf,abcdfg,a,acf,,a,,a,a,a,,,a,ad,a,,a,b,,b,,cde,acde,e,e,,b,,b,
,I have done this previously but don't anticipate doing it in the future,534,283,250,157,152,95,65,30,35,309,160,65,228,306,110,159,122,103,39,269,264,275,256,376,21,76,30,29,280,247,162,105,461,54,392,129,454,74,404,168,146,90,91,419,110,396,127
