Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,0.33,0.38,0.32,0.46,0.32,0.27,0.42,0.45,0.47,0.2,0.24,0.38,0.31,0.21,0.36,0.21,0.38,0.37,0.34,0.32,0.3,0.25,0.37,0.33,0.28,0.36,0.3,0.33,0.24,0.29,0.35,0.34,0.33,0.34,0.28
,,,bdeijlmo,eijmo,abdefijklmno,eijmo,imo,bdeijlmno,abdeijklmno,abdefijklmno,,i,bdeijlmo,ijmo,,beijlmo,,cdefhi,cdefhi,efi,fi,f,,cdefhi,efi,,bde,d,de,,d,e,e,e,e,
,Slightly more comfortable,4791,331,427,293,347,328,296,349,316,287,304,283,354,331,276,270,674,1049,993,899,631,545,1723,1892,1176,3172,461,271,446,441,1098,3111,680,2432,538
,,0.3,0.33,0.42,0.27,0.31,0.31,0.29,0.31,0.31,0.29,0.3,0.28,0.3,0.31,0.27,0.26,0.26,0.31,0.33,0.33,0.3,0.29,0.29,0.33,0.3,0.33,0.27,0.25,0.28,0.27,0.28,0.32,0.3,0.33,0.28
,,,cikno,acdefghijklmno,,cno,o,,cno,o,,o,,o,o,,,,ag,afgi,abfgi,a,a,a,abefgi,a,bcde,,,,,,ace,,ace,
,About the same,2564,135,185,138,166,172,101,156,82,154,212,166,193,268,180,256,347,523,529,440,340,385,870,969,725,1531,319,140,311,264,591,1578,386,1192,361
,,0.16,0.13,0.18,0.13,0.15,0.16,0.1,0.14,0.08,0.15,0.21,0.16,0.17,0.25,0.18,0.25,0.13,0.15,0.17,0.16,0.16,0.21,0.14,0.17,0.18,0.16,0.18,0.13,0.2,0.16,0.15,0.16,0.17,0.16,0.19
,,,fh,acfgh,fh,fh,cfh,,fh,,fh,acdefghikl,cfh,acfh,abcdefghijkln,acfgh,abcdefghikln,,a,abg,ag,a,abcdegh,,abg,abdg,c,ac,,ace,c,,,,,abd
,Slightly less comfortable,1340,81,48,51,132,150,124,49,89,132,57,76,117,92,33,112,261,284,249,215,171,162,544,463,333,740,165,127,133,174,359,777,195,582,190
,,0.09,0.08,0.05,0.05,0.12,0.14,0.12,0.04,0.09,0.13,0.06,0.07,0.1,0.09,0.03,0.11,0.1,0.08,0.08,0.08,0.08,0.09,0.09,0.08,0.08,0.08,0.1,0.12,0.08,0.11,0.09,0.08,0.08,0.08,0.1
,,,bcgjn,,,abcghjkmn,abcghjklmno,abcghjkmn,,bcgjn,abcghjklmn,n,bcgn,bcgjkn,bcgjn,,abcgjkn,bcdehi,,,,,,h,,,,a,ad,,ad,bd,,,,bd
,Much less comfortable,903,49,19,44,67,92,76,35,45,132,31,45,104,44,22,99,206,206,132,140,121,98,412,272,219,464,125,101,90,123,275,493,151,341,121
,,0.06,0.05,0.02,0.04,0.06,0.09,0.07,0.03,0.04,0.13,0.03,0.04,0.09,0.04,0.02,0.09,0.08,0.06,0.04,0.05,0.06,0.05,0.07,0.05,0.06,0.05,0.07,0.09,0.06,0.08,0.07,0.05,0.07,0.05,0.06
,,,bjn,,bn,bcgjmn,abcdghjkmn,abcghjkmn,,bn,abcdefghjklmno,,bn,abcdghjkmn,bn,,abcdghjkmn,bcdefhi,ch,,,c,,cdfhi,,c,,a,abd,,ad,bd,,bd,,bd
,Don't know,886,26,19,52,35,29,2,24,12,102,166,54,38,111,132,84,117,110,112,151,191,204,227,263,395,300,129,81,227,149,194,487,134,353,182
,,0.06,0.03,0.02,0.05,0.03,0.03,*%,0.02,0.01,0.1,0.16,0.05,0.03,0.1,0.13,0.08,0.05,0.03,0.04,0.06,0.09,0.11,0.04,0.05,0.1,0.03,0.07,0.07,0.14,0.09,0.05,0.05,0.06,0.05,0.09
,,,fh,f,abdefgh,bfh,fh,,f,f,abcdefghkl,abcdefghiklmno,abdefghl,bfh,abcdefghkl,abcdefghiklo,abcdefghkl,b,,,bcg,abcdgh,abcdgh,,bcg,abcdgh,,a,a,abce,a,,,d,,abcd
,NET: More comfortable,10031,718,754,783,707,619,720,845,790,487,544,672,708,552,641,491,1655,2305,2015,1779,1261,1016,3960,3793,2277,6669,987,630,825,921,2438,6430,1438,4992,1078
,,0.64,0.71,0.74,0.73,0.64,0.58,0.7,0.76,0.78,0.48,0.54,0.66,0.61,0.52,0.64,0.47,0.64,0.67,0.66,0.65,0.61,0.54,0.66,0.66,0.58,0.69,0.57,0.58,0.52,0.56,0.63,0.66,0.62,0.67,0.56
,,,deijklmno,deijklmno,deijklmno,eijmo,ijmo,deijklmno,adefijklmno,abcdefijklmno,,io,eijlmo,ijmo,o,eijmo,,efi,aefi,efi,efi,fi,,efi,efi,f,bcde,d,d,,d,e,ace,e,ace,
,NET: Less comfortable,2243,129,67,95,199,241,199,85,135,263,87,121,220,136,55,210,466,490,381,354,292,259,956,735,551,1203,291,229,223,297,634,1270,347,924,310
,,0.14,0.13,0.07,0.09,0.18,0.23,0.2,0.08,0.13,0.26,0.09,0.12,0.19,0.13,0.05,0.2,0.18,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.14,0.12,0.17,0.21,0.14,0.18,0.16,0.13,0.15,0.12,0.16
,,,bcgjn,,bn,abcghjkmn,abcdghjklmn,abcghjkmn,n,bcgjn,abcdfghjklmno,n,bcgjn,abcghjkmn,bcgjn,,abcghjkmn,bcdefghi,ch,,,,,bcdehi,,,,ad,abd,,ad,bd,,bd,,bd
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
