<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,, abdef,,,, cdefhijk, cdefghijkl, dijk,,, jk, dijk, jk,,,, deijk, d,, d,,, d,, de, b,,, a, a,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-54 (d),356,187,169,0,0,0,356,0,0,13,23,39,13,28,14,25,24,49,63,39,27,22,20,13,37,20,19,11,11,230,124,285,26,22,17,6,19,338
,0.17,0.18,0.15,0,0,0,1,0,0,0.22,0.13,0.16,0.15,0.16,0.14,0.13,0.15,0.26,0.22,0.19,0.1,0.14,0.14,0.14,0.31,0.17,0.22,0.15,0.13,0.16,0.17,0.17,0.14,0.15,0.16,0.18,0.13,0.17
,,,,,,, abcef,,, l,, l,,,,,, bcdefghl, bgl, l,,,,, abcegh,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55-64 (e),344,180,163,0,0,0,0,344,0,7,28,29,17,27,20,24,28,43,57,49,15,17,20,19,28,17,8,15,13,212,130,315,15,8,3,3,11,333
,0.16,0.17,0.15,0,0,0,0,1,0,0.11,0.16,0.12,0.2,0.15,0.2,0.13,0.18,0.23,0.19,0.24,0.05,0.1,0.14,0.21,0.24,0.15,0.1,0.19,0.15,0.15,0.18,0.19,0.08,0.06,0.03,0.09,0.07,0.17
,,,,,,,, abcdf,,, l, l, l, l, cl, l, l, acgl, cl, abcegl,,,, af, abf,,, af,,, a, bcd,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65+ (f),507,262,242,0,0,0,0,0,507,6,27,46,28,55,21,39,33,45,99,61,46,29,26,11,22,32,14,11,6,297,210,483,12,6,5,0,5,502
,0.24,0.25,0.22,0,0,0,0,0,1,0.1,0.15,0.19,0.33,0.31,0.21,0.21,0.21,0.24,0.34,0.3,0.17,0.18,0.18,0.12,0.19,0.27,0.16,0.14,0.08,0.21,0.29,0.29,0.06,0.04,0.04,0,0.03,0.25
,,,,,,,,, abcde,,,, abcghl, abcghl,,,, abl, abcfghil, abcl,, h, h,, h, cgh,,,,, a, bcde,,,,,, a
Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Ireland (a),60,28,32,6,9,19,13,7,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,21,52,6,2,0,0,3,57
,0.03,0.03,0.03,0.03,0.02,0.06,0.04,0.02,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.01,0,0,0.02,0.03
,,,,,, bef, f,,, bcdefghijkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scotland (b),180,81,99,10,41,51,23,28,27,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,124,56,158,7,7,8,0,6,175
,0.08,0.08,0.09,0.05,0.11,0.15,0.06,0.08,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0.08,0.09,0.04,0.05,0.08,0,0.04,0.09
,,,,, adf, adef,,,,, acdefghijkl,,,,,,,,,,,,,,,,,, abcdefg,,, b,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-West (c),236,119,116,30,49,43,39,29,46,0,0,236,0,0,0,0,0,0,0,0,0,0,142,0,0,0,87,0,0,158,78,182,21,12,16,4,17,220
,0.11,0.11,0.11,0.14,0.13,0.12,0.11,0.08,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.11,0.11,0.11,0.11,0.09,0.16,0.14,0.11,0.11
,,,, e, e,,,,,,, abdefghijkl,,,,,,,,,,, acdegh,,,, acdegh,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North-East (d),86,44,41,11,10,7,13,17,28,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,28,71,2,10,3,0,1,85
,0.04,0.04,0.04,0.05,0.03,0.02,0.04,0.05,0.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.04,0.01,0.07,0.03,0,0.01,0.04
,,,,,,,, c, bc,,,, abcefghijkl,,,,,,,,,,,,,,,,,,, b,, b,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorkshire & The Humber (e),176,82,94,17,28,22,28,27,55,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,110,66,140,16,11,8,2,14,162
,0.08,0.08,0.09,0.08,0.08,0.06,0.08,0.08,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.09,0.08
,,,,,,,,, c,,,,, abcdfghijkl,,,,,,,,,,,, abcdfgh,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales (f),101,46,55,8,19,18,14,20,21,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,77,0,62,37,88,4,3,3,3,3,98
,0.05,0.04,0.05,0.04,0.05,0.05,0.04,0.06,0.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.05,0.05,0.02,0.02,0.03,0.1,0.02,0.05
,,,,,,,,,,,,,,, abcdeghijkl,,,,,,,,,,,,, abcdefh,,,, b,,,, bc,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Midlands (g),189,84,105,35,29,37,25,24,39,0,0,0,0,0,0,189,0,0,0,0,0,163,0,0,0,0,0,0,0,133,56,116,37,18,12,5,36,153
,0.09,0.08,0.09,0.16,0.08,0.11,0.07,0.07,0.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09,0.08,0.07,0.19,0.13,0.12,0.15,0.24,0.08
,,,, bdef,,,,,,,,,,,, abcdefhijkl,,,,,, bcdefgh,,,,,,,,,,, a, a,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Midlands (h),157,66,90,17,28,27,24,28,33,0,0,0,0,0,0,0,157,0,0,0,0,0,0,93,0,0,0,0,0,93,63,118,19,13,3,4,13,144
,0.07,0.06,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.07,0.09,0.07,0.1,0.09,0.02,0.14,0.09,0.07
,,,,,,,,,,,,,,,,, abcdefgijkl,,,,,,, abdefgh,,,,,,,,, d, d,, d,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-West (i),187,86,100,13,17,20,49,43,45,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,118,0,0,0,0,114,72,168,1,5,11,2,1,186
,0.09,0.08,0.09,0.06,0.05,0.06,0.14,0.13,0.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.08,0.1,0.1,0,0.03,0.1,0.07,0.01,0.09
,,,,,,, abcf, abc, b,,,,,,,,, abcdefghjkl,,,,,,, abcefgh,,,,,,, bc,, b, bc, b,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South-East (j),294,138,157,19,27,30,63,57,99,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,173,119,249,20,17,6,2,10,284
,0.14,0.13,0.14,0.08,0.07,0.08,0.18,0.17,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12,0.17,0.15,0.11,0.12,0.06,0.06,0.07,0.14
,,,,,,, abc, abc, abc,,,,,,,,,, abcdefghikl,,,,,,,,,,,, a, d,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East of England (k),202,119,82,20,14,20,39,49,61,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,132,70,161,12,14,13,1,10,191
,0.09,0.11,0.07,0.09,0.04,0.06,0.11,0.14,0.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.09,0.1,0.1,0.06,0.1,0.12,0.04,0.07,0.1
,, b,, b,,, bc, bc, bc,,,,,,,,,,, abcdefghijl,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London (l),279,143,135,37,95,58,27,15,46,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,230,48,170,48,31,22,7,34,245
,0.13,0.14,0.12,0.17,0.26,0.16,0.08,0.04,0.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16,0.07,0.1,0.25,0.22,0.21,0.23,0.23,0.12
,,,, def, acdef, def,,, e,,,,,,,,,,,, abcdefghijk,,,,,,,,, b,,, a, a, a, a, b,
Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmingham (a),163,69,94,32,28,34,22,17,29,0,0,0,0,0,0,163,0,0,0,0,0,163,0,0,0,0,0,0,0,111,52,94,36,18,10,5,35,128
,0.08,0.07,0.09,0.15,0.08,0.1,0.06,0.05,0.06,0,0,0,0,0,0,0.86,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,0.07,0.06,0.19,0.13,0.1,0.15,0.24,0.06
,,,, bdef,, ef,,,,,,,,,, abcdefhijkl,,,,,, bcdefgh,,,,,,,,,,, ad, a,, a, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manchester (b),142,80,62,21,30,25,20,20,26,0,0,142,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,96,45,99,20,9,11,3,16,126
,0.07,0.08,0.06,0.1,0.08,0.07,0.06,0.06,0.05,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07,0.06,0.06,0.1,0.06,0.1,0.11,0.11,0.06
,,,, f,,,,,,,, abdefghijkl,,,,,,,,,,, acdefgh,,,,,,,,,, a,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nottingham (c),93,38,55,7,20,22,13,19,11,0,0,0,0,0,0,0,93,0,0,0,0,0,0,93,0,0,0,0,0,57,36,71,7,12,1,2,4,89
,0.04,0.04,0.05,0.03,0.06,0.06,0.04,0.06,0.02,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0.05,0.04,0.04,0.09,0.01,0.06,0.02,0.04
,,,,, f, f,, f,,,,,,,,, abcdefgijkl,,,,,,, abdefgh,,,,,,,,,, ad,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol (d),118,51,66,9,10,13,37,28,22,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,118,0,0,0,0,72,44,105,1,3,7,2,1,117
,0.05,0.05,0.06,0.04,0.03,0.04,0.1,0.08,0.04,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,1,0,0,0,0,0.05,0.06,0.06,0,0.02,0.07,0.07,0.01,0.06
,,,,,,, abcf, bcf,,,,,,,,,, abcdefghjkl,,,,,,, abcefgh,,,,,,, bc,,, b, b,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leeds (e),118,57,61,8,25,16,20,17,32,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,75,43,92,12,7,6,2,11,107
,0.06,0.06,0.05,0.04,0.07,0.05,0.06,0.05,0.06,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.05
,,,,,,,,,,,,,, abcdfghijkl,,,,,,,,,,,, abcdfgh,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liverpool (f),87,36,50,9,18,18,19,8,14,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,55,32,75,2,3,6,1,1,86
,0.04,0.03,0.05,0.04,0.05,0.05,0.05,0.02,0.03,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0.04,0.04,0.01,0.02,0.05,0.03,0,0.04
,,,,,,, e,,,,, abdefghijkl,,,,,,,,,,,,,,, abcdegh,,,,, b,,, b,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiff (g),77,34,44,7,18,15,11,15,11,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,51,25,65,4,3,2,3,3,74
,0.04,0.03,0.04,0.03,0.05,0.04,0.03,0.04,0.02,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.04,0.04,0.02,0.02,0.02,0.1,0.02,0.04
,,,,, f,,,,,,,,,, abcdeghijkl,,,,,,,,,,,,, abcdefh,,,,,,,, bcd,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edinburgh (h),83,36,47,5,25,23,11,13,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,64,20,69,3,6,6,0,3,80
,0.04,0.03,0.04,0.02,0.07,0.07,0.03,0.04,0.01,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.03,0.04,0.02,0.04,0.05,0,0.02,0.04
,,,,, adf, adf,, f,,, acdefghijkl,,,,,,,,,,,,,,,,,, abcdefg,,,,,,,,,
SEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC1 (a),1426,727,695,151,283,253,230,212,297,39,124,158,58,110,62,133,93,114,173,132,230,111,96,57,72,75,55,51,64,1426,0,1083,133,110,80,20,98,1327
,0.66,0.7,0.63,0.68,0.78,0.72,0.64,0.62,0.59,0.66,0.69,0.67,0.67,0.63,0.62,0.7,0.6,0.61,0.59,0.66,0.82,0.68,0.68,0.61,0.61,0.64,0.63,0.66,0.76,1,0,0.65,0.69,0.76,0.76,0.66,0.67,0.66
,, b,, f, adef, def,,,,, j,,,,, hj,,,,, abcdefghijk,,,,,,,, cdef, b,,,, a, a,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C2DE (b),714,306,407,70,82,99,124,130,210,21,56,78,28,66,37,56,63,72,119,70,48,52,45,36,44,43,32,25,20,0,714,587,58,33,26,10,49,665
,0.33,0.3,0.37,0.32,0.22,0.28,0.35,0.38,0.41,0.34,0.31,0.33,0.33,0.37,0.37,0.3,0.4,0.39,0.4,0.34,0.17,0.32,0.32,0.39,0.38,0.36,0.37,0.33,0.24,0,1,0.35,0.3,0.23,0.24,0.34,0.33,0.33
,,, a, b,,, b, bc, abc, l, l, l, l, l, l, l, gl, l, bgl, l,,,, h, h, h, h,,,, a, cd,,,,,,
Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White (a),1673,845,824,109,229,252,285,315,483,52,158,182,71,140,88,116,118,168,249,161,170,94,99,71,105,92,75,65,69,1083,587,1673,0,0,0,0,0,1673
,0.78,0.81,0.75,0.49,0.63,0.72,0.8,0.92,0.95,0.87,0.88,0.77,0.82,0.79,0.87,0.62,0.75,0.9,0.85,0.8,0.61,0.58,0.7,0.76,0.89,0.77,0.87,0.84,0.83,0.76,0.82,1,0,0,0,0,0,0.84
,, b,,, a, ab, abc, abcd, abcde, gl, ceghkl, gl, gl, gl, cghl,, gl, ceghkl, cghl, gl,,, a, a, abce, a, ab, ab, ab,, a, bcde,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian (b),193,85,108,41,57,41,26,15,12,6,7,21,2,16,4,37,19,1,20,12,48,36,20,7,1,12,2,4,3,133,58,0,193,0,0,0,148,45
,0.09,0.08,0.1,0.18,0.16,0.12,0.07,0.04,0.02,0.09,0.04,0.09,0.02,0.09,0.04,0.2,0.12,0,0.07,0.06,0.17,0.22,0.14,0.08,0.01,0.1,0.02,0.05,0.04,0.09,0.08,0,1,0,0,0,1,0.02
,,,, cdef, def, def, f,,, i, i, bi,, bi, i, bcdefijk, bdfi,, i, i, bcdefijk, cdefgh, dfgh, d,, df,,,,,,, acde,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black (c),144,54,90,35,41,31,22,8,6,2,7,12,10,11,3,18,13,5,17,14,31,18,9,12,3,7,3,3,6,110,33,0,0,144,0,0,0,144
,0.07,0.05,0.08,0.16,0.11,0.09,0.06,0.02,0.01,0.04,0.04,0.05,0.11,0.06,0.03,0.1,0.08,0.03,0.06,0.07,0.11,0.11,0.06,0.13,0.03,0.06,0.04,0.04,0.07,0.08,0.05,0,0,1,0,0,0,0.07
,,, a, cdef, def, ef, ef,,,,,, bfi,,, bfi, i,,,, bcfij, dfg,, dfg,,,,,, b,,,, abde,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mixed (d),106,46,59,31,29,21,17,3,5,0,8,16,3,8,3,12,3,11,6,13,22,10,11,1,7,6,6,2,6,80,26,0,0,0,106,0,0,106
,0.05,0.04,0.05,0.14,0.08,0.06,0.05,0.01,0.01,0,0.04,0.07,0.04,0.04,0.03,0.07,0.02,0.06,0.02,0.07,0.08,0.06,0.08,0.01,0.06,0.05,0.07,0.03,0.07,0.06,0.04,0,0,0,1,0,0,0.05
,,,, bcdef, ef, ef, ef,,,,, ahj,,,, hj,, hj,, hj, ahj, c, c,,,, c,, c,,,,,, abce,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other (e),30,6,24,7,8,7,6,3,0,0,0,4,0,2,3,5,4,2,2,1,7,5,3,2,2,2,1,3,0,20,10,0,0,0,0,30,0,30
,0.01,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0,0,0,0.02,0,0.01,0.03,0.02,0.03,0.01,0.01,0.01,0.03,0.03,0.02,0.02,0.02,0.02,0.01,0.04,0,0.01,0.01,0,0,0,0,1,0,0.02
,,, a, ef, f, f, f,,,,,,,, bj, b, b,,,, b,,,,,,, h,,,,,,,, abcd,,
Ethnicity - South Asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asian (a),148,62,86,37,44,33,19,11,5,3,6,17,1,14,3,36,13,1,10,10,34,35,16,4,1,11,1,3,3,98,49,0,148,0,0,0,148,0
,0.07,0.06,0.08,0.16,0.12,0.09,0.05,0.03,0.01,0.06,0.03,0.07,0.01,0.08,0.03,0.19,0.08,0,0.03,0.05,0.12,0.21,0.11,0.04,0.01,0.09,0.01,0.04,0.04,0.07,0.07,0,0.77,0,0,0,1,0
,,,, cdef, def, def, f, f,, i,, i,, bdij,, abcdefhijkl, bdij,, i, i, bcdfijk, bcdefgh, cdfgh,,, df,,,,,,, acde,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not South Asian (b),1999,975,1019,187,321,319,338,333,502,57,175,220,85,162,98,153,144,186,284,191,245,128,126,89,117,107,86,74,80,1327,665,1673,45,144,106,30,0,1999
,0.93,0.94,0.92,0.84,0.88,0.91,0.95,0.97,0.99,0.94,0.97,0.93,0.99,0.92,0.97,0.81,0.92,0.99,0.97,0.95,0.88,0.79,0.89,0.96,0.99,0.91,0.99,0.96,0.96,0.93,0.93,1,0.23,1,1,1,0,1
,,,,,, a, abc, abc, abcde, g, eghl, gl, eghl, g, gl,, g, aceghjkl, eghl, gl, g,, a, ab, abe, a, abe, ab, ab,,, b,, b, b, b,, a
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
