Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,defi,acdefhi,defi,,,,cdefhi,ei,,,,,i,,,,,,,,cegikm,,bcd,d,,,,a,,,,,,,,,,a
,Fairly good job,699,356,342,71,123,111,123,105,166,193,234,271,26,55,75,27,55,31,57,45,61,99,72,97,587,211,187,140,156,238,171,32,5,14,18,1,23,144,224,250,186
,,0.31,0.33,0.3,0.29,0.32,0.31,0.31,0.32,0.32,0.3,0.31,0.32,0.39,0.29,0.3,0.3,0.3,0.28,0.3,0.28,0.31,0.32,0.34,0.33,0.31,0.35,0.3,0.31,0.29,0.34,0.31,0.28,0.16,0.38,0.32,0.21,0.41,0.28,0.28,0.33,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,d,d,,,d,,,d,,,a,
,Fairly bad job,749,366,382,83,103,114,145,118,185,187,260,303,25,55,81,34,57,36,75,58,74,83,78,94,634,177,234,143,196,229,189,40,12,15,15,3,22,169,254,277,191
,,0.34,0.34,0.33,0.34,0.27,0.32,0.37,0.36,0.36,0.29,0.34,0.36,0.37,0.29,0.32,0.37,0.31,0.33,0.39,0.37,0.38,0.27,0.37,0.32,0.34,0.29,0.37,0.32,0.36,0.32,0.34,0.36,0.36,0.39,0.26,0.43,0.4,0.33,0.32,0.37,0.32
,,,,,,,,bg,bg,bg,,bg,bg,,,,,,,bj,j,j,,j,,j,,a,,a,,,,,,,,,,,,
,Very bad job,400,211,189,36,54,74,70,68,98,90,144,165,6,30,62,14,33,19,29,31,32,71,36,37,344,108,98,89,102,150,99,19,11,3,12,1,3,85,199,108,86
,,0.18,0.19,0.17,0.15,0.14,0.21,0.18,0.2,0.19,0.14,0.19,0.2,0.09,0.16,0.25,0.15,0.18,0.18,0.15,0.2,0.16,0.23,0.17,0.13,0.18,0.18,0.16,0.2,0.19,0.21,0.18,0.17,0.32,0.07,0.2,0.18,0.06,0.17,0.25,0.14,0.14
,,,,,,,bg,,bg,bg,,bg,bg,,,abdgilm,,,,,l,,aglm,,,l,,,,,eh,h,,bcehi,,h,,,,bc,,
,Don't know,194,58,137,33,37,22,36,26,40,70,58,66,7,34,14,4,22,14,16,10,17,23,8,25,140,36,54,44,59,39,35,10,5,5,7,1,5,62,57,54,68
,,0.09,0.05,0.12,0.13,0.1,0.06,0.09,0.08,0.08,0.11,0.08,0.08,0.11,0.18,0.06,0.05,0.12,0.12,0.08,0.06,0.09,0.08,0.04,0.09,0.07,0.06,0.09,0.1,0.11,0.06,0.06,0.09,0.14,0.12,0.13,0.18,0.09,0.12,0.07,0.07,0.11
,,,,a,cefhi,,,,,,chi,,,,cdghijklm,,,cdhkm,cdkm,,,,,,,,,,a,a,,,,a,,a,,,ab,,,ab
,Sum: Good job,892,454,435,96,192,147,144,119,193,288,291,313,29,70,92,39,70,40,73,59,71,127,86,137,753,287,240,176,183,288,229,43,6,16,24,1,25,190,278,312,248
,,0.4,0.42,0.38,0.39,0.5,0.41,0.36,0.36,0.37,0.45,0.39,0.37,0.43,0.37,0.37,0.43,0.38,0.37,0.38,0.37,0.37,0.42,0.41,0.47,0.4,0.47,0.38,0.39,0.34,0.41,0.41,0.38,0.18,0.42,0.41,0.21,0.45,0.38,0.35,0.42,0.42
,,,,,,acdefhi,,,,,defhi,,,,,,,,,,,,,,bcgim,,bcd,,,,d,d,d,,d,d,,d,d,,a,a
,Sum: Bad job,1149,576,570,119,157,188,216,186,283,277,404,468,31,85,143,48,90,55,104,89,106,154,114,131,978,284,332,231,299,379,288,59,23,17,27,4,26,254,452,384,277
,,0.51,0.53,0.5,0.48,0.41,0.53,0.54,0.56,0.55,0.44,0.54,0.55,0.46,0.45,0.57,0.52,0.5,0.51,0.54,0.56,0.55,0.51,0.55,0.45,0.52,0.47,0.53,0.51,0.55,0.54,0.52,0.53,0.68,0.46,0.46,0.61,0.46,0.5,0.57,0.51,0.47
,,,,,,,bg,bg,abg,bg,,bg,abg,,,bl,,,,l,bl,l,,l,,l,,a,,a,,,,fhi,,,,,,bc,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
