Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.08,0.1,0.07,0.14,0.11,0.08,0.07,0.04,0.06,0.12,0.07,0.05,0.07,0.07,0.08,0.09,0.07,0.06,0.09,0.06,0.12,0.08,0.08,0.1,0.08,0.08,0.06,0.07,0.09,0.07,0.06,0.11,0.07,0.12,0.15,0.17,0.05,0.08,0.08,0.09,0.07,0.08,0.08,0.11,0.03,0.1,0.03,0.12,0.18,0.1,0.07,0.05,0.12,0.02,0.09,0.07
,,,b,,cdefhi,cdefhi,ei,e,,,cdefhi,ei,,,,,,,,fh,,abcefgh,,,bcdeg,d,,,,dg,,,a,,a,a,ae,,,,,,,,b,,b,,de,acde,de,e,,b,,b,
,Fairly well,2124,1089,1028,266,343,332,323,326,534,609,655,860,284,72,211,206,186,230,374,243,318,539,1585,597,733,419,267,108,1330,794,1157,952,1755,42,193,92,35,1502,603,296,295,1933,144,1571,496,1719,385,1178,410,444,324,709,1510,564,1223,856
,,0.34,0.36,0.32,0.32,0.33,0.33,0.32,0.34,0.38,0.33,0.33,0.36,0.35,0.25,0.34,0.32,0.34,0.36,0.36,0.35,0.33,0.25,0.39,0.42,0.35,0.34,0.29,0.2,0.38,0.29,0.32,0.36,0.34,0.32,0.35,0.38,0.27,0.38,0.28,0.24,0.28,0.34,0.3,0.41,0.23,0.38,0.23,0.38,0.42,0.36,0.36,0.3,0.42,0.24,0.35,0.34
,,,b,,,,,,,abcdegh,,,dgh,b,,b,b,b,b,b,b,b,,a,bcdefg,deg,deg,e,,bcdeg,e,,a,,,,,,bcd,c,,,b,,b,,b,,e,acde,e,e,,b,,,
,Not very well,2211,1016,1178,288,383,394,348,336,461,672,743,797,282,121,214,225,195,228,362,272,311,851,1360,436,733,462,362,218,1169,1042,1301,888,1811,44,203,75,71,1362,809,486,377,1978,196,1249,885,1545,623,1114,282,469,363,808,1157,994,1284,856
,,0.35,0.34,0.37,0.35,0.37,0.39,0.35,0.35,0.33,0.36,0.37,0.34,0.35,0.41,0.35,0.35,0.36,0.36,0.35,0.39,0.32,0.39,0.33,0.31,0.35,0.37,0.39,0.39,0.33,0.38,0.36,0.34,0.35,0.33,0.36,0.31,0.55,0.34,0.38,0.4,0.35,0.35,0.4,0.33,0.4,0.35,0.37,0.36,0.29,0.38,0.4,0.34,0.32,0.42,0.37,0.34
,,,,a,,f,defi,,,,,fi,,,ai,,,,,,i,,b,,,a,af,af,af,a,abf,,,,,,,abcd,,a,ad,,,a,,a,,a,b,,be,abe,b,,a,b,
,Not at all well,772,342,424,91,134,118,166,125,139,225,284,264,121,47,71,105,59,77,106,61,125,397,375,140,233,143,139,116,373,399,471,297,682,17,37,20,12,407,354,216,188,679,69,302,449,432,329,294,72,133,90,381,262,484,411,321
,,0.12,0.11,0.13,0.11,0.13,0.12,0.16,0.13,0.1,0.12,0.14,0.11,0.15,0.16,0.12,0.16,0.11,0.12,0.1,0.09,0.13,0.18,0.09,0.1,0.11,0.12,0.15,0.21,0.11,0.15,0.13,0.11,0.13,0.13,0.07,0.08,0.09,0.1,0.16,0.18,0.18,0.12,0.14,0.08,0.2,0.1,0.2,0.09,0.07,0.11,0.1,0.16,0.07,0.2,0.12,0.13
,,,,a,,f,,abcefgi,f,,,acfi,,egh,egh,,cefgh,,h,,,h,b,,,,,abcf,abcdfg,,abcf,b,,cd,cd,,,,,a,a,a,,,,a,,a,b,,b,b,abcd,,a,,
,Don't know,625,261,362,64,64,80,101,131,187,127,180,317,69,32,68,53,64,65,94,79,100,194,431,109,214,119,109,74,322,302,429,185,542,12,42,15,6,393,224,110,132,576,38,258,296,319,284,164,44,63,57,335,261,276,242,286
,,0.1,0.09,0.11,0.08,0.06,0.08,0.1,0.14,0.13,0.07,0.09,0.13,0.09,0.11,0.11,0.08,0.12,0.1,0.09,0.11,0.1,0.09,0.11,0.08,0.1,0.1,0.12,0.13,0.09,0.11,0.12,0.07,0.11,0.09,0.07,0.06,0.04,0.1,0.1,0.09,0.12,0.1,0.08,0.07,0.13,0.07,0.17,0.05,0.04,0.05,0.06,0.14,0.07,0.12,0.07,0.11
,,,,a,,,,bg,abcdgh,abcdgh,,bg,abcdgh,,,,,ad,,,d,,,,,a,,af,acf,a,af,b,,cd,,,,,,,,ac,,,,a,,a,,,,,abcd,,a,,a
,NET: Well,2633,1389,1237,380,460,412,392,369,620,840,804,989,344,93,258,264,223,270,465,286,430,715,1919,741,906,518,322,145,1648,986,1378,1239,2118,58,276,133,41,1842,770,405,369,2389,184,1997,568,2180,433,1537,582,565,390,821,1957,623,1549,1032
,,0.42,0.46,0.39,0.46,0.44,0.41,0.39,0.38,0.44,0.45,0.4,0.42,0.42,0.32,0.42,0.41,0.41,0.42,0.45,0.41,0.45,0.33,0.47,0.52,0.43,0.42,0.35,0.26,0.47,0.36,0.39,0.47,0.41,0.44,0.5,0.55,0.32,0.46,0.36,0.33,0.35,0.42,0.38,0.52,0.26,0.49,0.26,0.49,0.59,0.46,0.43,0.35,0.54,0.26,0.44,0.41
,,,b,,cdehi,deh,,,,deh,cdehi,,,b,,b,b,b,b,b,b,b,,a,bcdefg,deg,deg,e,,bcdeg,e,,a,,,ae,abe,,bcd,,,,b,,b,,b,,cde,acde,e,e,,b,,b,
,NET: Not well,2983,1357,1603,379,517,512,514,461,599,896,1026,1060,403,168,285,330,255,305,467,332,436,1248,1735,576,966,605,502,334,1542,1440,1772,1186,2493,61,240,95,83,1769,1163,701,565,2658,265,1551,1334,1977,952,1408,354,601,453,1190,1418,1478,1696,1177
,,0.48,0.45,0.5,0.46,0.5,0.51,0.51,0.48,0.43,0.48,0.51,0.45,0.49,0.57,0.47,0.51,0.47,0.48,0.46,0.48,0.45,0.58,0.42,0.4,0.46,0.49,0.54,0.6,0.44,0.53,0.5,0.45,0.48,0.47,0.43,0.39,0.64,0.44,0.54,0.58,0.53,0.47,0.54,0.41,0.61,0.44,0.57,0.45,0.36,0.49,0.5,0.51,0.39,0.62,0.49,0.47
,,,,a,,fi,afi,afi,f,,fi,afi,,,acefghi,,gi,,,,,,b,,,a,af,abcf,abcdfg,a,abcf,b,,cd,,,,abcd,,a,abd,a,,a,,a,,a,b,,ab,ab,ab,,a,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
