Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,Don't know,129,37,92,21,22,28,20,15,22,43,48,37,2,12,9,3,10,10,15,11,14,18,9,16,105,29,44,18,38,25,25,5,1,1,3,1,1,42,30,31,56
,,0.06,0.03,0.08,0.09,0.06,0.08,0.05,0.05,0.04,0.07,0.06,0.04,0.03,0.07,0.04,0.03,0.06,0.09,0.08,0.07,0.07,0.06,0.04,0.06,0.06,0.05,0.07,0.04,0.07,0.03,0.05,0.05,0.03,0.02,0.05,0.12,0.02,0.08,0.04,0.04,0.09
,,,,a,efi,,fi,,,,i,,,,,,,,c,,,,,,,,,,,c,,,,,,,,,ab,,,ab
,Sum: Good job,797,406,388,118,199,147,126,79,127,317,273,206,18,74,81,36,65,36,56,49,70,108,62,141,668,246,215,190,143,224,209,40,3,15,23,1,17,195,235,246,264
,,0.36,0.37,0.34,0.47,0.52,0.41,0.32,0.24,0.25,0.5,0.36,0.24,0.27,0.39,0.32,0.4,0.36,0.33,0.29,0.31,0.36,0.36,0.3,0.48,0.36,0.4,0.34,0.42,0.26,0.32,0.38,0.36,0.08,0.4,0.4,0.12,0.31,0.39,0.3,0.33,0.45
,,,,,defhi,cdefhi,defi,efi,,,cdefhi,efi,,,g,,,,,,,,,,acefghijkm,g,bd,d,bd,,d,ad,d,,d,d,,d,ad,,,ab
,Sum: Bad job,1310,646,662,109,165,183,249,237,367,274,432,603,47,102,160,52,107,63,122,99,108,177,137,136,1098,333,367,244,360,458,318,67,31,22,32,5,38,269,522,473,272
,,0.59,0.59,0.58,0.44,0.43,0.51,0.63,0.71,0.71,0.43,0.57,0.71,0.7,0.54,0.64,0.57,0.59,0.58,0.63,0.63,0.56,0.58,0.66,0.46,0.59,0.55,0.59,0.54,0.67,0.65,0.58,0.6,0.89,0.58,0.55,0.75,0.67,0.53,0.66,0.63,0.46
,,,,,,,bg,abcg,abcdgh,abcdgh,,abg,abcdgh,bl,,bl,,l,l,l,l,l,l,bl,,l,,,,abc,bi,,,abcefhi,,,,,,c,c,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
