Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,10,193,94,99,20,32,28,36,29,48,52,64,77,23,6,14,15,19,20,45,23,30,53,140,48,64,38,25,18,112,81,104,89,162,5,16,5,4,130,61,29,30,181,12,114,74,139,52,83,31,32,21,73,116,71,109,79
,,0.03,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03
,,,,,,,,,,,,,,,,,,,,cd,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,157,69,84,24,20,26,29,24,34,44,55,57,25,7,17,17,10,18,30,15,18,49,107,49,40,32,16,19,90,67,89,68,141,1,5,5,3,85,71,44,36,137,15,93,60,108,47,65,20,33,12,70,92,62,97,52
,,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.03,0.03,0.03,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,bd,,,,,,,,,c,,,,,,a,a,a,,,,,,,,,d,,ad,,,,
,12,81,36,45,7,24,16,8,10,16,31,24,26,13,3,11,7,4,6,17,11,9,27,54,21,27,9,15,9,48,33,44,36,76,*,5,0,0,38,39,21,18,69,10,43,35,60,18,35,9,15,10,32,49,26,57,18
,,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,*%,0.01,0,0,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01
,,,,,,adefhi,,,,,d,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,a,a,a,,,,,,,,,,,,,,b,
,NET: Rank 1,389,184,201,66,61,62,54,57,89,127,115,147,47,23,50,48,37,37,43,45,59,154,235,83,131,83,67,25,214,175,224,163,305,8,48,15,9,258,127,66,59,347,33,222,153,272,112,191,61,64,66,163,207,169,201,172
,,0.06,0.06,0.06,0.08,0.06,0.06,0.05,0.06,0.06,0.07,0.06,0.06,0.06,0.08,0.08,0.07,0.07,0.06,0.04,0.06,0.06,0.07,0.06,0.06,0.06,0.07,0.07,0.04,0.06,0.06,0.06,0.06,0.06,0.06,0.09,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.06,0.07,0.06,0.06,0.05,0.07,0.07,0.06,0.07,0.06,0.07
,,,,,dh,,,,,,,,,,g,g,g,g,,,g,,b,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,c,c,,a,,
,NET: Rank 1-3,1242,636,593,169,188,179,196,208,303,356,375,511,155,80,141,145,129,135,166,135,157,463,779,254,415,272,196,106,669,573,701,532,1023,27,116,52,15,807,425,216,229,1103,114,752,453,892,335,606,196,239,171,501,699,502,680,519
,,0.2,0.21,0.19,0.21,0.18,0.18,0.19,0.22,0.22,0.19,0.19,0.22,0.19,0.27,0.23,0.22,0.24,0.21,0.16,0.19,0.16,0.21,0.19,0.18,0.2,0.22,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.21,0.21,0.22,0.12,0.2,0.2,0.18,0.22,0.2,0.23,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.21,0.19,0.21,0.19,0.21
,,,b,,,,,,bch,bc,,,bch,,afghi,gi,gi,agi,gi,,,,b,,,,af,,,,a,,,,,,,,,,,c,,a,,,,,,,,,,,,,
,NET: Rank 1-5,1953,983,954,267,313,296,297,316,466,580,592,781,242,109,214,223,189,213,284,216,264,748,1206,421,657,406,296,173,1079,875,1118,822,1598,44,192,89,21,1257,673,368,349,1743,172,1170,715,1400,530,931,282,380,269,777,1111,775,1084,805
,,0.31,0.33,0.3,0.32,0.3,0.29,0.29,0.33,0.33,0.31,0.29,0.33,0.3,0.37,0.35,0.34,0.35,0.33,0.28,0.31,0.27,0.35,0.3,0.3,0.32,0.33,0.32,0.31,0.31,0.32,0.31,0.31,0.31,0.33,0.34,0.37,0.16,0.31,0.31,0.3,0.33,0.31,0.35,0.31,0.33,0.31,0.32,0.3,0.29,0.31,0.3,0.33,0.31,0.33,0.31,0.32
,,,b,,,,,,h,h,,,ch,,agi,agi,agi,agi,gi,,,,b,,,,,,,,,,,e,e,e,ae,,,,,,,a,,,,,,,,,ab,,,,
,NET: Rank 1-12,3454,1612,1816,463,579,518,531,548,816,1042,1049,1364,446,174,361,365,312,367,543,380,505,1216,2238,757,1166,708,510,313,1924,1530,1981,1451,2880,72,295,134,58,2151,1257,694,636,3089,304,2050,1286,2463,952,1640,516,661,463,1367,1981,1360,1980,1355
,,0.55,0.54,0.57,0.56,0.56,0.52,0.53,0.57,0.58,0.56,0.52,0.58,0.55,0.59,0.59,0.56,0.58,0.57,0.53,0.55,0.52,0.56,0.55,0.53,0.56,0.57,0.55,0.56,0.55,0.56,0.55,0.56,0.56,0.55,0.53,0.55,0.45,0.54,0.58,0.57,0.6,0.55,0.63,0.54,0.59,0.55,0.57,0.53,0.53,0.54,0.51,0.58,0.54,0.57,0.57,0.54
,,,,a,c,c,,,ch,cdh,ch,,cdh,,i,gi,,i,i,,,,,,,,a,,,,,,,,,,,,,a,a,a,,a,,a,,,,,,,abcd,,a,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
