Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,2,215,103,110,44,56,46,32,16,21,100,78,37,22,10,21,19,15,15,48,19,47,86,129,66,56,53,34,6,122,93,98,116,142,12,26,26,9,132,81,50,33,193,20,174,40,197,18,215,64,97,54,0,164,51,137,78
,,0.07,0.07,0.07,0.08,0.09,0.08,0.07,0.04,0.04,0.08,0.08,0.04,0.06,0.08,0.07,0.05,0.06,0.05,0.09,0.06,0.08,0.08,0.06,0.08,0.05,0.08,0.09,0.03,0.07,0.08,0.07,0.07,0.06,0.13,0.07,0.14,0.09,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.06,0.07,0.05,0.07,0.07,0.08,0.06,0,0.07,0.07,0.07,0.08
,,,,,efi,efi,efi,efi,,,efi,efi,,,,,,,,,,,,,be,,be,be,,,be,,,,ac,,ac,,,,,,,,,,,,,,,,,,,,
,3,121,65,55,28,37,18,15,7,16,65,33,23,14,3,8,15,10,8,19,11,34,44,77,39,38,32,7,5,77,44,40,81,71,5,26,11,9,74,46,33,22,105,16,102,18,109,10,121,42,47,33,0,96,25,82,37
,,0.04,0.04,0.04,0.05,0.06,0.03,0.03,0.02,0.03,0.05,0.03,0.03,0.04,0.02,0.03,0.04,0.04,0.03,0.03,0.03,0.06,0.04,0.04,0.05,0.04,0.05,0.02,0.02,0.04,0.04,0.03,0.05,0.03,0.05,0.07,0.06,0.09,0.04,0.04,0.05,0.04,0.04,0.06,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0,0.04,0.03,0.04,0.04
,,,,,ei,cehi,,,,,cehi,,,,,,,,,,,cf,,,d,,d,,,d,,,a,,,a,a,,,,,,,,,,,,,,,,,,,,
,4,66,29,37,20,20,13,3,4,6,40,17,10,8,4,5,11,4,6,5,7,16,28,39,17,23,7,18,2,40,26,26,41,40,4,17,4,0,38,27,20,12,54,8,50,15,57,7,66,20,22,25,0,49,15,41,24
,,0.02,0.02,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.02,0.01,0.05,0.01,0.02,0.02,0.02,0.03,0.02,0.05,0.04,0.02,0,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0,0.02,0.02,0.02,0.02
,,,,,defhi,dei,di,,,,defhi,,,,,,g,,,,,g,,,,,,abcefg,,,,,,,a,a,,,,,,,,,,,,,,,,,,,,,
,5,45,24,20,12,12,10,4,4,3,25,14,7,2,1,6,5,8,2,6,7,8,17,28,14,11,13,4,3,24,21,19,26,34,1,3,6,0,28,17,11,10,38,6,33,12,39,6,45,7,20,18,0,29,15,36,9
,,0.01,0.02,0.01,0.02,0.02,0.02,0.01,0.01,*%,0.02,0.01,0.01,*%,0.01,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0,0.01,0.02,0.02,0.01
,,,,,fi,i,i,,,,fi,,,,,a,,afg,,,a,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,b,b,,,,b,
,6,42,24,18,8,13,6,5,4,6,21,11,9,10,2,2,6,4,1,6,2,10,16,26,18,7,9,4,4,25,17,18,23,27,1,6,4,3,22,20,15,9,32,9,35,6,40,1,42,19,14,9,0,33,7,30,11
,,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.02,*%,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.01,0.03,0.01,0.01,0.01,*%,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01
,,,,,,,,,,,,,,fh,,,,,,,,,,,b,,,,,,,,,,,,,,,,a,,,a,,,,,,,,,,,,,
,7,38,17,21,12,10,4,3,2,6,23,7,8,7,0,4,5,2,2,3,4,10,15,23,12,9,7,5,3,22,16,18,19,22,2,7,3,3,18,19,12,6,33,3,31,4,33,3,38,16,11,11,0,35,2,27,9
,,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0,0.02,*%,0.01,0.01
,,,,,ceh,,,,,,eh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,,,,,,,,,,,,,b,,,
,8,40,20,19,14,8,7,3,6,2,22,11,8,3,2,1,6,4,4,5,7,9,15,25,12,15,11,0,3,27,14,20,20,24,1,7,2,6,20,19,11,8,36,2,35,6,40,0,40,11,20,10,0,33,7,34,5
,,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.02,*%,0.02,0.01,0.01,0.01,0.01,*%,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.06,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.02,0.01,0,0.01,0.01,0.02,0.01
,,,,,dfhi,,,,,,f,,,,,,,c,,,c,,,,d,d,d,,d,d,,,,,,,,ad,,,,,,,,,b,,,,,,,,,b,
,9,39,24,16,16,7,4,2,4,7,23,6,11,4,3,3,5,1,4,6,*,13,16,23,14,16,8,1,1,30,10,12,27,24,1,8,*,6,26,13,13,1,36,4,35,5,33,6,39,21,11,8,0,34,5,27,13
,,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,*%,0.01,0.01,*%,0.02,0.01,0.01,0.02,0.02,0.01,*%,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,*%,0.06,0.01,0.01,0.02,*%,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01
,,,,,bcdehi,,,,,,ch,,,,h,,,,,,,h,,,,,,,,,,,a,,,d,,ad,d,,d,,,,,,,,,acd,,,,,,,
,10,27,19,8,4,7,6,3,5,1,11,9,7,2,0,3,7,1,1,7,4,3,12,15,7,9,8,3,0,17,10,10,17,20,*,5,2,0,19,6,4,2,25,2,20,6,24,3,27,8,12,7,0,25,2,20,7
,,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0.01,*%,0,0.01,0.02,*%,*%,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0,0.01,0.01,0.01,*%,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,*%,0.01,0.01
,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,
,NET: Rank 1,307,124,182,65,91,69,39,19,24,156,108,43,23,10,23,30,27,31,64,35,66,108,200,94,110,57,27,19,204,103,128,180,214,11,42,28,9,213,92,61,37,274,29,221,80,268,40,307,100,132,74,0,226,75,197,107
,,0.1,0.08,0.12,0.11,0.14,0.13,0.09,0.05,0.05,0.13,0.11,0.05,0.06,0.08,0.08,0.08,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.09,0.07,0.09,0.11,0.08,0.08,0.11,0.09,0.12,0.11,0.15,0.09,0.11,0.08,0.09,0.07,0.1,0.11,0.09,0.12,0.1,0.11,0.1,0.1,0.11,0.08,0,0.1,0.1,0.1,0.1
,,,,a,efi,defi,efi,efi,,,defi,efi,,,,,,a,a,a,a,a,,,dg,,,,,dg,,,a,,,,a,,bd,,,,,,,,,,,,,,,,,,
,NET: Rank 1-3,644,291,347,137,184,133,86,42,61,321,219,104,58,23,52,64,51,54,130,65,147,237,406,199,204,142,68,30,403,240,266,377,427,28,95,65,27,419,219,143,91,572,64,497,139,574,68,644,206,276,161,0,486,150,416,223
,,0.21,0.19,0.22,0.24,0.28,0.25,0.2,0.11,0.12,0.26,0.22,0.11,0.16,0.18,0.18,0.18,0.21,0.19,0.24,0.2,0.25,0.21,0.2,0.24,0.2,0.22,0.18,0.15,0.22,0.19,0.18,0.24,0.18,0.3,0.24,0.34,0.27,0.21,0.2,0.22,0.18,0.21,0.24,0.21,0.2,0.21,0.18,0.21,0.21,0.22,0.18,0,0.21,0.2,0.21,0.22
,,,,,efi,defhi,efi,efi,,,defhi,efi,,,,,,,,acd,,acdf,,,bdeg,,e,,,e,,,a,,a,a,ac,,,,,,,,,,,,,,d,,,,,,
,NET: Rank 1-5,755,344,404,169,216,156,93,51,70,385,249,121,68,28,63,80,62,62,141,79,171,282,473,230,238,162,90,35,468,287,311,443,501,33,115,75,27,484,264,175,114,664,79,580,165,669,81,755,233,318,204,0,565,180,493,255
,,0.24,0.23,0.26,0.3,0.33,0.29,0.21,0.13,0.13,0.32,0.26,0.13,0.18,0.22,0.22,0.23,0.26,0.21,0.26,0.24,0.3,0.25,0.24,0.27,0.23,0.25,0.23,0.17,0.25,0.23,0.21,0.28,0.22,0.35,0.29,0.39,0.27,0.24,0.24,0.27,0.23,0.24,0.3,0.24,0.24,0.25,0.22,0.24,0.24,0.26,0.23,0,0.25,0.24,0.25,0.25
,,,,,defi,defhi,defi,efi,,,defhi,efi,,,,,,a,,a,,acdf,,,beg,,e,,,e,,,a,,a,a,ac,,,,,,,a,,,,,,,,,,,,,
,NET: Rank 1-10,941,448,485,224,260,184,110,72,92,485,293,163,93,34,76,108,74,74,168,97,217,357,584,293,295,205,103,46,588,354,391,550,617,39,148,86,46,590,342,230,140,826,99,736,192,841,94,941,308,386,248,0,726,204,631,301
,,0.3,0.3,0.31,0.39,0.4,0.34,0.25,0.19,0.17,0.4,0.3,0.18,0.25,0.27,0.26,0.31,0.31,0.26,0.31,0.3,0.38,0.32,0.29,0.35,0.29,0.32,0.27,0.22,0.31,0.29,0.26,0.35,0.27,0.42,0.38,0.45,0.46,0.3,0.31,0.36,0.28,0.3,0.37,0.31,0.28,0.31,0.26,0.3,0.31,0.31,0.28,0,0.32,0.27,0.31,0.29
,,,,,defhi,cdefhi,defi,efi,,,cdefhi,efi,,,,,,,,,,abcdfgh,,,bdefg,,e,,,e,,,a,,a,a,a,a,,,ad,,,a,,,b,,,,,,,b,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
