Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.24,0.26,0.23,0.14,0.19,0.21,0.23,0.28,0.31,0.17,0.22,0.3,0.16,0.29,0.25,0.18,0.23,0.23,0.23,0.37,0.22,0.26,0.25,0.18,0.24,0.2,0.22,0.3,0.27,0.18,0.3,0.33,0.56,0.33,0.41,0.4,0.31,0.22,0.25,0.28,0.21
,,,,,,,a,ag,abcgh,abcdgh,,ag,abcdgh,,dl,,,,,,acdefgijklm,,l,,,l,,,ab,a,,ai,ai,abcehi,a,ai,,,,,c,
,"I'd still vote for the party that was responsible, but would feel more negatively towards them",462,230,231,50,88,83,77,65,99,138,160,164,13,43,51,22,33,17,31,30,40,65,54,63,389,158,116,84,105,172,123,19,3,6,11,*,5,86,146,177,111
,,0.22,0.23,0.22,0.22,0.25,0.25,0.21,0.21,0.21,0.23,0.23,0.21,0.21,0.24,0.22,0.26,0.19,0.17,0.17,0.2,0.22,0.23,0.28,0.23,0.22,0.28,0.2,0.2,0.2,0.27,0.24,0.16,0.12,0.16,0.18,0.06,0.1,0.18,0.21,0.25,0.21
,,,,,,,,,,,,,,,,,,,,,,,,fg,,,bcd,,,,cdhi,,,,,,,,,,,
,"I'd still vote for the party that was responsible, and my view of them wouldn't change",465,255,210,56,77,80,91,57,104,133,171,160,12,32,53,17,41,22,49,34,35,67,43,60,398,140,135,95,94,182,103,31,2,7,7,0,10,94,179,155,110
,,0.22,0.25,0.2,0.24,0.21,0.24,0.25,0.18,0.22,0.23,0.25,0.2,0.19,0.18,0.22,0.2,0.24,0.21,0.27,0.23,0.19,0.24,0.22,0.22,0.23,0.24,0.23,0.22,0.18,0.29,0.2,0.27,0.08,0.19,0.11,0,0.2,0.2,0.25,0.22,0.21
,,,b,,,,,e,,,,e,,,,,,,,,,,,,,,d,d,,,bdfi,,df,,,,,,,,,
,"I'd still vote for the party that was responsible, and would feel more positively towards them",123,67,56,25,26,19,22,16,14,51,41,31,6,10,8,5,10,5,8,2,5,19,7,38,102,33,42,22,26,34,24,8,*,3,7,0,5,34,37,33,42
,,0.06,0.07,0.05,0.11,0.07,0.06,0.06,0.05,0.03,0.09,0.06,0.04,0.1,0.06,0.03,0.05,0.06,0.05,0.04,0.01,0.03,0.07,0.03,0.14,0.06,0.06,0.07,0.05,0.05,0.05,0.05,0.07,0.02,0.09,0.11,0,0.11,0.07,0.05,0.05,0.08
,,,,,cdefhi,fi,,f,,,efi,f,,h,h,,,h,,,,,h,,bcdefghijkm,h,,,,,,,,,,,,,,,,b
,Don't know,540,206,327,68,99,81,94,84,114,167,175,198,21,40,65,26,47,34,52,28,61,59,42,64,444,125,165,100,151,126,115,19,6,9,12,4,14,148,171,151,158
,,0.26,0.2,0.31,0.3,0.28,0.24,0.26,0.27,0.24,0.28,0.25,0.25,0.34,0.23,0.28,0.3,0.28,0.34,0.28,0.19,0.34,0.21,0.21,0.23,0.25,0.22,0.28,0.23,0.3,0.2,0.22,0.16,0.22,0.24,0.19,0.54,0.28,0.32,0.24,0.21,0.3
,,,,a,,,,,,,,,,hj,,h,h,h,bhjklm,hj,,bhjklm,,,,,,a,,ac,,,,,,,,,abc,,,ab
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
