Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5b_10. Accessing inappropriate content online: To what extent do you feel equipped, if at all, to help your child/chilren aged 6 - 11, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,*d,e,*f,g,h,i,j,k,l,a,b,a,*b,*c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,455,165,455,171,349,328,132,322,1,203,251,13,38,48,19,43,17,41,34,37,51,46,68,261,194,382,19,21,31,2,73,247,197,444,11,50,124,274
,Total,455,164,455,172,350,328,130,324,1,216,238,15,37,49,19,41,17,40,37,35,50,46,69,260,195,382,19,21,31,2,73,235,209,444,11,52,124,272
,Very equipped (5.0),86,32,86,37,68,64,26,60,0,49,37,2,4,10,6,9,3,5,9,7,9,7,16,50,36,69,3,2,12,0,17,38,48,86,0,13,25,47
,,0.19,0.2,0.19,0.21,0.19,0.2,0.2,0.19,0,0.23,0.16,0.15,0.1,0.21,0.31,0.21,0.18,0.13,0.24,0.19,0.18,0.15,0.23,0.19,0.19,0.18,0.16,0.1,0.39,0,0.24,0.16,0.23,0.19,0,0.26,0.2,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,
,Somewhat equipped (4.0),223,70,223,84,175,162,56,166,1,107,115,8,20,25,8,18,11,20,16,21,26,22,29,135,88,189,6,12,15,1,34,115,105,220,3,23,62,135
