<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
Bristol,118,51,66,9,10,13,37,28,22,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,118,0,0,0,0,72,44,105,1,3,7,2,1,117
,0.05,0.05,0.06,0.04,0.03,0.04,0.1,0.08,0.04,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,1,0,0,0,0,0.05,0.06,0.06,0,0.02,0.07,0.07,0.01,0.06
,,,,,,, abcf, bcf,,,,,,,,,, abcdefghjkl,,,,,,, abcefgh,,,,,,, bc,,, b, b,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiff,77,34,44,7,18,15,11,15,11,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,51,25,65,4,3,2,3,3,74
,0.04,0.03,0.04,0.03,0.05,0.04,0.03,0.04,0.02,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.04,0.04,0.04,0.02,0.02,0.02,0.1,0.02,0.04
,,,,, f,,,,,,,,,, abcdeghijkl,,,,,,,,,,,,, abcdefh,,,,,,,, bcd,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nottingham,93,38,55,7,20,22,13,19,11,0,0,0,0,0,0,0,93,0,0,0,0,0,0,93,0,0,0,0,0,57,36,71,7,12,1,2,4,89
,0.04,0.04,0.05,0.03,0.06,0.06,0.04,0.06,0.02,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0.05,0.04,0.04,0.09,0.01,0.06,0.02,0.04
,,,,, f, f,, f,,,,,,,,, abcdefgijkl,,,,,,, abdefgh,,,,,,,,,, ad,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leicester,49,22,26,8,7,5,7,7,15,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,28,21,36,10,1,1,2,9,40
,0.02,0.02,0.02,0.04,0.02,0.01,0.02,0.02,0.03,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.02,0.05,0.01,0.01,0.06,0.06,0.02
,,,,,,,,,,,,,,,,, abcdefgijkl,,,,,,,,,,,,,,,, ac,,, c, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newcastle upon Tyne,72,37,35,11,9,5,13,16,19,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,58,2,8,3,0,1,71
,0.03,0.04,0.03,0.05,0.02,0.01,0.04,0.05,0.04,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.01,0.06,0.03,0,0.01,0.04
,,,, c,,,, c,,,,, abcefghijkl,,,,,,,,,,,,,,,,,,,,, b,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brighton,140,61,79,7,13,16,28,30,46,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,83,57,123,5,10,2,0,3,137
,0.07,0.06,0.07,0.03,0.04,0.05,0.08,0.09,0.09,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.06,0.08,0.07,0.03,0.07,0.02,0,0.02,0.07
,,,,,,, ab, abc, abc,,,,,,,,,, abcdefghikl,,,,,,,,,,,,, bd,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plymouth,57,30,27,3,7,8,7,15,17,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,36,21,52,0,2,3,0,0,57
,0.03,0.03,0.02,0.01,0.02,0.02,0.02,0.04,0.03,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0,0.01,0.03,0,0,0.03
,,,,,,,, ab,,,,,,,,,, abcdefghjkl,,,,,,,,,,,,,, b,,, b,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford,88,40,48,8,11,10,21,18,21,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,54,34,66,12,4,4,2,5,83
,0.04,0.04,0.04,0.04,0.03,0.03,0.06,0.05,0.04,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.04,0.05,0.04,0.06,0.03,0.04,0.06,0.03,0.04
,,,,,,, b,,,,,,,,,,,, abcdefghikl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,105,70,34,9,10,12,21,22,31,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,73,32,84,7,11,4,0,5,100
,0.05,0.07,0.03,0.04,0.03,0.03,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.05,0.04,0.05,0.03,0.07,0.04,0,0.04,0.05
,, b,,,,, b, b, b,,,,,,,,,,, abcdefghijl,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belfast,54,26,29,6,8,19,12,5,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,19,47,6,2,0,0,3,51
,0.03,0.02,0.03,0.03,0.02,0.06,0.03,0.02,0.01,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.01,0,0,0.02,0.03
,,,, f,, bef, f,,, bcdefghijkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stoke-on-Trent,14,8,6,2,1,1,1,4,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,1,0,1,0,1,13
,0.01,0.01,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01,0.01
,,,,,,,,,,,,,,,, abcdefhijkl,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other-Specify,216,107,107,14,10,19,38,32,102,6,9,8,14,9,23,12,15,12,66,42,0,0,0,0,0,0,0,0,0,127,85,190,9,8,6,2,7,209
,0.1,0.1,0.1,0.06,0.03,0.05,0.11,0.09,0.2,0.1,0.05,0.03,0.16,0.05,0.23,0.06,0.09,0.07,0.22,0.21,0,0,0,0,0,0,0,0,0,0.09,0.12,0.11,0.05,0.05,0.06,0.07,0.05,0.1
,,,, b,,, bc, bc, abcde, cl, l, l, bcegil, l, abceghil, l, cl, l, abceghil, bceghil,,,,,,,,,,, a, bc,,,,,, a
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
