Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6a_18. Educational attainment/exams: Which of the following, if any, are you concerned about on behalf of your child/children aged 12 - 17?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,1024,161,389,1024,747,693,123,887,14,522,501,28,60,141,56,87,40,98,80,77,131,77,149,540,484,882,33,56,45,7,137,495,513,1008,16,125,286,597
,Total,1032,161,394,1032,754,697,126,892,14,557,473,32,61,147,54,84,38,96,87,74,129,78,151,544,488,889,33,57,46,7,138,469,547,1016,16,128,288,600
,1,53,9,19,53,39,33,6,47,0,27,26,0,4,8,3,5,0,6,4,6,6,9,2,34,19,45,1,4,2,1,7,26,26,52,1,4,12,36
,,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0.05,0.06,0,0.07,0.06,0.05,0.06,0,0.06,0.05,0.08,0.05,0.12,0.01,0.06,0.04,0.05,0.03,0.07,0.05,0.13,0.05,0.06,0.05,0.05,0.07,0.03,0.04,0.06
,,,,,,,,,,,,,,l,l,,,,l,,l,,fl,,,,,,,,,,,,,,,,
,2,42,6,13,42,27,28,2,39,1,17,25,5,3,3,2,2,1,4,5,1,7,5,5,32,11,36,4,1,2,0,7,23,18,41,1,5,12,24
,,0.04,0.04,0.03,0.04,0.04,0.04,0.01,0.04,0.08,0.03,0.05,0.14,0.05,0.02,0.03,0.02,0.02,0.04,0.06,0.01,0.05,0.06,0.03,0.06,0.02,0.04,0.11,0.02,0.04,0,0.05,0.05,0.03,0.04,0.06,0.04,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,,,,,b,,,ac,,,,,,,,,,,
,3,25,5,13,25,20,18,2,23,0,15,10,0,1,3,0,4,1,2,1,0,4,2,7,14,11,19,0,2,2,2,5,10,15,25,0,5,3,17
,,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0,0.03,0.02,0,0.02,0.02,0,0.05,0.02,0.02,0.01,0,0.03,0.03,0.05,0.03,0.02,0.02,0,0.04,0.04,0.31,0.04,0.02,0.03,0.02,0,0.04,0.01,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,
,4,30,4,7,30,23,20,2,28,0,12,18,1,0,4,1,4,1,0,5,4,5,3,2,18,12,28,1,1,0,0,2,19,11,30,0,4,7,19
,,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0,0.02,0.04,0.04,0,0.03,0.02,0.05,0.02,0,0.06,0.05,0.04,0.04,0.01,0.03,0.02,0.03,0.03,0.02,0,0,0.02,0.04,0.02,0.03,0,0.03,0.02,0.03
,,,,,,,,,,,,,,,,,g,,,g,g,,g,,,,,,,,,,b,,,,,,
,5,31,9,14,31,26,17,5,26,0,18,13,2,1,6,2,2,2,0,2,1,5,3,5,20,12,27,2,2,1,0,5,13,18,31,0,2,15,15
,,0.03,0.06,0.03,0.03,0.03,0.02,0.04,0.03,0,0.03,0.03,0.07,0.02,0.04,0.03,0.02,0.05,0,0.03,0.01,0.04,0.04,0.04,0.04,0.02,0.03,0.06,0.04,0.02,0,0.04,0.03,0.03,0.03,0,0.02,0.05,0.02
,,,,,,,,,,,,,,,g,,,g,,,,g,,,,,,,,,,,,,,,,c,
,6,19,7,8,19,14,14,0,19,0,8,10,0,3,0,0,4,1,0,2,0,6,1,2,11,8,17,1,0,1,0,2,11,7,19,0,1,6,11
,,0.02,0.04,0.02,0.02,0.02,0.02,0,0.02,0,0.02,0.02,0,0.05,0,0,0.05,0.03,0,0.03,0,0.05,0.01,0.01,0.02,0.02,0.02,0.03,0,0.02,0,0.01,0.02,0.01,0.02,0,0.01,0.02,0.02
,,,c,,,,,,,,,,,cg,,,cg,,,,,cg,,,,,,,,,,,,,,,,,
,7,22,3,9,22,15,14,2,20,0,10,12,0,0,3,2,0,0,3,3,2,4,1,4,14,8,17,0,2,3,0,5,13,9,22,0,2,9,11
,,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0.03,0,0,0.02,0.04,0,0,0.03,0.04,0.02,0.03,0.01,0.03,0.03,0.02,0.02,0,0.03,0.07,0,0.04,0.03,0.02,0.02,0,0.01,0.03,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,
,8,9,2,4,9,6,7,0,8,1,4,5,0,1,1,2,0,1,0,1,1,0,0,2,5,4,8,1,0,0,0,1,5,4,9,0,1,1,7
,,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.07,0.01,0.01,0,0.02,0.01,0.04,0,0.03,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0.03,0,0,0,0.01,0.01,0.01,0.01,0,0.01,*%,0.01
,,,,,,,,,,,,,,,,j,,,,,,,,,,,,,,,,,,,,,,,
,9,16,4,8,16,10,11,2,14,0,8,9,1,2,1,0,2,1,0,3,1,1,1,3,11,5,14,0,1,1,0,2,9,8,16,0,5,3,8
,,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0,0.01,0.02,0.04,0.03,0.01,0,0.02,0.02,0,0.04,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0,0.02,0.02,0,0.02,0.02,0.01,0.02,0,0.04,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc,,
,10,11,3,4,11,8,10,2,9,0,5,6,0,3,1,1,0,0,1,1,3,0,0,1,8,3,9,0,2,0,0,2,6,5,11,0,2,1,8
,,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0.05,0.01,0.02,0,0,0.01,0.01,0.04,0,0,0.01,0.02,0.01,0.01,0,0.03,0,0,0.01,0.01,0.01,0.01,0,0.02,*%,0.01
,,,,,,,,,,,,,,cejkl,,,,,,,j,,,,,,,,,,,,,,,,,,
,11,13,3,4,13,10,9,1,12,0,6,7,1,1,1,1,2,1,2,1,0,3,0,0,6,7,10,3,0,0,0,3,6,4,10,3,0,4,9
,,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.03,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0,0.02,0,0,0.01,0.01,0.01,0.09,0,0,0,0.02,0.01,0.01,0.01,0.19,0,0.01,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd,,,,,,,,,,,
,12,11,3,3,11,7,10,2,9,0,4,7,0,0,5,0,0,2,0,0,2,0,0,2,9,2,9,0,1,1,0,2,7,4,11,0,1,3,7
,,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0,0.03,0,0,0.05,0,0,0.03,0,0,0.01,0.02,*%,0.01,0,0.02,0.02,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01
,,,,,,,,,,,,,,,j,,,egj,,,,,,,,,,,,,,,,,,,,,
,13,6,0,3,6,3,6,0,5,1,3,3,0,0,0,1,1,0,2,0,1,1,0,0,2,4,6,0,0,0,0,0,3,3,6,0,0,5,1
,,0.01,0,0.01,0.01,*%,0.01,0,0.01,0.07,0.01,0.01,0,0,0,0.02,0.01,0,0.02,0,0.01,0.01,0,0,*%,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0.02,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,
,14,6,2,1,6,1,6,1,5,0,3,3,0,2,2,0,0,0,0,1,0,0,0,1,4,2,4,1,1,0,0,2,3,3,6,0,0,3,3
,,0.01,0.01,*%,0.01,*%,0.01,0.01,0.01,0,0.01,0.01,0,0.03,0.01,0,0,0,0,0.01,0,0,0,0.01,0.01,*%,*%,0.03,0.02,0,0,0.02,0.01,0.01,0.01,0,0,0.01,0.01
,,,,,,,a,,,,,,,j,,,,,,,,,,,,,,,,,,,,,,,,,
,15,7,1,3,7,4,6,0,7,0,4,3,0,2,1,1,1,0,0,1,1,0,0,0,4,3,5,0,1,1,0,2,3,4,7,0,0,1,6
,,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0.03,0.01,0.02,0.01,0,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0.02,0.02,0,0.02,0.01,0.01,0.01,0,0,*%,0.01
,,,,,,,,,,,,,,jl,,,,,,,,,,,,,,,,,,,,,,,,,
,16,5,0,1,5,5,2,2,3,0,3,2,0,0,2,0,0,0,2,0,1,0,0,0,2,3,4,1,0,0,0,1,2,3,5,0,0,3,2
,,*%,0,*%,*%,0.01,*%,0.02,*%,0,0.01,*%,0,0,0.01,0,0,0,0.02,0,0.01,0,0,0,*%,0.01,*%,0.03,0,0,0,0.01,*%,0.01,*%,0,0,0.01,*%
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,
,17,9,2,5,9,7,7,0,8,1,5,4,0,1,1,1,0,1,1,0,1,0,2,1,3,6,7,0,2,0,0,2,4,5,9,0,1,2,6
,,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.07,0.01,0.01,0,0.02,0.01,0.02,0,0.03,0.01,0,0.01,0,0.02,0.01,0.01,0.01,0.01,0,0.04,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,
,18,4,1,0,4,3,3,1,3,0,2,2,0,0,0,0,1,1,0,0,0,0,0,2,3,1,3,0,1,0,0,1,2,2,4,0,2,1,1
,,*%,0.01,0,*%,*%,*%,0.01,*%,0,*%,*%,0,0,0,0,0.01,0.03,0,0,0,0,0,0.01,0.01,*%,*%,0,0.02,0,0,0.01,*%,*%,*%,0,0.02,*%,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,
,19,3,0,0,3,2,1,0,3,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0,0,0,3,3,0,2,0,1
,,*%,0,0,*%,*%,*%,0,*%,0,0.01,0,0,0,0,0.02,0,0.03,0,0.01,0,0,0,0,*%,*%,*%,0,0,0,0,0,0,0.01,*%,0,0.02,0,*%
,,,,,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,bc,,
,20,5,1,2,5,2,5,1,4,0,2,3,0,0,2,0,1,0,0,1,0,0,0,1,4,1,2,0,3,0,0,3,3,2,5,0,0,4,1
,,*%,0.01,0.01,*%,*%,0.01,0.01,*%,0,*%,0.01,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0.01,0.01,*%,*%,0,0.05,0,0,0.02,0.01,*%,*%,0,0,0.01,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,a,,,,,,c,
,21,7,1,4,7,6,5,3,4,0,1,6,0,0,1,0,0,0,1,0,0,1,0,4,6,1,6,0,0,1,0,1,6,1,7,0,1,2,4
