Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,JRF - Low Income Households - Wave 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q16_10. Credit card: You mentioned that your household has fallen behind on some bills and payments, in other terms are in arrears. For each of the following (bills or lending), by how much have you have fallen behind?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: Those who are in arrears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Family equivalized income - main groups,,,Benefits & Pension,,,,Disability,,,Household formation,,,,,Children and adults in HH,,,,,,,,Tenure - main groups,,,,,Tenure - detailed,,,,,,,,Region,,,,,,,,,,,,Age,,,,,,,,Gender,,Ethnicity - main groups,,,,,Ethnicity - detailed,,,,,,,,,,,,,,,,,,Employment - main groups,,,,Employment - detailed,,,,,,,,,,,,Borrowing,,Currently in arrears,,,,,,,,,,,,,,,Gone without at least one essential,,Food insecurity,,,,Lonely,,Occupation/previous occupation,,,,,,,,Low savings,,,,Deductions,,Received a COL payment in last month,
,,Total,1st income quintile,2nd income quintile,3rd income quintile,UC recipients,UC recipients + WTC recipients,Benefits' recipients,Pension recipients,Disabled person in HH,No disabled person in HH,Mental health,Single adult household,2 adults only (no children) household,3+ adults only (no children) household,1 adult only with at least 1 child household,2 adults only with at least 1 child household,No children,Children,1 child,2 children,3 or more children,1 adult,2 or more adults,At least 1 adult and 1 child,Mortgage holder,Renter,Homeowner (with/out mortgage),Social renter,Private renter,Home ownership with a mortgage,Home ownership without a mortgage,Shared ownership (partly paying rent and partly paying mortgage),"Private renting from landlord, living alone or with family/partner","Private renting from landlord, in shared household with other adults not related",Social renting from Local Authority / Council,Social renting from Housing Association,Other type of tenure,Scotland,Wales,Northern Ireland,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,Eastern England,London,South East,South West,18-24,25-34,35-44,45-54,55-64,65+,Net: 18-64 (working age),Net: 65+,Female,Male,White,Mix,Asian,Black,Other,White English / Welsh / Scottish / Northern Irish / British,White Irish,Gypsy or Irish Traveller,Any other White background,Mixed White and Black Caribbean,Mixed White and Black African,Mixed White and Asian,Any other mixed/multiple ethnic background,Indian,Pakistani,Bangladeshi,Chinese,Any other Asian background,Black African,Black Caribbean,Black British or any other Black background,Arab,Any other ethnic group,Working,Not working (actively looking for a job),Retired (fully),Economically inactive (excluding retired),Working full time (Self-Employed or for employer),Working full time for employer,Self-employed full time,Working part time (SE or for employer),Working part time for employer,Self-employed part time,Agency work or temp contract,Zero hour contact,Not working,All adults in household working,No adult in household working,1 but not all adults in work,New/increased borrowing since Nov 2022,Have borrowing,Households in any arrears,Households in arrears with household bills,"Households in arrears with energy bills (water, electricity, gas)",Households in rent arrears,Households in council tax arrears,Household in rent and energy arrears,Household in rent and council tax arrears,Household in council tax and energy arrears,"Household in rent, council tax and energy arrears",Households in arrears with borrowing,Households in arrears or have loans to the state,"Housing arrears (rent, mortgage)",Utility arrears,Personal borrowing arrears,State debt arrears,Yes,No,Cut down on size of or skipped meals often or sometimes,Went hungry often or sometimes,Cut down on size of or skipped meals often,Went hungry often,Felt lonely sometimes,Felt lonely often,"High managerial, admin, prof","Intermediate managerial, admin, prof","Supervisor, admin, prof",Skilled manual,Semi-skilled or unskilled manual,House-wife/husband,Unemployed,Student,,Below £100,Between £101 and £500,£500+,Has benefit deductions,Does not have benefit deductions,Yes,No
,Significance Level: 95%,,a,b,c,a,b,c,d,a,b,c,a,b,c,d,e,a,b,c,d,e,f,g,h,a,b,c,d,e,a,b,*c,d,*e,f,g,*h,a,*b,*c,*d,e,f,g,h,i,j,k,l,a,b,c,d,e,f,g,h,a,b,a,b,c,d,*e,a,*b,*c,*d,*e,*f,*g,*h,*i,*j,*k,*l,*m,*n,*o,*p,*q,*r,a,*b,c,d,a,b,c,d,e,*f,*g,*h,i,j,k,l,a,b,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,a,b,a,b,c,d,a,b,a,b,c,d,e,*f,g,*h,a,b,c,d,a,b,a,b
,Unweighted Total,520,170,140,210,153,198,369,124,344,170,218,53,95,68,62,192,216,304,138,122,44,115,405,304,131,258,258,126,132,121,127,10,108,24,81,45,4,52,26,9,23,47,41,31,50,40,97,67,37,69,129,147,87,51,37,483,37,281,239,371,39,56,42,7,343,12,1,15,9,6,13,11,20,25,3,4,4,24,13,5,5,2,386,28,65,53,284,250,34,86,70,16,1,3,36,305,106,68,425,500,520,360,274,84,166,299,205,305,321,520,463,138,312,520,197,459,61,377,301,163,121,261,137,41,98,116,102,87,22,46,8,77,129,171,134,150,209,191,55
,Total,496,146,129,221,144,185,347,122,329,162,210,54,97,65,60,175,216,281,132,111,38,114,383,281,125,248,244,136,113,115,119,10,91,21,86,50,4,49,23,7,20,48,39,35,43,44,84,68,37,71,118,128,86,51,43,454,43,257,239,361,35,52,37,6,336,10,1,14,9,5,11,10,19,23,3,3,4,21,11,5,4,2,362,26,68,52,267,235,31,79,65,14,1,3,33,286,107,65,401,476,496,339,258,81,155,283,194,287,304,496,438,133,292,496,185,433,63,358,285,153,114,246,131,37,97,108,99,84,19,44,8,73,124,160,130,138,200,178,51
,Less than £50,60,25,14,21,18,22,45,19,40,19,19,8,11,9,2,24,27,33,16,15,2,9,51,33,17,27,33,12,15,15,16,2,13,2,4,8,0,7,1,0,4,6,6,4,4,8,5,5,10,14,13,11,9,8,6,55,6,29,31,45,6,5,3,0,43,0,0,2,1,1,3,1,2,1,0,1,2,2,1,0,0,0,41,3,8,10,24,20,4,14,10,4,1,0,4,35,15,5,42,53,60,40,31,10,18,33,23,33,35,60,51,19,37,60,19,44,16,34,32,16,12,29,12,4,9,12,15,8,4,5,4,3,21,18,18,15,28,22,7
,,0.12,0.17,0.11,0.1,0.12,0.12,0.13,0.16,0.12,0.11,0.09,0.14,0.12,0.13,0.03,0.14,0.13,0.12,0.12,0.14,0.04,0.08,0.13,0.12,0.13,0.11,0.13,0.09,0.14,0.13,0.14,0.21,0.14,0.11,0.05,0.16,0,0.15,0.03,0,0.21,0.13,0.15,0.12,0.1,0.18,0.06,0.07,0.26,0.2,0.11,0.09,0.1,0.16,0.13,0.12,0.13,0.11,0.13,0.12,0.16,0.1,0.09,0,0.13,0,0,0.12,0.11,0.19,0.25,0.09,0.1,0.03,0,0.25,0.47,0.11,0.09,0,0,0,0.11,0.11,0.12,0.19,0.09,0.08,0.13,0.18,0.16,0.28,1,0,0.11,0.12,0.14,0.08,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.15,0.13,0.12,0.11,0.1,0.25,0.1,0.11,0.11,0.1,0.12,0.09,0.11,0.09,0.11,0.16,0.09,0.18,0.11,0.48,0.04,0.17,0.11,0.14,0.11,0.14,0.12,0.13
,,,c,,,,,,,,,,d,,d,,d,,,,,,,,,,,,,,,f,,f,,,f,,,,,,,,,,j,,,jk,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,a,,a,,,,
,£50 - £99,57,19,14,24,5,13,37,16,35,21,21,5,7,9,3,29,20,36,11,19,6,8,49,36,20,21,36,14,7,17,16,3,7,0,13,1,0,4,2,1,2,10,4,3,6,4,14,5,2,11,15,16,8,3,3,54,3,25,32,39,5,8,4,1,36,1,0,2,1,0,3,1,2,6,0,0,0,1,1,1,1,0,46,1,6,5,40,36,3,4,4,0,0,1,1,35,10,8,50,56,57,41,30,8,16,32,19,34,35,57,51,13,35,57,20,48,8,45,41,17,14,26,13,7,12,11,13,7,2,3,2,2,9,28,15,18,18,17,3
