Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q6b_13. Violence in the community: To what extent do you feel equipped, if at all, to help your child/children aged 12 - 17, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 12 - 17 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,*b,c,*d,*e,*f,*g,*h,*i,j,*k,l,a,b,a,*b,*c,*d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,312,55,122,312,231,207,35,271,6,147,165,6,17,45,23,29,14,27,26,24,38,19,44,171,141,260,13,19,19,1,51,160,143,303,9,33,99,180
,Total,312,55,123,312,231,207,35,271,6,157,156,7,17,46,22,28,13,27,28,23,37,19,44,170,142,260,12,19,19,1,51,151,152,303,9,34,100,179
,Very equipped (5.0),51,13,25,51,38,36,6,43,2,31,21,1,2,8,2,4,4,3,3,7,4,2,11,30,21,43,3,1,5,0,9,20,32,51,0,10,20,21
,,0.16,0.24,0.21,0.16,0.17,0.18,0.17,0.16,0.34,0.2,0.13,0.17,0.13,0.18,0.09,0.14,0.29,0.11,0.12,0.3,0.1,0.11,0.26,0.18,0.15,0.16,0.23,0.06,0.25,0,0.17,0.13,0.21,0.17,0,0.31,0.2,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,
,Somewhat equipped (4.0),110,22,46,110,82,70,13,95,1,61,49,3,6,16,9,6,3,10,6,6,16,7,21,67,43,86,3,9,11,1,23,48,58,107,3,15,39,56
,,0.35,0.41,0.37,0.35,0.35,0.34,0.38,0.35,0.18,0.39,0.32,0.5,0.37,0.35,0.39,0.21,0.21,0.37,0.23,0.25,0.43,0.37,0.48,0.4,0.3,0.33,0.24,0.47,0.59,1,0.46,0.32,0.38,0.35,0.34,0.46,0.39,0.31
,Neither equipped nor unequipped (3.0),67,9,22,67,51,45,6,61,0,32,35,0,6,11,3,9,4,5,11,4,6,4,5,37,30,60,3,4,0,0,7,32,31,63,4,3,16,48
,,0.21,0.16,0.18,0.21,0.22,0.22,0.17,0.22,0,0.21,0.22,0,0.34,0.23,0.13,0.34,0.29,0.18,0.39,0.16,0.16,0.2,0.11,0.21,0.21,0.23,0.23,0.21,0,0,0.14,0.21,0.2,0.21,0.44,0.09,0.16,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab
,Somewhat unequipped (2.0),56,6,23,56,37,38,5,49,2,23,32,2,3,7,5,5,2,6,4,4,8,6,4,27,29,48,3,3,2,0,8,33,21,55,1,4,17,35
,,0.18,0.11,0.19,0.18,0.16,0.18,0.14,0.18,0.34,0.15,0.21,0.33,0.16,0.15,0.22,0.18,0.14,0.22,0.15,0.17,0.21,0.32,0.09,0.16,0.2,0.18,0.23,0.16,0.1,0,0.15,0.22,0.14,0.18,0.11,0.12,0.17,0.19
,Not at all equipped (1.0),23,3,5,23,20,15,2,21,1,7,16,0,0,2,3,4,1,2,3,2,4,0,3,9,15,20,1,1,1,0,3,15,7,22,1,1,5,18
,,0.07,0.05,0.04,0.07,0.08,0.07,0.05,0.08,0.15,0.05,0.1,0,0,0.04,0.13,0.14,0.07,0.08,0.11,0.08,0.1,0,0.06,0.05,0.1,0.08,0.07,0.05,0.06,0,0.06,0.1,0.05,0.07,0.1,0.03,0.05,0.1
,Don't know,5,2,2,5,4,4,3,2,0,2,3,0,0,2,1,0,0,1,0,1,0,0,0,1,4,4,0,1,0,0,1,3,2,5,0,0,3,2
,,0.02,0.03,0.02,0.02,0.02,0.02,0.08,0.01,0,0.01,0.02,0,0,0.05,0.04,0,0,0.03,0,0.04,0,0,0,0.01,0.03,0.02,0,0.05,0,0,0.02,0.02,0.01,0.02,0,0,0.03,0.01
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NET: Equipped,161,35,71,161,120,106,19,139,3,91,70,5,8,25,11,10,7,13,10,13,20,9,33,97,64,128,6,10,16,1,32,68,90,158,3,26,59,77
,,0.52,0.65,0.58,0.52,0.52,0.51,0.56,0.51,0.52,0.58,0.45,0.67,0.49,0.53,0.48,0.35,0.5,0.48,0.34,0.54,0.53,0.48,0.74,0.57,0.45,0.49,0.47,0.53,0.84,1,0.63,0.45,0.59,0.52,0.34,0.76,0.59,0.43
,,,,,,,,,,,b,,,,,,,,,,,,,c,b,,,,,,,,,a,,,c,c,
,NET: Unequipped,79,9,28,79,56,52,7,69,3,31,48,2,3,9,8,9,3,8,8,6,11,6,7,35,44,68,4,4,3,0,11,48,29,77,2,5,22,52
,,0.25,0.16,0.23,0.25,0.24,0.25,0.19,0.26,0.48,0.2,0.31,0.33,0.16,0.19,0.35,0.31,0.21,0.3,0.27,0.25,0.31,0.32,0.15,0.21,0.31,0.26,0.3,0.21,0.16,0,0.21,0.32,0.19,0.25,0.22,0.15,0.22,0.29
,,,,,,,,,,,,a,,,,,,,,,,,,,,a,,,,,,,b,,,,,,
,Mean score,3.36,3.7,3.53,3.36,3.36,3.37,3.53,3.34,3.22,3.55,3.17,3.5,3.45,3.49,3.1,3.04,3.51,3.22,3.08,3.53,3.22,3.27,3.78,3.49,3.2,3.32,3.33,3.34,3.88,4,3.55,3.16,3.57,3.37,3.02,3.89,3.54,3.16
,,,,,,,,,,,b,,,,,,,,,,,,,j,b,,,,,,,,,a,,,c,c,
,Base for stats,307,53,121,307,227,203,32,269,6,154,153,7,17,44,21,28,13,26,28,22,37,19,44,169,138,256,12,18,19,1,50,149,150,298,9,34,97,177
,Standard Deviation,1.178,1.127,1.14,1.178,1.19,1.185,1.144,1.172,1.691,1.116,1.212,1.211,0.936,1.114,1.267,1.237,1.283,1.189,1.161,1.352,1.196,1.048,1.125,1.111,1.24,1.186,1.309,1.023,1.108,0,1.14,1.212,1.121,1.183,0.989,1.076,1.149,1.17
,Error variance,*,0.02,0.01,*,0.01,0.01,0.04,0.01,0.48,0.01,0.01,0.24,0.05,0.03,0.07,0.05,0.12,0.05,0.05,0.08,0.04,0.06,0.03,0.01,0.01,0.01,0.13,0.06,0.06,0,0.03,0.01,0.01,*,0.11,0.04,0.01,0.01
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
