Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Q9_W3.10. Access to green spaces: How well do you think your local community is faring in each of the following areas?By 'local community' we mean the local area where you live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Very well,2650,1352,1280,317,389,357,388,445,754,706,745,1199,694,1957,716,875,532,349,178,1591,1059,1436,1199,2253,53,183,107,51,1787,839,431,430,2404,191,1970,621,2168,459,1475,577,526,373,873,1973,629,1514,1059
,,0.3,0.31,0.28,0.27,0.26,0.25,0.27,0.32,0.37,0.27,0.26,0.35,0.22,0.33,0.36,0.3,0.29,0.25,0.21,0.32,0.26,0.28,0.32,0.3,0.31,0.26,0.35,0.32,0.31,0.27,0.24,0.28,0.3,0.27,0.36,0.2,0.34,0.19,0.33,0.41,0.3,0.29,0.26,0.37,0.19,0.3,0.29
,,,b,,,,,,abcdgh,abcdegh,,,abcdegh,,a,bcdefg,deg,deg,,,bcdeg,e,,a,,,,ac,,bcd,,,c,,,b,,b,,cde,acde,e,e,,b,,,
,Fairly well,4509,2133,2355,519,716,764,765,733,1011,1235,1529,1744,1520,2988,990,1525,904,702,388,2515,1994,2585,1889,3855,76,360,137,66,2951,1495,816,754,4103,328,2682,1634,3204,1238,2143,625,890,628,1731,2518,1805,2473,1867
,,0.5,0.49,0.51,0.44,0.48,0.54,0.53,0.52,0.5,0.46,0.53,0.51,0.49,0.51,0.49,0.51,0.5,0.51,0.47,0.51,0.5,0.5,0.5,0.51,0.45,0.5,0.45,0.41,0.52,0.48,0.46,0.49,0.51,0.46,0.49,0.52,0.5,0.52,0.48,0.45,0.5,0.49,0.51,0.48,0.54,0.5,0.52
,,,,,,,abfg,abg,abg,a,,abfgi,ag,,,,e,,,,,,,,d,,,,,bc,,,,b,,,a,,a,b,,b,b,ab,,a,,
,Not very well,1317,604,707,247,276,225,199,157,213,522,425,370,638,678,211,416,286,236,168,627,690,802,495,1083,27,129,43,29,756,545,338,266,1151,133,659,597,821,475,627,141,275,210,525,590,682,750,506
,,0.15,0.14,0.15,0.21,0.19,0.16,0.14,0.11,0.1,0.2,0.15,0.11,0.21,0.12,0.11,0.14,0.16,0.17,0.2,0.13,0.17,0.16,0.13,0.14,0.16,0.18,0.14,0.18,0.13,0.17,0.19,0.17,0.14,0.19,0.12,0.19,0.13,0.2,0.14,0.1,0.15,0.17,0.16,0.11,0.2,0.15,0.14
,,,,,cdefhi,cdefhi,efi,efi,,,cdefhi,efi,,b,,,a,af,abf,abcf,a,abf,b,,,,a,,,,a,a,a,,a,,a,,a,b,,b,ab,b,,a,,
,Not at all well,357,164,190,68,77,65,66,46,34,145,132,81,194,163,70,97,70,57,65,166,191,208,146,289,5,34,12,14,152,200,149,73,309,38,160,190,215,137,173,47,78,49,163,145,198,203,130
,,0.04,0.04,0.04,0.06,0.05,0.05,0.05,0.03,0.02,0.05,0.05,0.02,0.06,0.03,0.03,0.03,0.04,0.04,0.08,0.03,0.05,0.04,0.04,0.04,0.03,0.05,0.04,0.09,0.03,0.06,0.08,0.05,0.04,0.05,0.03,0.06,0.03,0.06,0.04,0.03,0.04,0.04,0.05,0.03,0.06,0.04,0.04
,,,,,efi,efi,fi,fi,fi,,efi,efi,,b,,,,,,abcdfg,,abf,,,,,,,,,ad,abd,a,,a,,a,,a,,,,,ab,,a,,
,Don't know,143,62,80,23,29,16,28,17,29,52,44,46,51,92,18,50,20,25,30,69,74,95,45,118,7,7,5,0,79,59,40,23,117,21,46,74,59,70,41,14,13,14,80,54,52,55,62
,,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.04,0.01,0.02,0.02,0.01,0.02,0.04,0.01,0.02,0,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02
,,,,,,c,,,,,c,,,,,,a,,a,abcdfg,,ac,b,,,acd,,,,,,a,,,a,,a,,a,,,,,abcd,,a,,a
,NET: Well,7159,3485,3635,836,1106,1120,1154,1178,1765,1942,2274,2943,2214,4945,1706,2400,1436,1050,567,4106,3053,4022,3089,6108,129,543,244,117,4738,2334,1246,1184,6506,519,4653,2256,5371,1697,3618,1202,1416,1000,2604,4491,2435,3987,2926
,,0.8,0.81,0.79,0.71,0.74,0.79,0.8,0.84,0.86,0.73,0.79,0.86,0.71,0.84,0.85,0.81,0.79,0.77,0.68,0.83,0.76,0.78,0.82,0.8,0.77,0.76,0.8,0.73,0.83,0.74,0.7,0.77,0.8,0.73,0.84,0.72,0.83,0.71,0.81,0.86,0.79,0.79,0.77,0.85,0.72,0.8,0.81
,,,b,,,,abg,abg,abcdgh,abcdgh,,abg,abcdgh,,a,bcdefg,deg,eg,e,,cdeg,e,,a,c,,,,,bcd,c,,c,b,,b,,b,,de,acde,,,,b,,,
,NET: Not well,1674,768,897,315,353,291,266,204,247,667,556,451,833,842,281,512,356,292,233,793,881,1011,641,1371,32,163,55,43,908,745,488,339,1460,170,819,787,1036,613,800,188,353,259,688,735,880,953,636
,,0.19,0.18,0.19,0.27,0.24,0.2,0.18,0.15,0.12,0.25,0.19,0.13,0.27,0.14,0.14,0.17,0.2,0.21,0.28,0.16,0.22,0.2,0.17,0.18,0.19,0.23,0.18,0.27,0.16,0.24,0.27,0.22,0.18,0.24,0.15,0.25,0.16,0.26,0.18,0.13,0.2,0.2,0.2,0.14,0.26,0.19,0.18
,,,,a,cdefhi,cdefhi,efi,efi,f,,cdefhi,efi,,b,,,a,af,abf,abcdfg,a,abf,b,,,,a,,,,a,abd,a,,a,,a,,a,b,,b,ab,ab,,a,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
