Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,0.24,0.24,0.24,0.31,0.27,0.3,0.24,0.2,0.19,0.28,0.27,0.19,0.23,0.24,0.19,0.21,0.29,0.22,0.3,0.25,0.19,0.28,0.23,0.24,0.24,0.27,0.24,0.23,0.22,0.18,0.31,0.3,0.07,0.39,0.23,0,0.18,0.25,0.18,0.28,0.27
,,,,,efi,efi,efi,,,,efi,efi,,,,,,ci,,ci,,,ci,,,,d,,,,,ad,ad,,ad,d,,,ad,,a,a
,Strongly support,252,135,116,26,42,48,51,41,44,69,98,84,16,20,34,9,14,8,21,11,18,39,19,43,208,78,77,42,55,50,81,15,3,10,7,1,13,54,77,98,64
,,0.12,0.13,0.11,0.11,0.12,0.14,0.14,0.13,0.09,0.12,0.14,0.11,0.25,0.11,0.14,0.11,0.08,0.08,0.12,0.08,0.1,0.14,0.09,0.16,0.12,0.14,0.13,0.1,0.11,0.08,0.15,0.13,0.1,0.26,0.12,0.09,0.26,0.12,0.11,0.14,0.12
,,,,,,,f,f,f,,,fi,,bdefghijkm,,eh,,,,,,,,,efh,,,,,,,a,,,ai,,,ai,a,,,
,Don't know,440,157,282,38,90,67,90,69,86,128,158,155,11,42,58,21,43,10,38,24,44,38,48,64,378,104,142,81,113,94,117,22,5,8,21,0,10,100,120,165,104
,,0.21,0.15,0.26,0.16,0.25,0.2,0.25,0.22,0.18,0.22,0.23,0.2,0.17,0.24,0.25,0.24,0.25,0.09,0.21,0.16,0.24,0.13,0.25,0.23,0.21,0.18,0.24,0.19,0.22,0.15,0.22,0.19,0.2,0.2,0.33,0,0.2,0.22,0.17,0.23,0.19
,,,,a,,afi,,af,,,,,,,fj,fhj,fj,fhj,,fj,,fj,,fj,fj,fj,,a,,,,a,,,,a,,,a,,a,
,Sum: Support,758,378,374,97,140,147,138,101,136,237,284,237,30,63,78,27,63,30,75,49,52,119,63,109,635,235,217,140,165,164,240,50,5,24,22,1,22,170,207,298,208
,,0.36,0.37,0.35,0.42,0.39,0.44,0.38,0.33,0.28,0.4,0.41,0.3,0.48,0.36,0.33,0.31,0.37,0.3,0.41,0.33,0.29,0.42,0.32,0.4,0.36,0.41,0.37,0.33,0.32,0.26,0.46,0.43,0.17,0.64,0.35,0.09,0.44,0.37,0.29,0.41,0.39
,,,,,efi,fi,efi,fi,,,efi,efi,,dfik,,,,,,fi,,,cfik,,i,i,cd,,,,,adi,ad,,abcdfi,,,ad,ad,,a,a
,Sum: Oppose,902,484,413,95,129,118,139,137,257,225,257,395,22,72,99,38,65,62,69,75,86,127,85,102,746,234,230,206,232,371,165,43,17,6,20,7,18,194,386,256,220
,,0.43,0.47,0.39,0.41,0.36,0.36,0.38,0.45,0.54,0.38,0.37,0.5,0.35,0.41,0.42,0.44,0.38,0.61,0.38,0.51,0.47,0.45,0.43,0.37,0.42,0.41,0.39,0.48,0.45,0.59,0.32,0.37,0.63,0.16,0.32,0.91,0.36,0.42,0.54,0.36,0.41
,,,b,,,,,,bcgh,abcdegh,,,abcdgh,,,,,,abcdegijklm,,eglm,l,,,,,,,ab,b,bcefhi,e,e,bcefhi,,,,e,be,bc,,b
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
