Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ethnicity. Which of the following categories would best describe your ethnicity?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,a,b,c,d,e,f,g,h,i,j,k,l,a,b,a,b,c,d,*e,f,a,b,c,d,a,b,c
,Unweighted Total,2016,813,951,1024,1420,1293,610,1391,15,915,1098,54,148,227,93,171,94,185,151,169,276,181,267,1137,879,1684,76,121,119,15,325,1084,899,1983,33,235,561,1179
,Total,2016,805,954,1032,1424,1292,605,1396,16,974,1039,62,147,234,91,164,90,181,163,163,270,182,270,1134,882,1685,75,122,119,15,325,1027,956,1983,33,241,559,1176
,British/English/Welsh/Scottish/Northern Irish,1602,600,774,859,1135,1026,455,1132,14,781,820,50,118,184,78,136,74,133,130,144,227,146,183,876,727,1602,0,0,0,0,0,812,763,1575,27,185,434,953
,,0.79,0.74,0.81,0.83,0.8,0.79,0.75,0.81,0.93,0.8,0.79,0.8,0.81,0.79,0.86,0.83,0.83,0.73,0.79,0.88,0.84,0.8,0.68,0.77,0.82,0.95,0,0,0,0,0,0.79,0.8,0.79,0.83,0.77,0.78,0.81
,,,,a,a,,,,a,,,,,l,l,gl,gl,l,,l,cghkl,gl,l,,,a,bcdf,,,,,,,,,,,,
,Irish,20,8,9,9,13,13,5,14,0,10,10,10,1,3,0,0,0,1,0,1,1,0,2,15,5,20,0,0,0,0,0,10,10,20,0,0,9,10
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.17,0.01,0.01,0,0,0,0.01,0,0.01,*%,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0,0,0.02,0.01
,,,,,,,,,,,,,bcdefghijkl,,,,,,,,,,,,,,,,,,,,,,,,,a,
,"Gypsy, Traveller or Irish Traveller",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Any other White background,63,33,23,21,42,34,19,44,0,17,46,1,7,7,3,0,2,7,9,5,9,5,10,32,31,63,0,0,0,0,0,45,17,62,1,0,24,38
,,0.03,0.04,0.02,0.02,0.03,0.03,0.03,0.03,0,0.02,0.04,0.02,0.05,0.03,0.03,0,0.02,0.04,0.05,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0,0,0,0,0,0.04,0.02,0.03,0.03,0,0.04,0.03
,,,bc,,,,,,,,,a,,e,e,e,,,e,e,e,e,e,e,,,cdf,,,,,,b,,b,,,a,a
,White and Black Caribbean,26,13,11,13,18,21,13,13,0,8,18,0,1,4,0,1,3,7,2,2,1,1,5,13,13,0,26,0,0,0,26,16,9,25,1,6,6,14
,,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0,0.01,0.02,0,0.01,0.02,0,0.01,0.03,0.04,0.01,0.01,*%,0.01,0.02,0.01,0.01,0,0.35,0,0,0,0.08,0.02,0.01,0.01,0.03,0.02,0.01,0.01
,,,,,,,,b,,,,,,,,,,j,ejk,,,,,,,,,acdf,,,,acd,,,,,,,
,White and Black African,18,10,12,8,17,10,9,9,0,13,6,0,2,2,4,1,1,2,1,0,2,2,1,12,6,0,18,0,0,0,18,5,13,17,1,5,3,10
,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0.01,0.01,0.04,0.01,0.01,0.01,0.01,0,0.01,0.01,*%,0.01,0.01,0,0.24,0,0,0,0.06,*%,0.01,0.01,0.03,0.02,0.01,0.01
,,,,,,,,,,,,,,,,ceijl,,,,,,,,,,,,acdf,,,,acd,,a,,,b,,
,White and Asian,14,10,6,5,10,10,8,6,0,7,7,0,2,2,1,0,0,1,1,2,0,2,3,9,5,0,14,0,0,0,14,7,7,14,0,3,5,6
,,0.01,0.01,0.01,*%,0.01,0.01,0.01,*%,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.19,0,0,0,0.04,0.01,0.01,0.01,0,0.01,0.01,0.01
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,acdf,,,,acd,,,,,,,
,Any other Mixed/ Multiple ethnic background,17,9,8,7,11,11,6,11,0,5,11,0,1,3,0,2,0,0,0,0,4,2,5,11,6,0,17,0,0,0,17,10,5,16,1,3,9,4
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.01,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0,0.22,0,0,0,0.05,0.01,0.01,0.01,0.03,0.01,0.02,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,acdf,,,,acd,,,,,,c,
,Indian,36,14,11,20,19,21,10,27,0,15,21,1,0,2,1,1,0,6,11,2,2,1,10,20,16,0,0,36,0,0,36,21,15,36,0,2,12,21
,,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0,0.02,0.02,0.02,0,0.01,0.01,0.01,0,0.03,0.07,0.01,0.01,0.01,0.04,0.02,0.02,0,0,0.3,0,0,0.11,0.02,0.02,0.02,0,0.01,0.02,0.02
,,,,,,,,,,,,,,,,,,,bj,bcdefijk,,,,bcejk,,,,,abdf,,,abd,,,,,,,
,Pakistani,53,27,22,22,43,32,23,30,0,29,24,0,3,13,1,8,0,9,1,2,3,3,10,30,23,0,0,53,0,0,53,23,29,52,1,15,16,21
,,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.02,0,0.03,0.02,0,0.02,0.06,0.01,0.05,0,0.05,0.01,0.01,0.01,0.02,0.04,0.03,0.03,0,0,0.44,0,0,0.16,0.02,0.03,0.03,0.03,0.06,0.03,0.02
,,,,,,,,b,,,,,,,fhijk,,fhij,,fhij,,,,,,,,,,abdf,,,abd,,,,,bc,,
,Bangladeshi,12,8,5,5,10,6,6,6,0,6,6,0,0,1,0,1,0,1,1,0,1,2,5,11,1,0,0,12,0,0,12,6,6,12,0,1,3,8
,,0.01,0.01,0.01,*%,0.01,*%,0.01,*%,0,0.01,0.01,0,0,*%,0,0.01,0,0.01,0.01,0,*%,0.01,0.02,0.01,*%,0,0,0.1,0,0,0.04,0.01,0.01,0.01,0,*%,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,abdf,,,ad,,,,,,,
,Chinese,10,3,5,6,3,9,0,10,0,7,3,0,0,0,1,2,1,0,0,1,0,2,3,8,2,0,0,10,0,0,10,3,7,10,0,1,2,7
,,0.01,*%,0.01,0.01,*%,0.01,0,0.01,0,0.01,*%,0,0,0,0.01,0.01,0.01,0,0,0.01,0,0.01,0.01,0.01,*%,0,0,0.08,0,0,0.03,*%,0.01,0.01,0,*%,*%,0.01
,,,,,,,a,,a,,,,,,,,,,,,,,,,,,,,abdf,,,a,,,,,,,
,Any other Asian background,10,5,5,3,7,6,3,7,0,5,5,0,1,2,0,0,0,1,1,1,1,2,1,9,1,0,0,10,0,0,10,5,5,10,0,2,4,4
,,0.01,0.01,0.01,*%,0.01,*%,0.01,0.01,0,0.01,*%,0,0.01,0.01,0,0,0,0.01,0.01,0.01,*%,0.01,*%,0.01,*%,0,0,0.08,0,0,0.03,*%,0.01,0.01,0,0.01,0.01,*%
,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,abdf,,,a,,,,,,,
,African,90,46,46,35,66,62,30,59,1,50,40,0,9,6,1,9,8,9,6,3,13,10,17,64,26,0,0,0,90,0,90,42,48,90,0,12,23,53
,,0.04,0.06,0.05,0.03,0.05,0.05,0.05,0.04,0.07,0.05,0.04,0,0.06,0.02,0.01,0.05,0.09,0.05,0.03,0.02,0.05,0.06,0.06,0.06,0.03,0,0,0,0.76,0,0.28,0.04,0.05,0.05,0,0.05,0.04,0.04
,,,c,,,,,,,,,,,,,,,acdi,,,,,,ci,b,,,,,abcf,,abc,,,,,,,
,Caribbean,24,11,9,11,14,15,10,14,0,13,11,0,1,1,1,2,0,3,1,1,3,2,9,13,11,0,0,0,24,0,24,10,13,23,1,3,5,14
,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0,0.01,*%,0.01,0.01,0,0.02,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0,0,0,0.2,0,0.07,0.01,0.01,0.01,0.03,0.01,0.01,0.01
,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,abcf,,abc,,,,,,,
,Any other Black/ African/ Caribbean background,5,2,4,0,4,4,1,4,0,1,3,0,0,0,0,0,1,0,0,0,1,0,3,4,1,0,0,0,5,0,5,4,1,5,0,0,2,3
,,*%,*%,*%,0,*%,*%,*%,*%,0,*%,*%,0,0,0,0,0,0.01,0,0,0,*%,0,0.01,*%,*%,0,0,0,0.04,0,0.01,*%,*%,*%,0,0,*%,*%
,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,ac,,a,,,,,,,
,Arab,4,2,2,2,4,3,2,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,4,4,2,2,4,0,0,1,3
,,*%,*%,*%,*%,*%,*%,*%,*%,0,*%,*%,0,0.01,0,0,0,0,0,0,0,0,0,0.01,*%,*%,0,0,0,0,0.27,0.01,*%,*%,*%,0,0,*%,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,
,Middle Eastern,3,1,2,0,2,2,2,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,3,3,1,2,3,0,2,1,0
,,*%,*%,*%,0,*%,*%,*%,*%,0,*%,*%,0,0,*%,0,0.01,0,0,0,0,*%,0,0,*%,*%,0,0,0,0,0.21,0.01,*%,*%,*%,0,0.01,*%,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,c,,
,My ethnicity is not listed,2,2,1,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,1,1,2,0,0,0,2
,,*%,*%,*%,*%,*%,*%,*%,*%,0,*%,*%,0,0,0,0,0.01,0,0,0,0,*%,0,0,*%,0,0,0,0,0,0.13,0.01,*%,*%,*%,0,0,0,*%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,
,Prefer not to say,6,3,0,4,4,3,0,6,0,1,5,0,0,2,0,0,0,2,0,0,0,1,1,3,3,0,0,0,0,6,0,4,2,6,0,0,0,5
,,*%,*%,0,*%,*%,*%,0,*%,0,*%,*%,0,0,0.01,0,0,0,0.01,0,0,0,0.01,*%,*%,*%,0,0,0,0,0.39,0,*%,*%,*%,0,0,0,*%
,Don't know,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
,,*%,0,0,*%,0,*%,0,*%,0,0,*%,0,0,0,0,0,0,0,0,0,0,0.01,0,0,*%,0,0,0,0,0,0,*%,0,*%,0,0,0,*%
,NET: White,1685,641,805,889,1191,1073,480,1190,14,808,875,61,126,194,81,136,76,140,138,149,237,151,195,923,762,1685,0,0,0,0,0,866,790,1657,28,185,467,1001
,,0.84,0.8,0.84,0.86,0.84,0.83,0.79,0.85,0.93,0.83,0.84,0.98,0.86,0.83,0.89,0.83,0.85,0.78,0.85,0.92,0.88,0.83,0.72,0.81,0.86,1,0,0,0,0,0,0.84,0.83,0.84,0.86,0.77,0.84,0.85
,,,,a,a,,,,a,,,,bcdefghjkl,l,l,gl,l,l,,l,cegkl,gl,l,,,a,bcdf,,,,,,,,,,,a,a
,NET: Mixed/multiple,75,42,36,33,56,53,36,39,0,34,41,0,6,11,5,4,4,10,4,4,7,7,14,45,30,0,75,0,0,0,75,38,35,72,3,17,23,34
,,0.04,0.05,0.04,0.03,0.04,0.04,0.06,0.03,0,0.03,0.04,0,0.04,0.05,0.05,0.02,0.04,0.05,0.03,0.02,0.02,0.04,0.05,0.04,0.03,0,1,0,0,0,0.23,0.04,0.04,0.04,0.08,0.07,0.04,0.03
,,,c,,,,,b,,,,,,,,,,,,,,,,,,,,acdf,,,,acd,,,,,c,,
