Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,,,befgi,,,,,fi,,,,,,,,,,,,,jk,,,d,,,,,abdhi,,,,,,,,a,
,"I'd still vote for the party that was responsible, and would feel more positively towards them",231,122,107,30,49,30,39,31,53,79,68,83,5,24,23,12,26,16,29,10,13,32,13,29,186,69,71,42,49,47,82,15,2,8,7,*,4,45,46,118,61
,,0.11,0.12,0.1,0.13,0.14,0.09,0.1,0.1,0.11,0.13,0.1,0.11,0.07,0.14,0.1,0.14,0.15,0.16,0.16,0.07,0.07,0.11,0.07,0.11,0.11,0.12,0.12,0.1,0.1,0.08,0.16,0.13,0.08,0.22,0.12,0.05,0.08,0.1,0.06,0.16,0.11
,,,,,,,,,,,,,,,hik,,,hik,hik,hikm,,,,,,,,,,,,ai,,,ai,,,,,,ac,a
,Don't know,560,188,368,65,99,83,103,88,121,164,187,209,17,44,79,23,58,28,51,28,66,65,39,61,471,126,176,97,161,123,144,20,5,6,14,5,12,144,169,175,151
,,0.27,0.18,0.34,0.28,0.28,0.25,0.28,0.29,0.25,0.28,0.27,0.27,0.27,0.25,0.34,0.27,0.34,0.27,0.28,0.19,0.36,0.23,0.2,0.22,0.27,0.22,0.3,0.23,0.32,0.2,0.28,0.17,0.18,0.16,0.23,0.63,0.24,0.31,0.24,0.24,0.28
,,,,a,,,,,,,,,,,,hjklm,,hjklm,,h,,bhjklm,,,,h,,ac,,ac,,ac,,,,,,,ac,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
