Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,0.13,0.12,0.14,0.08,0.11,0.12,0.13,0.16,0.16,0.1,0.12,0.16,0.13,0.09,0.14,0.13,0.15,0.12,0.13,0.16,0.11,0.11,0.14,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.13,0.13,0.14,0.06,0.09,0.07,0.12,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.15,0.13,0.13,0.13,0.12
,,,,a,,a,ag,ag,abcgh,abcdgh,,ag,abcdgh,,,b,b,bi,,b,bfi,,,a,,,,,,,,,,bcd,,,,,,,,,,,,,,,,,,,abcd,,,,
,NET: Rank 1,364,207,155,65,91,65,46,39,59,156,111,98,44,25,22,44,30,45,66,32,56,123,241,82,136,82,43,22,218,146,191,171,260,13,56,25,9,267,90,49,40,333,22,252,108,281,82,218,78,89,52,106,241,120,220,136
,,0.06,0.07,0.05,0.08,0.09,0.06,0.05,0.04,0.04,0.08,0.06,0.04,0.05,0.09,0.04,0.07,0.06,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.07,0.05,0.04,0.06,0.05,0.05,0.07,0.05,0.1,0.1,0.1,0.07,0.07,0.04,0.04,0.04,0.06,0.04,0.07,0.05,0.06,0.05,0.07,0.08,0.07,0.06,0.05,0.07,0.05,0.06,0.05
,,,b,,defhi,cdefhi,efi,,,,cdefhi,i,,,ch,,c,,ch,c,,,,,,e,e,,,,,,a,,a,a,a,,bcd,,,,,,b,,,,e,e,e,,,b,,,
,NET: Rank 1-3,1305,668,628,203,268,243,189,162,241,471,432,402,174,69,111,111,116,131,262,124,206,459,846,315,464,271,174,80,779,525,684,617,1006,37,150,76,31,875,414,235,192,1190,98,832,440,980,308,749,258,281,210,394,815,457,736,527
,,0.21,0.22,0.2,0.25,0.26,0.24,0.19,0.17,0.17,0.25,0.21,0.17,0.21,0.24,0.18,0.17,0.21,0.21,0.25,0.18,0.21,0.21,0.21,0.22,0.22,0.22,0.19,0.14,0.22,0.19,0.19,0.24,0.2,0.29,0.27,0.31,0.24,0.22,0.19,0.19,0.18,0.21,0.2,0.22,0.2,0.22,0.18,0.24,0.26,0.23,0.23,0.17,0.22,0.19,0.21,0.21
,,,b,,defi,defhi,defi,,,,defhi,efi,,,dh,,,,,acdfhi,,d,,,eg,deg,e,,,deg,e,,a,,a,a,a,,bd,,,,,,,,b,,e,e,e,e,,b,,,
,NET: Rank 1-5,2306,1141,1153,348,443,389,351,308,467,791,740,775,317,110,211,202,205,236,415,248,361,803,1504,551,802,466,319,168,1353,953,1295,1006,1857,56,223,112,50,1526,754,431,365,2080,190,1388,843,1667,609,1194,390,466,339,816,1360,871,1292,934
,,0.37,0.38,0.36,0.42,0.43,0.39,0.35,0.32,0.33,0.42,0.37,0.33,0.39,0.38,0.35,0.31,0.38,0.37,0.4,0.36,0.37,0.37,0.37,0.39,0.38,0.38,0.34,0.3,0.39,0.35,0.36,0.39,0.36,0.43,0.4,0.46,0.38,0.38,0.35,0.35,0.34,0.37,0.39,0.36,0.38,0.37,0.36,0.38,0.4,0.38,0.38,0.35,0.37,0.37,0.37,0.37
,,,,,defhi,defhi,efi,,,,cdefhi,ei,,d,,,,d,d,cdh,,d,,,deg,eg,e,,,deg,,,,,a,,a,,bd,,,,,,,,,,e,e,,,,,,,
,NET: Rank 1-7,3743,1782,1943,486,656,598,579,578,846,1142,1178,1424,506,171,351,363,335,375,643,428,571,1229,2514,893,1264,759,518,309,2157,1586,2121,1611,3105,77,323,146,78,2445,1260,709,633,3381,301,2240,1378,2685,1004,1802,585,709,508,1427,2196,1419,2080,1511
,,0.6,0.59,0.61,0.59,0.63,0.6,0.58,0.6,0.6,0.61,0.59,0.6,0.62,0.58,0.57,0.56,0.62,0.59,0.63,0.61,0.59,0.57,0.62,0.63,0.61,0.61,0.56,0.56,0.61,0.58,0.59,0.62,0.6,0.59,0.58,0.6,0.6,0.61,0.58,0.58,0.59,0.6,0.62,0.59,0.63,0.6,0.6,0.58,0.6,0.58,0.56,0.61,0.6,0.6,0.6,0.61
,,,,,,dh,,,,,,,,d,,,,d,,cd,,,,a,deg,d,d,,,deg,,,,,,,,,b,,,,,,,a,,,,,,,ad,,,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
