Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q19_W3.1. Use a food bank: Which of the following, if any, have you done or do you plan to do as a result of the rising cost of living?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,I am currently doing this,727,355,365,137,162,156,123,83,67,298,279,151,381,346,105,185,150,128,160,290,437,424,299,578,28,72,42,6,315,409,290,184,609,97,480,238,588,135,449,182,165,102,219,498,213,507,200
,,0.08,0.08,0.08,0.12,0.11,0.11,0.09,0.06,0.03,0.11,0.1,0.04,0.12,0.06,0.05,0.06,0.08,0.09,0.19,0.06,0.11,0.08,0.08,0.08,0.16,0.1,0.14,0.04,0.05,0.13,0.16,0.12,0.08,0.14,0.09,0.08,0.09,0.06,0.1,0.13,0.09,0.08,0.06,0.09,0.06,0.1,0.06
,,,,,defi,defi,defi,efi,fi,,defi,efi,,b,,,,abf,abf,abcdfg,,abcf,,,,ace,a,ae,,,a,abd,a,,a,,,b,,de,acde,e,,,b,,b,
,I have done this previously but don't anticipate doing it in the future,766,373,391,188,200,132,127,75,44,388,259,119,357,410,135,201,161,150,119,336,430,440,314,580,20,85,47,31,367,392,268,185,659,80,520,221,611,148,527,182,215,130,175,527,214,540,203
,,0.09,0.09,0.08,0.16,0.13,0.09,0.09,0.05,0.02,0.15,0.09,0.03,0.12,0.07,0.07,0.07,0.09,0.11,0.14,0.07,0.11,0.09,0.08,0.08,0.12,0.12,0.15,0.2,0.06,0.13,0.15,0.12,0.08,0.11,0.09,0.07,0.09,0.06,0.12,0.13,0.12,0.1,0.05,0.1,0.06,0.11,0.06
,,,,,cdefhi,cdefhi,efi,efi,fi,,cdefhi,efi,f,b,,,,abf,abf,abcdfg,,abcf,,,,a,a,a,a,,a,abd,a,,a,b,,b,,e,de,e,e,,b,,b,
,I've not done this yet but will in the next month,522,275,247,131,140,110,75,41,25,271,185,67,225,297,116,163,120,73,50,279,243,253,258,345,15,93,36,31,312,205,131,72,445,60,366,146,421,96,373,128,142,103,110,373,139,347,161
,,0.06,0.06,0.05,0.11,0.09,0.08,0.05,0.03,0.01,0.1,0.06,0.02,0.07,0.05,0.06,0.06,0.07,0.05,0.06,0.06,0.06,0.05,0.07,0.05,0.09,0.13,0.12,0.2,0.05,0.07,0.07,0.05,0.06,0.08,0.07,0.05,0.07,0.04,0.08,0.09,0.08,0.08,0.03,0.07,0.04,0.07,0.04
,,,b,,cdefhi,defhi,defi,efi,fi,,cdefhi,efi,,b,,,,,,,,,,a,,a,a,a,ab,,ad,ad,,,a,b,,b,,e,e,e,e,,b,,b,
,I've not done this but may do in the next six months,1022,469,544,162,218,178,203,137,123,380,382,260,404,618,166,296,221,213,126,462,560,595,414,836,25,102,37,18,564,427,293,212,908,92,588,392,744,255,568,151,229,188,309,612,375,645,340
,,0.11,0.11,0.12,0.14,0.15,0.12,0.14,0.1,0.06,0.14,0.13,0.08,0.13,0.11,0.08,0.1,0.12,0.16,0.15,0.09,0.14,0.12,0.11,0.11,0.15,0.14,0.12,0.11,0.1,0.14,0.17,0.14,0.11,0.13,0.11,0.13,0.12,0.11,0.13,0.11,0.13,0.15,0.09,0.12,0.11,0.13,0.09
,,,,,efi,efi,efi,efi,fi,,efi,efi,,b,,,a,abf,abcf,abf,,abf,,,,,a,,,,a,abd,a,,,,a,,,be,,e,be,,,,b,
,I've not done this and don't anticipate doing it in the future,5598,2713,2860,506,707,780,850,1006,1749,1213,1630,2755,1590,4008,1428,2005,1089,747,328,3434,2164,3200,2379,5004,71,314,125,68,3962,1585,721,844,5166,350,3397,1976,3885,1643,2400,729,975,696,2452,3114,2280,2788,2601
,,0.62,0.63,0.62,0.43,0.48,0.55,0.59,0.72,0.86,0.46,0.57,0.8,0.51,0.68,0.71,0.68,0.6,0.55,0.4,0.69,0.54,0.62,0.63,0.66,0.42,0.44,0.41,0.42,0.69,0.51,0.41,0.55,0.64,0.49,0.62,0.63,0.6,0.69,0.54,0.52,0.55,0.55,0.73,0.59,0.68,0.56,0.72
,,,,,,a,abg,abcg,abcdgh,abcdeghi,,abg,abcdegh,,a,bcdefg,cdeg,deg,e,,cdeg,e,,,bcde,,,,,bcd,c,,bc,b,,,,,a,,,,,abcd,,a,,a
,Don't know,340,130,205,51,61,71,68,55,33,112,140,89,141,199,55,112,71,56,46,167,174,214,110,255,9,47,17,5,206,119,72,50,297,31,166,145,217,103,143,32,57,54,108,155,147,167,120
,,0.04,0.03,0.04,0.04,0.04,0.05,0.05,0.04,0.02,0.04,0.05,0.03,0.05,0.03,0.03,0.04,0.04,0.04,0.06,0.03,0.04,0.04,0.03,0.03,0.06,0.07,0.05,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.03,0.04,0.03,0.03
,,,,a,fi,fi,fi,fi,fi,,fi,fi,,b,,,a,a,a,abf,,af,b,,,,a,a,,,,,,,,,a,,a,,,,b,,,a,,
,NET: Currenty/have previously done this,1494,728,757,324,362,288,250,159,111,686,538,270,738,756,240,386,311,278,279,626,868,864,614,1158,48,157,89,38,681,802,558,368,1267,177,1000,459,1198,283,976,364,379,233,394,1026,427,1047,403
,,0.17,0.17,0.16,0.28,0.24,0.2,0.17,0.11,0.05,0.26,0.19,0.08,0.24,0.13,0.12,0.13,0.17,0.2,0.34,0.13,0.22,0.17,0.16,0.15,0.29,0.22,0.29,0.24,0.12,0.26,0.31,0.24,0.16,0.25,0.18,0.15,0.19,0.12,0.22,0.26,0.21,0.18,0.12,0.19,0.13,0.21,0.11
,,,,,cdefhi,cdefhi,defi,efi,fi,,cdefhi,efi,f,b,,,,abf,abcf,abcdfg,,abcf,,,,ac,a,ac,,,a,abd,a,,a,b,,b,,de,acde,de,e,,b,,b,
,NET: Will/might do this,1544,744,791,293,358,288,279,179,149,650,567,327,629,916,282,459,341,286,176,741,803,848,671,1181,40,195,73,50,877,632,424,284,1354,151,954,538,1166,351,940,279,371,291,419,985,513,993,500
,,0.17,0.17,0.17,0.25,0.24,0.2,0.19,0.13,0.07,0.24,0.2,0.1,0.2,0.16,0.14,0.15,0.19,0.21,0.21,0.15,0.2,0.17,0.18,0.16,0.24,0.27,0.24,0.31,0.15,0.2,0.24,0.18,0.17,0.21,0.17,0.17,0.18,0.15,0.21,0.2,0.21,0.23,0.12,0.19,0.15,0.2,0.14
,,,,,cdefhi,cdefhi,efi,efi,fi,,cdefhi,efi,f,b,,,,abf,abf,abf,,abf,,,,a,a,a,a,,a,abd,a,,a,,,b,,e,e,e,e,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
