Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57
,,,,,cdefhi,efi,efi,efi,,,defhi,efi,,h,h,,,cfh,,h,,fh,b,,,a,,ac,acf,,ac,,a,,a,a,a,,,a,a,a,,a,b,,b,,de,acde,e,e,,b,,b,
,I have done this previously but don't anticipate doing it in the future,383,203,179,111,113,70,45,19,25,224,115,44,44,21,34,54,27,32,60,28,83,162,222,87,114,85,73,25,200,183,195,187,258,17,61,24,22,201,176,114,75,331,38,285,89,329,50,291,122,107,63,63,302,77,290,85
,,0.06,0.07,0.06,0.13,0.11,0.07,0.04,0.02,0.02,0.12,0.06,0.02,0.05,0.07,0.06,0.08,0.05,0.05,0.06,0.04,0.09,0.07,0.05,0.06,0.05,0.07,0.08,0.05,0.06,0.07,0.05,0.07,0.05,0.13,0.11,0.1,0.17,0.05,0.08,0.09,0.07,0.06,0.08,0.07,0.04,0.07,0.03,0.09,0.12,0.09,0.07,0.03,0.08,0.03,0.08,0.03
,,,,,cdefhi,cdefhi,defi,efi,,,cdefhi,efi,,,h,,acefgh,,,,,acefgh,b,,,,,bef,,,,,a,,a,a,a,a,,a,ad,a,,,b,,b,,de,acde,e,e,,b,,b,
,I've not done this yet but will in the next month,391,215,175,94,100,72,69,32,25,193,141,57,44,20,37,62,41,37,38,29,85,188,203,87,110,86,62,47,196,195,197,187,288,10,56,21,16,224,163,111,77,336,42,266,112,314,72,280,90,111,78,88,261,123,269,109
,,0.06,0.07,0.05,0.11,0.1,0.07,0.07,0.03,0.02,0.1,0.07,0.02,0.05,0.07,0.06,0.1,0.08,0.06,0.04,0.04,0.09,0.09,0.05,0.06,0.05,0.07,0.07,0.09,0.06,0.07,0.05,0.07,0.06,0.08,0.1,0.09,0.12,0.06,0.08,0.09,0.07,0.06,0.09,0.07,0.05,0.07,0.04,0.09,0.09,0.09,0.09,0.04,0.07,0.05,0.08,0.04
,,,b,,cdefhi,cdefhi,efi,efi,f,,cdefhi,efi,,,g,g,acfgh,gh,g,,,acfgh,b,,,,,,bf,,bf,,a,,,a,a,,,a,a,a,,a,b,,b,,e,e,e,e,,b,,b,
,I've not done this but may do in the next six months,560,261,293,103,127,119,96,63,52,230,215,115,69,21,39,64,50,69,100,53,95,221,338,122,180,130,71,57,302,258,306,248,427,11,71,33,15,333,214,144,92,500,43,375,172,459,93,360,100,149,111,141,374,174,354,193
,,0.09,0.09,0.09,0.12,0.12,0.12,0.1,0.07,0.04,0.12,0.11,0.05,0.08,0.07,0.06,0.1,0.09,0.11,0.1,0.08,0.1,0.1,0.08,0.09,0.09,0.11,0.08,0.1,0.09,0.09,0.09,0.1,0.08,0.09,0.13,0.14,0.11,0.08,0.1,0.12,0.09,0.09,0.09,0.1,0.08,0.1,0.06,0.12,0.1,0.12,0.12,0.06,0.1,0.07,0.1,0.08
,,,,,efi,defi,efi,efi,fi,,defi,efi,,,,,c,,ch,c,,c,b,,,,df,,,,,,,,,a,a,,,a,ad,,,,b,,b,,e,e,e,e,,b,,b,
,I've not done this and don't anticipate doing it in the future,4076,1982,2077,357,549,577,646,724,1224,906,1223,1948,530,188,429,387,343,432,688,531,550,1238,2838,1002,1424,790,579,281,2426,1651,2382,1667,3556,63,259,124,61,2819,1214,589,643,3733,277,2394,1523,2780,1247,1749,520,699,530,1790,2201,1727,2084,1832
,,0.65,0.66,0.65,0.43,0.53,0.57,0.64,0.75,0.87,0.49,0.61,0.82,0.65,0.64,0.7,0.6,0.63,0.68,0.67,0.76,0.57,0.57,0.69,0.7,0.68,0.64,0.62,0.51,0.69,0.61,0.67,0.64,0.69,0.48,0.46,0.51,0.47,0.7,0.56,0.48,0.6,0.66,0.57,0.63,0.69,0.62,0.75,0.56,0.53,0.57,0.59,0.76,0.61,0.73,0.6,0.73
,,,,,,ag,abg,abcg,abcdgh,abcdeghi,a,abcg,abcdegh,di,i,adei,,i,di,di,abcdefgi,,,a,cdeg,cdeg,e,e,,cdeg,e,b,,bcde,,,,,bcd,c,,bc,b,,,a,,a,,,,b,abcd,,a,,a
,Don't know,514,207,302,83,78,101,96,103,53,161,197,156,90,25,47,50,43,44,86,37,92,196,317,73,148,103,89,101,222,292,338,166,401,18,60,20,6,268,235,156,107,448,52,254,220,320,164,205,44,92,69,191,260,199,274,183
,,0.08,0.07,0.09,0.1,0.07,0.1,0.1,0.11,0.04,0.09,0.1,0.07,0.11,0.08,0.08,0.08,0.08,0.07,0.08,0.05,0.1,0.09,0.08,0.05,0.07,0.08,0.1,0.18,0.06,0.11,0.09,0.06,0.08,0.13,0.11,0.08,0.05,0.07,0.11,0.13,0.1,0.08,0.11,0.07,0.1,0.07,0.1,0.07,0.04,0.07,0.08,0.08,0.07,0.08,0.08,0.07
,,,,a,fi,f,bfi,fi,bfi,,fi,bfi,f,cdfh,,,,,,h,,h,,,,a,af,abf,abcdfg,,abcf,b,,,ad,a,,,,a,ad,a,,a,,a,,a,b,,b,b,ab,,,,
,NET: Currenty/have previously done this,699,342,355,186,187,135,99,39,53,373,234,92,84,40,60,84,66,58,116,47,145,311,388,143,224,133,132,68,367,333,356,341,481,28,112,45,32,360,331,216,148,605,72,515,171,603,92,515,225,178,111,136,539,154,506,178
,,0.11,0.11,0.11,0.23,0.18,0.13,0.1,0.04,0.04,0.2,0.12,0.04,0.1,0.14,0.1,0.13,0.12,0.09,0.11,0.07,0.15,0.14,0.1,0.1,0.11,0.11,0.14,0.12,0.1,0.12,0.1,0.13,0.09,0.22,0.2,0.19,0.25,0.09,0.15,0.18,0.14,0.11,0.15,0.14,0.08,0.13,0.06,0.17,0.23,0.15,0.12,0.06,0.15,0.06,0.15,0.07
,,,,,bcdefhi,cdefhi,defi,efi,,,cdefhi,efi,,h,fh,h,fh,h,,h,,acfgh,b,,,,,abcf,,,af,,a,,a,a,a,a,,a,ad,a,,a,b,,b,,de,acde,e,e,,b,,b,
,NET: Will/might do this,951,476,467,196,227,191,165,95,77,423,356,171,113,41,76,126,91,106,137,82,180,410,541,208,290,217,133,104,498,453,503,435,715,21,127,55,30,557,377,255,169,836,85,642,284,773,165,640,191,260,189,229,635,297,623,303
,,0.15,0.16,0.15,0.24,0.22,0.19,0.16,0.1,0.05,0.23,0.18,0.07,0.14,0.14,0.12,0.19,0.17,0.17,0.13,0.12,0.19,0.19,0.13,0.15,0.14,0.17,0.14,0.19,0.14,0.17,0.14,0.17,0.14,0.16,0.23,0.22,0.23,0.14,0.17,0.21,0.16,0.15,0.17,0.17,0.13,0.17,0.1,0.21,0.19,0.21,0.21,0.1,0.17,0.12,0.18,0.12
,,,,,cdefhi,defhi,efi,efi,fi,,cdefhi,efi,,,,,abcgh,ch,ch,,,acgh,b,,,,abf,,abdf,,bf,,a,,,ab,a,,,a,abd,,,,b,,b,,e,e,e,e,,b,,b,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i - a,b - a,b,c,d,e,f,g - a,b - a,b,c,d,e - a,b,c,d - a,b - a,b - a,b - a,b,c,d,e - a,b - a,b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
