Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,P035983 NSPCC Parents Nat Rep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q5b_7. Bullying: To what extent do you feel equipped, if at all, to help your child/chilren aged 6 - 11, navigate the following?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All those with children aged 6 - 11 who are concerned about each statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age of child,,,Gender of child,,Age of parent,,,Gender of parent,,Regions,,,,,,,,,,,,SEG,,Ethnicity of parent,,,,,,Parental / Guardianship status,,,,Perspective on challenges relating to gender,,
,,Total,0-5,6-11,12-18,Male,Female,18-34,35-64,65+,Male,Female,Northern Ireland,Scotland,North-West,North-East,Yorkshire & The Humber,Wales,West Midlands,East Midlands,South-West,South-East,East of England,London,ABC1,C2DE,White,Mixed/multiple,Asian or Asian British,Black or Black British,Another ethnicity,NET: Ethnic minority,Mother,Father,Parents,Gaurdian,Growing up as a boy is more challenging,Growing up as a girl is more challenging,Equally difficult
,Significance Level: 95%,,a,b,c,a,b,a,b,*c,a,b,*a,b,c,*d,e,*f,g,h,i,j,k,l,a,b,a,*b,c,d,*e,f,a,b,c,*d,a,b,c
,Unweighted Total,571,203,571,211,440,398,155,414,2,248,322,19,46,54,28,54,25,54,35,51,72,55,78,342,229,478,23,31,37,2,93,314,246,560,11,55,157,346
,Total,569,201,569,213,439,396,151,416,2,264,304,22,46,55,27,51,24,53,38,49,70,55,79,341,228,477,22,31,37,2,93,297,262,558,11,56,157,343
,Very equipped (5.0),90,35,90,40,70,64,33,57,0,53,37,5,2,10,4,6,7,7,8,7,12,7,17,52,38,76,2,2,10,0,14,36,54,90,0,15,26,47
,,0.16,0.18,0.16,0.19,0.16,0.16,0.22,0.14,0,0.2,0.12,0.21,0.05,0.19,0.15,0.11,0.28,0.13,0.2,0.14,0.17,0.13,0.21,0.15,0.17,0.16,0.08,0.07,0.28,0,0.15,0.12,0.21,0.16,0,0.27,0.17,0.14
,,,,,,,,b,,,b,,,,b,,,,,b,,,,b,,,,,,c,,,,a,,,c,,
,Somewhat equipped (4.0),263,83,263,104,205,184,60,202,1,117,146,10,25,26,11,21,7,22,19,23,32,28,39,159,104,220,10,18,14,1,43,142,115,256,7,24,67,166
,,0.46,0.41,0.46,0.49,0.47,0.47,0.4,0.49,0.5,0.44,0.48,0.47,0.54,0.48,0.39,0.41,0.28,0.41,0.51,0.47,0.46,0.5,0.5,0.47,0.45,0.46,0.43,0.58,0.38,0.47,0.46,0.48,0.44,0.46,0.64,0.43,0.43,0.48
,Neither equipped nor unequipped (3.0),116,43,116,36,89,83,32,83,1,52,64,2,12,11,10,16,6,9,9,11,11,8,11,67,48,98,6,5,7,0,18,61,52,113,3,5,37,71
,,0.2,0.21,0.2,0.17,0.2,0.21,0.21,0.2,0.5,0.2,0.21,0.11,0.26,0.2,0.36,0.32,0.24,0.17,0.23,0.23,0.15,0.15,0.14,0.2,0.21,0.21,0.26,0.16,0.18,0,0.19,0.2,0.2,0.2,0.27,0.09,0.23,0.21
,,,,,,,,,,,,,,,,,jkl,,,,,,,,,,,,,,,,,,,,,a,a
,Somewhat unequipped (2.0),75,27,75,25,59,49,16,59,0,34,41,2,6,7,1,6,4,11,2,7,12,11,7,51,24,62,4,5,3,1,13,42,33,74,1,7,21,46
,,0.13,0.13,0.13,0.12,0.13,0.12,0.11,0.14,0,0.13,0.14,0.1,0.13,0.13,0.03,0.11,0.16,0.2,0.06,0.14,0.17,0.2,0.09,0.15,0.11,0.13,0.18,0.16,0.08,0.53,0.14,0.14,0.13,0.13,0.09,0.13,0.13,0.14
,Not at all equipped (1.0),16,8,16,5,11,9,5,11,0,6,9,0,1,0,1,2,0,3,0,0,4,0,5,8,8,14,1,0,1,0,2,9,6,16,0,4,4,8
