Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.19,0.15,0.13,0.1,0.08,0.15,0.09,0.09,0.09,0.07,0.14,0.11,0.09,0.1,0.1,0.12,0.13,0.08,0.1,0.15,0.14,0.08,0.07,0.14,0.1,0.09,0.17,0.03,0.09,0.17,0.05,0.14,0.1,0.13,0.15,0.07,0.12,0.16,0.13,0.09,0.1,0.11,0.15,0.16,0.11,0.16,0.12,0.1,0.11,0.13,0.14,0.08,0.07,0.11,0.19,0.3,0.06,0.21,0.14,0.1,0.05,0.14,0.07,0.06,0.23,0.37,0.09,0.04,0.1,0.1,0,0.1,0.21,0.14,0.15,0.09,0.09,0.12,0.11,0.1,0.15,0,0.2,0.17,0.09,0.17,0.14,0.1,0.11,0.09,0.09,0.09,0.11,0.07,0.09,0.07,0.09,0.09,0.08,0.1,0.08,0.09,0.08,0.07,0.1,0.22,0.1,0.09,0.11,0.11,0.11,0.08,0.11,0.1,0.14,0.11,0.09,0.12,0.13,0.22,0.09,0.11,0.1,0.15,0.12,0.11,0.11,0.08
,,,,,,,,,,,,,de,e,,,,bcdegh,,,,,bdh,,,,,e,,,,d,,,,,,,bej,,,bej,,bej,,be,be,,e,bej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,j,,abj,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,
,£50 - £99,123,52,34,38,24,39,89,15,72,50,43,8,27,9,7,55,44,79,36,36,7,15,108,79,41,47,75,28,19,35,34,6,17,3,18,9,1,7,7,2,5,8,16,7,18,12,20,14,5,16,26,44,18,13,6,117,6,58,65,91,6,11,12,2,88,3,0,0,2,2,2,1,2,2,3,2,2,7,4,1,1,1,98,5,10,10,81,71,11,17,16,1,0,0,6,86,19,14,110,123,87,80,50,17,29,54,36,60,64,66,113,30,66,67,35,106,17,93,83,35,34,60,33,5,25,33,27,20,1,10,2,4,50,35,31,36,46,41,13
,,0.11,0.15,0.12,0.08,0.09,0.11,0.12,0.06,0.11,0.12,0.11,0.07,0.12,0.08,0.06,0.13,0.1,0.12,0.12,0.14,0.08,0.06,0.13,0.12,0.12,0.1,0.13,0.11,0.08,0.11,0.14,0.15,0.1,0.05,0.11,0.1,0.11,0.08,0.14,0.11,0.09,0.07,0.17,0.08,0.18,0.14,0.12,0.11,0.07,0.09,0.1,0.15,0.1,0.13,0.07,0.12,0.07,0.1,0.12,0.11,0.07,0.11,0.13,0.18,0.12,0.2,0,0,0.07,0.08,0.07,0.08,0.05,0.07,0.22,0.25,0.16,0.12,0.2,0.07,0.15,0.25,0.12,0.12,0.08,0.08,0.13,0.12,0.14,0.1,0.11,0.03,0,0,0.12,0.13,0.1,0.09,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.15,0.13,0.11,0.1,0.11,0.11,0.12,0.13,0.11,0.12,0.12,0.11,0.07,0.12,0.12,0.12,0.11,0.03,0.14,0.09,0.03,0.19,0.09,0.1,0.11,0.11,0.12,0.11
,,,c,,,,,d,,,,,,d,,,d,,f,f,f,,,f,f,,,,,,,e,,,,,,,,,,,,ae,,aegl,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd,a,a,,,,
,£100 - £149,124,48,27,48,33,42,92,23,74,48,41,13,23,14,12,49,50,74,39,25,10,25,99,74,29,63,61,26,36,26,32,3,27,10,23,3,0,17,4,5,2,10,10,16,15,9,20,12,5,22,33,33,20,9,7,117,7,56,68,88,8,15,11,2,81,2,0,4,2,1,2,3,3,8,3,1,1,8,2,1,0,2,100,3,8,13,85,77,8,16,14,1,1,2,3,87,12,13,111,124,95,86,49,19,34,56,45,65,67,77,111,25,68,80,46,114,10,98,83,43,39,61,34,11,29,32,18,23,3,6,2,10,26,61,26,36,52,45,19
,,0.11,0.14,0.1,0.1,0.12,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.11,0.13,0.1,0.12,0.11,0.11,0.13,0.1,0.11,0.1,0.12,0.11,0.08,0.13,0.1,0.1,0.16,0.09,0.13,0.08,0.15,0.17,0.14,0.03,0,0.18,0.07,0.22,0.04,0.09,0.11,0.16,0.14,0.1,0.12,0.09,0.07,0.12,0.13,0.12,0.11,0.08,0.08,0.12,0.08,0.1,0.13,0.11,0.1,0.14,0.12,0.17,0.11,0.13,0,0.15,0.08,0.05,0.09,0.2,0.08,0.24,0.2,0.09,0.06,0.13,0.11,0.07,0,0.5,0.12,0.07,0.06,0.11,0.13,0.14,0.1,0.09,0.1,0.06,1,0.56,0.05,0.13,0.07,0.08,0.12,0.11,0.13,0.13,0.12,0.14,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.12,0.07,0.12,0.12,0.13,0.13,0.12,0.12,0.16,0.13,0.12,0.08,0.12,0.13,0.08,0.11,0.07,0.1,0.16,0.09,0.11,0.12,0.13,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,ac,,g,,ag,ag,g,,,bdkl,,,,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,k,k,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,abd,,,,,
,£150 - £199,117,32,32,53,27,41,82,27,74,42,36,13,18,13,14,54,44,74,38,27,9,27,91,74,36,52,66,28,23,30,30,5,16,7,16,12,0,12,8,3,5,11,10,11,7,9,28,8,6,25,34,33,13,5,8,110,8,63,55,79,14,13,11,0,71,3,2,4,5,4,4,0,4,5,2,1,1,9,3,0,0,0,97,1,10,12,79,72,7,18,16,1,0,0,2,89,12,10,105,117,90,85,53,21,30,61,45,62,69,76,108,28,64,82,45,106,11,92,84,42,45,64,23,10,26,25,30,18,0,5,3,7,14,70,25,44,35,28,19
,,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.1,0.09,0.1,0.08,0.12,0.12,0.13,0.1,0.11,0.13,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.14,0.09,0.13,0.09,0.14,0,0.12,0.14,0.15,0.08,0.11,0.1,0.11,0.07,0.11,0.16,0.06,0.09,0.14,0.13,0.12,0.07,0.05,0.09,0.11,0.09,0.11,0.1,0.1,0.16,0.13,0.13,0,0.09,0.17,0.43,0.13,0.22,0.22,0.16,0,0.11,0.16,0.16,0.1,0.09,0.15,0.13,0,0,0,0.12,0.03,0.08,0.1,0.12,0.13,0.1,0.11,0.11,0.05,0,0,0.04,0.13,0.07,0.06,0.11,0.11,0.12,0.13,0.13,0.16,0.12,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.08,0.12,0.13,0.13,0.15,0.12,0.08,0.13,0.12,0.09,0.14,0.1,0,0.07,0.17,0.06,0.05,0.19,0.08,0.14,0.08,0.08,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hk,,,de,de,e,,,,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kl,kl,,,,,,,,ikl,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,,f,,,,,,,abd,,b,,,a
,£200 - £249,110,38,27,45,21,28,67,23,66,42,38,14,19,14,13,38,48,62,33,23,6,27,83,62,30,49,58,22,27,26,28,4,21,7,17,5,3,7,4,2,7,18,13,10,6,8,17,10,9,16,33,21,24,10,8,103,8,47,63,77,8,14,10,0,73,1,0,3,2,4,2,1,7,4,1,2,1,7,2,0,0,0,84,8,9,14,66,61,6,16,14,2,0,0,10,71,19,13,92,110,76,62,43,15,22,49,32,48,52,63,94,24,55,68,32,98,12,86,73,33,33,51,36,3,23,26,28,15,3,9,4,8,19,49,34,23,41,28,13
,,0.1,0.11,0.1,0.1,0.08,0.08,0.09,0.1,0.1,0.1,0.1,0.12,0.09,0.13,0.11,0.09,0.11,0.1,0.11,0.09,0.07,0.11,0.1,0.1,0.09,0.1,0.1,0.08,0.12,0.09,0.11,0.11,0.12,0.12,0.1,0.05,0.33,0.07,0.08,0.1,0.12,0.17,0.13,0.1,0.05,0.1,0.1,0.08,0.13,0.09,0.13,0.07,0.13,0.09,0.09,0.1,0.09,0.08,0.12,0.1,0.1,0.14,0.11,0,0.1,0.05,0,0.1,0.08,0.18,0.08,0.06,0.2,0.12,0.06,0.22,0.06,0.12,0.11,0,0,0,0.1,0.21,0.07,0.12,0.1,0.11,0.08,0.1,0.1,0.1,0,0,0.18,0.11,0.1,0.08,0.1,0.1,0.1,0.1,0.1,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.08,0.11,0.11,0.1,0.11,0.1,0.12,0.04,0.11,0.1,0.13,0.08,0.12,0.12,0.2,0.06,0.07,0.13,0.11,0.08,0.1,0.08,0.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahk,h,,,,,,,,c,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,ab,,,,,
,£250 - £499,122,35,22,64,42,55,90,29,74,47,48,11,25,9,20,46,45,77,39,23,15,31,90,77,40,58,62,33,25,38,22,2,21,3,21,12,2,10,6,1,11,14,10,15,12,7,18,10,7,20,27,25,26,12,12,109,12,66,56,97,6,8,9,2,87,3,0,7,3,1,2,0,4,3,1,0,0,6,2,1,2,0,90,1,20,12,68,60,8,21,18,3,0,0,5,73,25,18,106,122,82,65,46,12,25,49,30,50,53,62,108,24,54,63,36,108,13,85,69,28,24,57,34,7,20,32,22,29,3,9,0,20,34,35,29,35,55,45,14
,,0.11,0.1,0.08,0.14,0.15,0.15,0.12,0.12,0.11,0.12,0.12,0.09,0.12,0.08,0.16,0.11,0.1,0.12,0.13,0.09,0.16,0.13,0.11,0.12,0.12,0.12,0.11,0.13,0.11,0.13,0.09,0.06,0.12,0.06,0.12,0.13,0.22,0.1,0.1,0.03,0.21,0.13,0.11,0.16,0.12,0.09,0.1,0.08,0.1,0.11,0.11,0.09,0.14,0.12,0.14,0.11,0.14,0.12,0.11,0.12,0.07,0.08,0.1,0.22,0.12,0.17,0,0.23,0.13,0.04,0.08,0,0.12,0.09,0.07,0,0,0.11,0.07,0.08,0.33,0,0.11,0.02,0.15,0.1,0.1,0.1,0.11,0.13,0.13,0.14,0,0,0.08,0.11,0.13,0.11,0.11,0.11,0.11,0.1,0.11,0.09,0.1,0.11,0.09,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.09,0.11,0.1,0.09,0.08,0.11,0.12,0.1,0.09,0.12,0.1,0.15,0.12,0.12,0,0.16,0.13,0.09,0.1,0.11,0.13,0.13,0.11
,,,,,b,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,ijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,
,£500 - £749,88,25,19,44,17,31,65,29,57,29,34,6,18,7,14,35,32,56,18,28,11,21,67,56,27,46,41,22,25,22,14,5,16,9,12,10,0,10,10,2,4,12,3,8,6,4,15,11,4,16,16,26,15,10,5,83,5,45,42,63,10,6,9,0,62,1,0,0,2,2,4,2,0,2,2,1,1,6,1,3,0,0,65,3,13,8,51,44,7,12,11,1,0,0,5,53,15,16,69,88,58,52,39,7,21,41,25,44,46,46,75,13,44,46,31,74,14,62,53,33,23,41,24,4,14,28,17,13,5,5,1,10,24,26,28,27,37,32,10
,,0.08,0.08,0.07,0.09,0.06,0.08,0.08,0.12,0.08,0.07,0.09,0.05,0.08,0.07,0.12,0.08,0.07,0.09,0.06,0.11,0.11,0.09,0.08,0.09,0.08,0.09,0.07,0.08,0.11,0.07,0.06,0.13,0.09,0.16,0.07,0.11,0,0.1,0.18,0.1,0.07,0.11,0.03,0.08,0.06,0.05,0.09,0.08,0.06,0.09,0.06,0.09,0.08,0.09,0.05,0.08,0.05,0.08,0.08,0.08,0.12,0.05,0.1,0,0.08,0.04,0,0,0.09,0.09,0.14,0.16,0,0.07,0.11,0.1,0.07,0.09,0.06,0.23,0,0,0.08,0.08,0.1,0.07,0.08,0.08,0.09,0.07,0.08,0.03,0,0,0.1,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.09,0.05,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.06,0.08,0.08,0.09,0.08,0.09,0.08,0.08,0.1,0.08,0.08,0.09,0.05,0.06,0.11,0.08,0.07,0.2,0.07,0.05,0.08,0.09,0.07,0.09,0.09,0.09,0.09,0.08
,,,,,,,,,a,,,,,,,,,,,,c,,,,,,,,,,,,,,abf,,,,f,fhijkl,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abde,,,,,,,,,,
,£750 - £999,71,19,17,36,19,24,56,14,40,31,26,9,14,4,9,25,27,44,19,20,6,19,53,44,24,32,39,18,15,21,15,3,12,3,10,7,0,2,2,2,5,10,6,9,4,4,10,12,5,8,13,24,12,11,4,67,4,38,33,56,5,5,5,0,54,0,0,2,2,1,2,0,5,1,0,0,0,2,2,1,0,0,55,6,5,5,44,39,5,10,10,0,0,0,6,42,14,9,59,71,50,44,26,11,16,31,23,32,36,39,64,17,34,39,24,63,9,50,40,21,11,33,19,5,15,14,17,12,1,8,0,9,23,15,21,18,35,25,8
,,0.07,0.05,0.06,0.08,0.07,0.07,0.07,0.06,0.06,0.08,0.06,0.08,0.06,0.03,0.07,0.06,0.06,0.07,0.06,0.08,0.06,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.05,0.06,0.08,0,0.02,0.03,0.07,0.09,0.09,0.07,0.09,0.04,0.05,0.06,0.09,0.07,0.04,0.05,0.09,0.06,0.1,0.05,0.07,0.05,0.07,0.06,0.07,0.06,0.05,0.05,0,0.07,0,0,0.08,0.08,0.07,0.06,0,0.13,0.03,0,0,0,0.03,0.09,0.09,0,0,0.07,0.16,0.04,0.05,0.07,0.07,0.06,0.06,0.07,0,0,0,0.11,0.06,0.08,0.06,0.06,0.07,0.07,0.07,0.06,0.08,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.04,0.06,0.07,0.07,0.07,0.05,0.08,0.06,0.03,0.1,0,0.07,0.09,0.04,0.07,0.06,0.08,0.07,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,
,"£1,000 - £1,499",64,15,22,27,17,19,40,11,46,19,32,5,12,8,10,26,24,40,15,20,6,14,50,40,29,30,34,12,18,25,5,4,14,5,8,3,0,5,1,0,2,4,5,3,8,9,9,15,3,9,10,14,16,13,2,62,2,36,28,48,7,5,4,0,46,0,0,2,0,1,2,4,2,1,0,0,2,3,1,0,0,0,50,0,10,7,32,27,6,16,14,3,0,0,3,34,8,19,56,64,41,31,18,3,19,20,20,25,26,33,57,11,22,33,21,52,12,37,29,14,9,26,20,6,14,6,14,14,4,3,2,12,23,7,20,17,23,18,5
