Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,,,,afi,,,,,,,,,cefjklm,,,,,ek,cefijklm,,,,,,,,,,b,,,,,,,,b,,,
,Tend to support,457,243,211,68,91,89,86,52,71,159,175,123,9,47,60,19,43,26,42,23,32,65,31,61,375,132,133,96,95,85,161,28,5,10,23,3,5,97,117,174,130
,,0.22,0.24,0.2,0.3,0.25,0.27,0.23,0.17,0.15,0.27,0.25,0.16,0.14,0.27,0.26,0.22,0.25,0.25,0.23,0.16,0.18,0.23,0.16,0.22,0.21,0.23,0.23,0.23,0.19,0.13,0.31,0.24,0.18,0.28,0.38,0.33,0.11,0.21,0.16,0.24,0.24
,,,b,,efi,efi,efi,efi,,,efi,efi,,,hik,hik,,hk,hk,,,,,,,,,,,,,ahi,a,,a,adhi,,,a,,a,a
,Strongly support,319,173,143,41,65,54,60,48,50,107,115,97,18,32,27,12,27,12,21,20,24,43,39,44,256,100,93,74,51,31,138,26,2,11,15,2,16,61,73,150,83
,,0.15,0.17,0.13,0.18,0.18,0.16,0.16,0.15,0.1,0.18,0.16,0.12,0.28,0.18,0.12,0.14,0.16,0.12,0.11,0.14,0.13,0.15,0.2,0.16,0.15,0.17,0.16,0.17,0.1,0.05,0.26,0.22,0.09,0.28,0.24,0.26,0.32,0.13,0.1,0.21,0.16
,,,b,,fi,fi,f,f,f,,fi,fi,,cdfghijlm,,,,,,,,,,cg,,,d,d,d,,,adi,ai,,adi,ai,,adi,a,,ac,a
,Don't know,264,94,166,33,48,49,53,37,45,81,102,81,15,17,36,12,25,17,28,18,23,18,17,39,216,70,64,58,72,42,62,7,2,2,7,2,11,77,64,73,84
,,0.13,0.09,0.16,0.14,0.13,0.15,0.14,0.12,0.09,0.14,0.15,0.1,0.23,0.09,0.15,0.14,0.15,0.16,0.15,0.12,0.12,0.06,0.08,0.14,0.12,0.12,0.11,0.14,0.14,0.07,0.12,0.06,0.06,0.04,0.11,0.27,0.22,0.17,0.09,0.1,0.16
,,,,a,,,fi,fi,,,f,fi,,bjkm,,jk,j,j,jk,j,j,j,,,j,j,,,,,,a,,,,,,acde,abce,,,ab
,Sum: Support,776,416,354,109,157,143,147,99,121,266,290,220,26,79,87,31,70,38,62,43,56,108,70,105,632,232,227,171,146,116,299,54,7,21,38,5,22,158,189,324,213
,,0.37,0.41,0.33,0.47,0.44,0.43,0.4,0.32,0.25,0.45,0.41,0.28,0.42,0.45,0.37,0.36,0.41,0.38,0.34,0.29,0.31,0.38,0.36,0.38,0.36,0.41,0.38,0.4,0.29,0.18,0.57,0.47,0.27,0.56,0.61,0.59,0.43,0.34,0.27,0.45,0.4
,,,b,,efi,efi,efi,efi,f,,efi,efi,,,ghim,,,hi,,,,,,,,,d,d,d,,,acdi,adi,,adi,adi,,a,a,,a,a
,Sum: Oppose,1060,509,549,88,154,140,168,171,314,242,308,485,22,81,111,42,76,47,91,87,103,159,109,131,911,271,300,198,292,471,162,55,18,15,17,1,17,229,459,322,235
,,0.5,0.5,0.51,0.38,0.43,0.42,0.46,0.56,0.66,0.41,0.44,0.62,0.35,0.46,0.47,0.5,0.45,0.46,0.5,0.59,0.57,0.56,0.56,0.48,0.52,0.47,0.51,0.46,0.57,0.75,0.31,0.47,0.68,0.4,0.27,0.14,0.35,0.49,0.64,0.45,0.44
,,,,,,,,,abcdgh,abcdegh,,,abcdegh,,,,,,,,abcefl,abe,abe,ae,,a,,,,abc,bcefhi,,bf,bcefhi,,,,,bf,bc,,
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
