Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,National Lottery Community Fund - CRI - Wave 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Table 182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Q14_W3.1. It will lead to real actions and positive change: COP28 is the 28th UN Climate Change Conference taking place in Dubai in November 2023. This summit will bring key parties together from around the world to work on accelerating action to address climate change. Thinking about the COP28 conference, to what extent do you agree or disagree with each of the following statements?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BASE: All respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gender,,Age,,,,,,,,,IMD ranking,,Social grade,,,,,,,Education,,Ethnicity,,,,,Disability,,,,Sexuality,,Feels like part of their community,,Important to feel part of their community,,Intention to volunteer in 2023,,,,,Strength of local community spirit,,Worried about the impact of climate change on local community,
,,Total,Male,Female,16-24,25-34,35-44,45-54,55-64,65+,18-34,35-54,55+,Deciles 1-3,Deciles 4-10,AB,C1,C2,D,E,ABC1,C2DE,Non-graduates,Graduates,White,Mixed,Asian,Black,Other,No,NET: Yes,Mental health condition,Physical condition,Heterosexual/straight,Lesbian/gay/bisexual,Yes,No,Important,Not important,NET: Yes,"Yes, and I already do","Yes, and I have done previously","Yes, for the first time",No,Strong,Not strong,Worried,Not worried
,Significance Level: 95%,,a,b,a,b,c,d,e,f,g,h,i,a,b,a,b,c,d,e,f,g,a,b,a,b,c,d,e,a,b,c,d,a,b,a,b,a,b,a,b,c,d,e,a,b,a,b
,Unweighted Total,8976,4015,4913,933,1712,1863,1359,1747,1362,2645,3222,3109,3004,5972,2822,2887,1590,1020,657,5709,3267,4583,4333,7653,268,480,491,50,5832,3039,1799,1444,8064,745,5632,3041,6650,2219,4644,1463,1895,1286,3177,5455,3218,5114,3545
,Total,8976,4315,4613,1174,1488,1427,1447,1399,2041,2662,2874,3440,3098,5878,2005,2962,1812,1367,830,4968,4008,5127,3774,7598,168,713,304,160,5726,3137,1774,1545,8083,710,5517,3117,6466,2379,4459,1404,1782,1273,3373,5280,3367,4995,3624
,Strongly agree,847,394,452,225,220,133,116,78,75,445,249,153,365,481,192,266,157,134,97,458,388,416,420,562,32,120,79,46,468,365,248,128,731,86,644,189,747,94,655,294,198,163,130,687,148,687,150
,,0.09,0.09,0.1,0.19,0.15,0.09,0.08,0.06,0.04,0.17,0.09,0.04,0.12,0.08,0.1,0.09,0.09,0.1,0.12,0.09,0.1,0.08,0.11,0.07,0.19,0.17,0.26,0.29,0.08,0.12,0.14,0.08,0.09,0.12,0.12,0.06,0.12,0.04,0.15,0.21,0.11,0.13,0.04,0.13,0.04,0.14,0.04
,,,,,bcdefhi,cdefhi,efi,efi,f,,cdefhi,efi,,b,,,,,,bcf,,,,a,,a,a,abc,ac,,ad,abd,,,a,b,,b,,ce,acde,e,e,,b,,b,
,Tend to agree,2276,1017,1245,358,464,399,370,295,391,821,768,686,813,1463,532,729,482,365,168,1261,1015,1272,984,1832,41,255,94,43,1464,777,451,356,2060,180,1557,649,1852,404,1344,354,564,426,691,1581,640,1580,652
,,0.25,0.24,0.27,0.3,0.31,0.28,0.26,0.21,0.19,0.31,0.27,0.2,0.26,0.25,0.27,0.25,0.27,0.27,0.2,0.25,0.25,0.25,0.26,0.24,0.25,0.36,0.31,0.27,0.26,0.25,0.25,0.23,0.25,0.25,0.28,0.21,0.29,0.17,0.3,0.25,0.32,0.33,0.2,0.3,0.19,0.32,0.18
,,,,a,defhi,cdefhi,efi,efi,,,cdefhi,efi,,,,e,e,e,e,,e,e,,,,,ab,a,,d,,,,,,b,,b,,be,e,be,abe,,b,,b,
,Neither agree nor disagree,2748,1207,1530,276,396,439,450,507,680,672,889,1187,937,1812,548,886,579,450,285,1434,1314,1677,1046,2395,40,194,81,29,1773,941,507,509,2522,183,1677,952,1938,765,1257,357,532,368,1091,1549,1089,1456,1163
,,0.31,0.28,0.33,0.24,0.27,0.31,0.31,0.36,0.33,0.25,0.31,0.35,0.3,0.31,0.27,0.3,0.32,0.33,0.34,0.29,0.33,0.33,0.28,0.32,0.24,0.27,0.27,0.18,0.31,0.3,0.29,0.33,0.31,0.26,0.3,0.31,0.3,0.32,0.28,0.25,0.3,0.29,0.32,0.29,0.32,0.29,0.32
,,,,a,,,abg,abg,abcdgh,abg,,abg,abcdgh,,,,a,af,af,abf,,abf,b,,bde,,,,,,,,bc,b,,,,,,b,,b,b,abd,,a,,a
,Tend to disagree,1894,1018,865,179,247,275,313,314,567,426,588,880,573,1321,492,658,365,241,139,1149,745,1028,859,1717,32,85,27,31,1251,631,321,340,1700,155,1036,794,1243,622,780,238,326,215,854,928,914,853,979
,,0.21,0.24,0.19,0.15,0.17,0.19,0.22,0.22,0.28,0.16,0.2,0.26,0.18,0.22,0.25,0.22,0.2,0.18,0.17,0.23,0.19,0.2,0.23,0.23,0.19,0.12,0.09,0.19,0.22,0.2,0.18,0.22,0.21,0.22,0.19,0.25,0.19,0.26,0.17,0.17,0.18,0.17,0.25,0.18,0.27,0.17,0.27
,,,b,,,,abg,abg,abcg,abcdegh,,abg,abcdegh,,a,bcdeg,deg,,,,cdeg,,,a,cd,cd,,,d,c,,,c,,,,a,,a,,,,,abcd,,a,,a
,Strongly disagree,785,534,244,52,91,112,128,157,244,143,240,402,254,531,185,276,164,95,66,461,324,448,333,733,15,20,13,3,512,265,141,149,697,71,391,372,437,337,290,108,107,74,411,326,420,245,511
,,0.09,0.12,0.05,0.04,0.06,0.08,0.09,0.11,0.12,0.05,0.08,0.12,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.09,0.08,0.09,0.09,0.1,0.09,0.03,0.04,0.02,0.09,0.08,0.08,0.1,0.09,0.1,0.07,0.12,0.07,0.14,0.07,0.08,0.06,0.06,0.12,0.06,0.12,0.05,0.14
,,,b,,,,abg,abg,abcdgh,abcdgh,,abg,abcdgh,,,d,d,,,,d,,,,cd,cd,,,,,,,,,,,a,,a,,,,,abcd,,a,,a
,Don't know,426,146,277,84,70,70,70,47,84,154,140,132,156,270,56,148,66,82,75,204,222,285,132,359,8,38,9,7,258,157,106,63,373,35,213,161,248,157,134,52,55,27,197,209,156,174,170
,,0.05,0.03,0.06,0.07,0.05,0.05,0.05,0.03,0.04,0.06,0.05,0.04,0.05,0.05,0.03,0.05,0.04,0.06,0.09,0.04,0.06,0.06,0.04,0.05,0.05,0.05,0.03,0.04,0.05,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.04,0.07,0.03,0.04,0.03,0.02,0.06,0.04,0.05,0.03,0.05
,,,,a,bcdefhi,e,e,e,,,efi,ei,,,,,ac,,acf,abcdfg,a,acf,b,,,,,,,,,ad,,,,,a,,a,,d,,,abcd,,,,a
,NET: Agree,3122,1411,1697,583,684,531,486,373,466,1266,1017,839,1178,1944,725,995,638,499,265,1719,1403,1689,1404,2394,74,376,173,90,1932,1142,699,485,2791,266,2201,838,2599,498,1999,648,761,589,820,2268,788,2267,801
,,0.35,0.33,0.37,0.5,0.46,0.37,0.34,0.27,0.23,0.48,0.35,0.24,0.38,0.33,0.36,0.34,0.35,0.37,0.32,0.35,0.35,0.33,0.37,0.32,0.44,0.53,0.57,0.56,0.34,0.36,0.39,0.31,0.35,0.37,0.4,0.27,0.4,0.21,0.45,0.46,0.43,0.46,0.24,0.43,0.23,0.45,0.22
,,,,a,cdefhi,cdefhi,defi,efi,f,,cdefhi,efi,,b,,be,,,,,,,,a,,a,ab,ab,a,,ad,abd,,,,b,,b,,e,ce,e,ce,,b,,b,
,NET: Disagree,2680,1551,1108,231,338,387,442,471,811,569,828,1282,827,1852,677,933,529,336,205,1610,1069,1476,1192,2449,46,105,40,34,1762,897,462,489,2397,226,1426,1166,1681,959,1070,347,434,289,1265,1254,1334,1098,1490
,,0.3,0.36,0.24,0.2,0.23,0.27,0.31,0.34,0.4,0.21,0.29,0.37,0.27,0.32,0.34,0.32,0.29,0.25,0.25,0.32,0.27,0.29,0.32,0.32,0.28,0.15,0.13,0.21,0.31,0.29,0.26,0.32,0.3,0.32,0.26,0.37,0.26,0.4,0.24,0.25,0.24,0.23,0.38,0.24,0.4,0.22,0.41
