Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,*%,0.01,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0.02,0.01,0,0.01,0,0.02,0,0,0.01,0.01,*%,0.01,0,0,*%,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,
,18,8,2,3,8,8,3,1,7,0,3,5,0,0,2,0,0,0,0,1,1,1,2,1,2,6,7,0,1,0,0,1,5,3,8,0,0,4,4
,,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.01,0,0.01,0.01,0,0,0.01,0,0,0,0,0.01,0.01,0.01,0.03,0.01,*%,0.01,0.01,0,0.02,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01
,19,6,1,1,6,5,4,0,6,0,2,4,0,0,1,0,0,0,1,0,0,3,0,1,4,2,4,0,2,0,0,2,4,1,5,1,0,1,5
,,0.01,0.01,*%,0.01,0.01,0.01,0,0.01,0,*%,0.01,0,0,0.01,0,0,0,0.01,0,0,0.02,0,0.01,0.01,*%,*%,0,0.04,0,0,0.01,0.01,*%,*%,0.07,0,*%,0.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,
,20,6,0,2,6,4,3,0,6,0,2,4,0,1,0,0,0,0,0,1,1,2,1,0,5,1,6,0,0,0,0,0,4,2,6,0,0,0,6
,,0.01,0,0.01,0.01,0.01,*%,0,0.01,0,*%,0.01,0,0.02,0,0,0,0,0,0.01,0.01,0.02,0.01,0,0.01,*%,0.01,0,0,0,0,0,0.01,*%,0.01,0,0,0,0.01
,21,6,1,3,6,4,5,0,6,0,3,3,0,1,1,1,1,0,1,0,1,0,0,0,3,3,6,0,0,0,0,0,3,2,5,1,1,2,3
,,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01,0,0.02,0.01,0.02,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0.01,*%,*%,0.07,0.01,0.01,*%
,22,10,2,4,10,7,8,2,8,0,2,8,1,0,2,0,1,0,2,0,1,1,0,2,5,5,8,0,2,0,0,2,8,2,10,0,1,2,7
,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,*%,0.02,0.03,0,0.01,0,0.01,0,0.02,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.03,0,0,0.01,0.02,*%,0.01,0,0.01,0.01,0.01
,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,7,2,4,7,4,6,3,4,0,5,2,0,0,3,0,0,1,1,1,0,0,0,1,5,2,7,0,0,0,0,0,2,5,7,0,0,5,2
,,0.01,0.01,0.01,0.01,0.01,0.01,0.02,*%,0,0.01,*%,0,0,0.02,0,0,0.02,0.01,0.01,0,0,0,0.01,0.01,*%,0.01,0,0,0,0,0,*%,0.01,0.01,0,0,0.02,*%
,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,
,Don't know,17,3,6,17,14,14,0,17,0,7,9,0,2,5,1,1,3,2,1,0,1,0,1,7,10,12,1,2,1,1,4,9,6,16,1,4,5,5
,,0.02,0.02,0.02,0.02,0.02,0.02,0,0.02,0,0.01,0.02,0,0.04,0.04,0.02,0.01,0.07,0.02,0.01,0,0.01,0,0.01,0.01,0.02,0.01,0.03,0.03,0.02,0.14,0.03,0.02,0.01,0.02,0.07,0.03,0.02,0.01
,,,,,,,,,,,,,,,,,,ijkl,,,,,,,,,,,,,,,,,,,c,,
,None of these,54,1,36,54,48,41,30,23,1,41,13,0,1,30,2,3,4,3,2,2,2,3,2,8,46,48,0,5,1,0,6,14,40,54,0,4,4,43
,,0.05,0.01,0.09,0.05,0.06,0.06,0.24,0.03,0.06,0.07,0.03,0,0.02,0.21,0.03,0.03,0.1,0.03,0.02,0.03,0.02,0.04,0.01,0.01,0.09,0.05,0,0.09,0.02,0,0.04,0.03,0.07,0.05,0,0.03,0.01,0.07
,,,,ac,a,,,b,,,b,,,,bdeghijkl,,,jl,,,,,,,,a,,,,,,,,a,a,,,,b
,Not Ranked,736,113,249,736,538,467,65,663,8,381,354,26,41,78,40,64,22,73,60,57,101,62,115,398,338,647,23,30,30,5,87,348,378,726,11,97,184,446
,,0.71,0.7,0.63,0.71,0.71,0.67,0.52,0.74,0.57,0.68,0.75,0.79,0.68,0.53,0.73,0.76,0.58,0.76,0.69,0.76,0.78,0.79,0.76,0.73,0.69,0.73,0.7,0.53,0.67,0.71,0.63,0.74,0.69,0.71,0.67,0.75,0.64,0.74
,,,,,b,,,,a,,,a,,,,c,cf,,cf,c,cf,cf,cf,cf,,,cf,,,,,,,,,,b,,b
,NET: 1-3,56,9,25,56,40,45,8,47,1,38,18,2,4,9,2,4,3,3,9,2,7,3,8,31,25,47,4,3,2,0,9,18,37,55,1,5,26,24
,,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.07,0.07,0.04,0.07,0.07,0.06,0.04,0.05,0.08,0.03,0.1,0.03,0.05,0.04,0.05,0.06,0.05,0.05,0.12,0.06,0.05,0,0.07,0.04,0.07,0.05,0.07,0.04,0.09,0.04
,,,,,,,,,,,b,,,,,,,,,g,,,,,,,,,,,,,,a,,,,c,
,NET: 1-23,225,44,103,225,155,175,30,189,5,128,96,7,16,33,12,17,10,18,24,15,25,13,33,131,94,182,9,19,13,1,41,98,123,221,4,23,95,106
,,0.22,0.28,0.26,0.22,0.21,0.25,0.24,0.21,0.36,0.23,0.2,0.21,0.27,0.23,0.22,0.2,0.25,0.19,0.28,0.21,0.19,0.17,0.22,0.24,0.19,0.21,0.27,0.34,0.29,0.16,0.3,0.21,0.22,0.22,0.26,0.18,0.33,0.18
,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,a,,,a,,,,,,ac,
,"Columns Tested: a,b,c - a,b - a,b,c - a,b - a,b,c,d,e,f,g,h,i,j,k,l - a,b - a,b,c,d,e,f - a,b,c,d - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
