Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.09,0.1,0.12,0.05,0.12,0.1,0.09,0.06,0.1,0.04,0.12,0.13,0.09,0.11,0.14,0.05,0.11,0.08,0.07,0.09,0.1,0.13,0.07,0.08,0.07,0.09,0.08,0.09,0.1,0.07,0.1,0.05,0.1,0.07,0.13,0.02,0,0.04,0.02,0.07,0.18,0.12,0.14,0.06,0.11,0.09,0.08,0.07,0.06,0.06,0.08,0.07,0.14,0.26,0,0.09,0,0.12,0.06,0.08,0.16,0.15,0.03,0.32,0.08,0.16,0,0.07,0.24,0.06,0.09,0.22,0.11,0.08,0.31,0,0.28,0.05,0,0,0.43,0,0.07,0.14,0.11,0.13,0.06,0.07,0,0.12,0.09,0.19,0,0,0.18,0.06,0.11,0.17,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.09,0.08,0.08,0.08,0.08,0.09,0.09,0.07,0.08,0.08,0.09,0.24,0.09,0.08,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.04,0.03,0.14,0.12,0.2,0.12,0.13,0.05,0.08,0.09,0.07,0.11,0.04
,,,c,c,,,,,,b,,b,e,,,e,,,,,,,cg,,,,,,,,,g,,g,,g,,,,,,ab,,,,,,,,,,,,,,,,,b,,,ad,d,,,,,,,,,,,,,,,,,,,,,,,,a,,,,c,,,,,abcj,,acj,abcj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de,de,,c,c,,,,,b,
,£50 - £99,87,42,21,24,33,49,87,13,60,26,39,8,10,7,10,38,26,62,29,21,11,18,69,62,24,44,43,25,19,19,19,5,12,7,19,6,0,5,9,1,5,9,7,4,9,8,15,8,8,26,19,28,9,4,1,86,1,42,45,64,7,8,9,0,62,1,1,0,1,1,4,1,2,3,2,0,1,5,3,0,0,0,67,3,4,15,48,41,7,18,16,2,0,0,6,61,18,2,82,87,77,74,45,17,29,50,38,54,58,61,82,26,62,65,37,87,0,81,76,38,34,41,29,5,20,9,20,16,2,15,0,8,38,33,9,52,33,44,14
,,0.16,0.16,0.17,0.15,0.14,0.16,0.16,0.11,0.15,0.2,0.17,0.13,0.16,0.17,0.12,0.16,0.15,0.16,0.17,0.15,0.16,0.13,0.17,0.16,0.2,0.14,0.18,0.13,0.17,0.2,0.16,0.19,0.15,0.21,0.15,0.09,0,0.13,0.29,0.06,0.16,0.14,0.15,0.1,0.17,0.23,0.12,0.15,0.29,0.25,0.12,0.19,0.1,0.15,0.12,0.16,0.12,0.15,0.17,0.18,0.11,0.15,0.13,0,0.19,0.08,0.2,0,0.05,0.07,0.22,0.11,0.15,0.15,0.21,0,0.14,0.14,0.2,0,0,0,0.18,0.07,0.11,0.14,0.16,0.16,0.19,0.26,0.3,0.12,0,0,0.09,0.19,0.12,0.05,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.15,0.15,0.16,0.18,0.16,0.16,0.15,0.16,0,0.17,0.17,0.17,0.15,0.15,0.16,0.09,0.22,0.11,0.21,0.21,0.05,0.16,0,0.1,0.27,0.15,0.09,0.14,0.2,0.15,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,,,,,,,,,,,bdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,l,l,bikl,abijkl,,,,,il,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acf,,acf,f,,,,,acd,,,,,,
,£100 - £149,74,40,16,18,28,38,74,15,57,17,24,4,10,6,12,36,20,54,29,17,8,16,58,54,18,40,33,25,15,12,15,6,12,3,15,9,1,7,5,1,3,9,7,5,4,4,18,6,5,11,26,21,10,2,4,70,4,39,34,47,12,7,7,1,40,2,1,3,5,2,4,1,3,3,1,1,0,4,3,0,0,1,56,4,6,8,43,37,6,10,8,2,0,0,6,52,14,5,68,74,64,62,40,19,21,46,34,43,48,52,68,24,51,56,27,70,4,60,55,29,29,40,21,8,11,13,21,10,4,7,1,5,19,45,5,42,29,39,14
,,0.13,0.15,0.13,0.11,0.12,0.12,0.13,0.13,0.14,0.13,0.11,0.07,0.16,0.13,0.15,0.15,0.12,0.14,0.17,0.12,0.11,0.11,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.24,0.15,0.1,0.11,0.16,0.24,0.17,0.16,0.06,0.09,0.14,0.15,0.15,0.07,0.12,0.15,0.11,0.19,0.1,0.16,0.14,0.11,0.07,0.36,0.13,0.36,0.14,0.13,0.13,0.21,0.13,0.11,0.13,0.12,0.21,0.14,0.27,0.26,0.21,0.22,0.1,0.18,0.13,0.07,0.31,0,0.1,0.2,0,0,0.51,0.15,0.09,0.15,0.08,0.15,0.14,0.18,0.14,0.14,0.15,0,0,0.09,0.16,0.09,0.12,0.13,0.13,0.13,0.13,0.13,0.17,0.12,0.14,0.14,0.12,0.13,0.13,0.13,0.16,0.13,0.13,0.11,0.13,0.23,0.12,0.12,0.13,0.13,0.15,0.12,0.14,0.12,0.14,0.21,0.14,0.1,0.07,0.13,0.07,0.13,0.21,0.05,0.11,0.18,0.14,0.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,d,ad,,,a,,
,£150 - £199,67,31,16,20,27,34,67,12,41,24,20,7,6,6,8,34,20,47,21,17,10,15,52,47,13,38,28,24,14,13,15,1,9,6,14,10,1,3,2,1,2,13,8,7,8,2,16,5,2,15,18,22,8,3,0,67,0,33,34,37,9,5,14,0,35,0,1,2,1,4,3,1,2,2,1,1,0,9,3,2,0,0,51,4,5,12,40,37,3,8,7,1,0,1,8,43,16,5,65,67,62,60,39,13,21,46,28,47,51,52,64,15,47,55,31,66,1,58,52,25,28,38,16,6,11,13,15,7,7,9,0,7,15,36,9,43,21,26,17
,,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.1,0.18,0.09,0.12,0.1,0.14,0.1,0.14,0.12,0.12,0.12,0.12,0.14,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.03,0.11,0.17,0.1,0.17,0.22,0.08,0.05,0.05,0.06,0.2,0.16,0.19,0.15,0.06,0.13,0.09,0.07,0.14,0.11,0.15,0.09,0.12,0,0.12,0,0.12,0.13,0.1,0.16,0.1,0.22,0,0.1,0,0.15,0.16,0.04,0.37,0.19,0.11,0.12,0.09,0.08,0.3,0,0.23,0.19,0.24,0,0,0.14,0.1,0.14,0.11,0.14,0.14,0.08,0.11,0.13,0.05,0,0.39,0.12,0.13,0.1,0.13,0.13,0.12,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.13,0.12,0.05,0.12,0.12,0.11,0.13,0.14,0.09,0.1,0.12,0.14,0.15,0.09,0.2,0.09,0,0.09,0.1,0.16,0.08,0.12,0.13,0.09,0.17
,,,,,,,,,,,ac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,a
,£200 - £249,66,30,15,21,25,32,66,15,50,16,20,12,7,6,5,29,26,40,17,17,6,18,48,40,15,34,30,21,13,13,15,2,8,5,14,7,1,4,1,2,4,5,6,4,8,6,18,4,3,12,23,13,13,2,3,63,3,27,39,46,2,9,8,0,39,3,1,3,1,0,1,0,1,6,1,0,1,5,1,2,0,0,40,7,7,12,33,29,4,6,5,2,0,1,9,37,18,8,63,66,58,57,32,7,24,36,29,41,43,50,63,12,43,52,34,62,3,55,53,24,23,30,18,7,9,13,11,11,4,9,2,8,11,32,15,38,26,32,18
,,0.12,0.11,0.12,0.13,0.11,0.11,0.12,0.13,0.12,0.12,0.09,0.2,0.12,0.14,0.07,0.12,0.15,0.11,0.1,0.12,0.09,0.12,0.12,0.11,0.12,0.11,0.13,0.11,0.12,0.14,0.13,0.07,0.1,0.15,0.11,0.11,0.3,0.11,0.03,0.14,0.14,0.08,0.13,0.12,0.14,0.17,0.15,0.08,0.12,0.11,0.14,0.09,0.14,0.08,0.28,0.12,0.28,0.1,0.15,0.13,0.04,0.17,0.12,0,0.12,0.26,0.18,0.25,0.06,0,0.06,0,0.07,0.3,0.14,0,0.12,0.13,0.05,0.2,0,0,0.1,0.18,0.18,0.12,0.11,0.11,0.12,0.09,0.08,0.1,0,0.28,0.13,0.11,0.12,0.18,0.12,0.12,0.12,0.12,0.11,0.06,0.14,0.11,0.12,0.12,0.11,0.13,0.12,0.08,0.11,0.13,0.14,0.12,0.21,0.11,0.12,0.1,0.1,0.11,0.1,0.12,0.1,0.15,0.11,0.14,0.1,0.1,0.19,0.1,0.08,0.15,0.14,0.11,0.16,0.11,0.18
,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,,,,,,,,,,,,,b,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,d,,,,d,d,,,,,,,,,,,,,,,,,,,b,,,,,
,£250 - £499,76,35,11,30,42,48,76,17,69,7,51,15,11,6,12,26,31,45,24,15,6,27,49,45,12,55,20,41,14,8,8,4,10,4,22,19,1,9,6,5,4,8,6,3,9,2,10,7,6,11,24,16,20,4,0,76,0,42,34,54,9,5,6,0,53,1,1,0,4,1,2,3,2,1,1,0,1,2,2,3,0,0,43,7,4,23,27,24,3,10,8,2,1,0,11,31,33,9,73,76,69,69,44,24,29,51,42,54,60,49,73,26,55,49,38,75,1,68,65,35,27,31,38,4,10,5,11,15,6,24,1,20,18,27,11,62,13,53,6
,,0.14,0.13,0.09,0.18,0.18,0.16,0.14,0.15,0.17,0.05,0.23,0.23,0.17,0.14,0.15,0.11,0.19,0.12,0.14,0.1,0.08,0.19,0.12,0.12,0.09,0.18,0.08,0.21,0.12,0.08,0.07,0.14,0.13,0.11,0.17,0.31,0.25,0.23,0.2,0.38,0.15,0.13,0.12,0.09,0.17,0.06,0.08,0.13,0.22,0.11,0.15,0.11,0.21,0.17,0,0.14,0,0.15,0.13,0.15,0.16,0.09,0.1,0,0.16,0.07,0.14,0,0.18,0.07,0.09,0.36,0.12,0.07,0.08,0,0.16,0.04,0.1,0.36,0,0,0.11,0.17,0.11,0.22,0.09,0.09,0.09,0.14,0.15,0.11,1,0,0.17,0.1,0.21,0.2,0.14,0.14,0.14,0.15,0.15,0.21,0.16,0.15,0.17,0.16,0.16,0.13,0.14,0.18,0.15,0.12,0.16,0.14,0.05,0.14,0.15,0.15,0.12,0.11,0.22,0.07,0.12,0.05,0.11,0.2,0.16,0.26,0.12,0.25,0.13,0.12,0.11,0.17,0.08,0.19,0.06
,,,,,b,,,,,b,,b,e,,,,,bdegh,,,,,bdegh,,,,ac,,ace,,,,,,,b,abdef,,ij,j,,,,,,,,,,,,,,ac,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,a,,abj,abj,,,,,,jn,,,n,,,,,n,,,,,,,,,,,a,,,,,ac,c,abcd,,bcd,,,,b,,b,
,£500 - £749,35,13,9,12,15,19,35,9,29,7,11,4,3,1,7,16,8,27,14,10,4,11,24,27,8,19,16,11,8,6,8,3,7,1,7,4,0,3,2,2,1,2,2,4,4,1,8,8,1,6,11,8,8,1,1,34,1,21,15,23,3,3,6,0,22,1,0,0,0,1,2,0,0,3,0,0,0,4,2,0,0,0,22,4,3,7,17,14,3,5,5,0,0,0,5,20,13,0,34,35,32,30,24,6,10,25,11,25,26,28,34,7,28,31,14,35,0,31,28,15,21,21,11,1,7,10,4,3,1,8,0,7,7,13,8,23,11,14,13
,,0.06,0.05,0.08,0.07,0.06,0.06,0.06,0.08,0.07,0.05,0.05,0.06,0.05,0.02,0.09,0.07,0.05,0.07,0.08,0.07,0.05,0.08,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.06,0.07,0.1,0.09,0.04,0.05,0.07,0,0.06,0.05,0.13,0.03,0.03,0.03,0.12,0.07,0.03,0.06,0.15,0.03,0.06,0.07,0.05,0.08,0.04,0.1,0.06,0.1,0.07,0.05,0.06,0.06,0.05,0.09,0,0.07,0.08,0,0,0,0.08,0.13,0,0,0.15,0,0,0,0.1,0.12,0,0,0,0.06,0.1,0.07,0.06,0.06,0.05,0.1,0.07,0.09,0,0,0,0.08,0.06,0.09,0,0.07,0.06,0.07,0.06,0.08,0.05,0.05,0.07,0.05,0.07,0.07,0.07,0.06,0.05,0.07,0.08,0.06,0.07,0,0.07,0.06,0.07,0.1,0.08,0.06,0.02,0.08,0.11,0.04,0.05,0.02,0.09,0,0.09,0.05,0.06,0.08,0.06,0.07,0.05,0.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,,l,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,a
,£750 - £999,29,16,6,8,16,19,29,10,21,8,10,1,4,2,6,13,7,23,6,11,6,7,22,23,7,13,17,7,5,3,10,4,4,2,6,1,0,1,4,1,3,4,3,0,2,4,4,4,0,8,7,9,6,0,0,29,0,16,13,20,4,1,3,2,17,1,1,1,3,1,0,1,1,0,0,0,0,2,0,1,2,0,22,2,2,6,18,16,2,3,1,2,0,1,2,19,10,0,28,29,26,24,17,3,9,17,11,19,19,25,28,5,22,24,14,29,1,25,24,13,9,16,8,3,6,3,3,5,4,3,2,6,5,7,11,22,6,15,5
,,0.05,0.06,0.05,0.05,0.07,0.06,0.05,0.08,0.05,0.06,0.05,0.01,0.06,0.04,0.08,0.05,0.04,0.06,0.04,0.08,0.08,0.05,0.06,0.06,0.06,0.04,0.07,0.04,0.05,0.04,0.08,0.15,0.05,0.05,0.05,0.02,0,0.02,0.14,0.05,0.1,0.06,0.06,0,0.03,0.12,0.03,0.07,0,0.07,0.04,0.06,0.07,0,0,0.05,0,0.06,0.05,0.05,0.07,0.02,0.04,0.28,0.05,0.07,0.18,0.1,0.13,0.07,0,0.1,0.06,0,0,0,0,0.04,0,0.12,0.37,0,0.06,0.05,0.04,0.06,0.06,0.06,0.05,0.04,0.01,0.11,0,0.32,0.04,0.06,0.07,0,0.05,0.05,0.05,0.05,0.06,0.03,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.03,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.06,0.04,0.06,0.04,0.06,0.06,0.03,0.03,0.06,0.12,0.04,0.24,0.08,0.04,0.03,0.1,0.06,0.04,0.05,0.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aghj,,,,,,,gj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd,,,,,,bc,,,,
,"£1,000 - £1,499",19,8,5,6,10,12,19,4,11,7,6,0,1,1,3,12,2,17,7,6,4,3,16,17,4,12,7,7,5,4,3,0,3,2,4,3,0,2,2,1,1,2,0,3,1,0,5,2,0,1,4,10,1,2,0,19,0,9,9,13,1,1,3,0,12,0,0,1,0,1,0,0,1,1,0,0,0,2,1,0,0,0,17,0,1,1,15,13,2,2,0,2,0,0,0,11,2,5,17,19,16,16,9,3,8,11,8,12,12,13,17,3,12,15,11,19,0,19,16,5,7,13,4,3,3,5,4,0,2,1,0,2,4,5,7,15,4,10,2
