Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
,,,b,,bcdefghi,,,,,,efhi,,,,,,abcghijkm,,,,,,,,bi,,,,bd,,,,,,,,,,,,,ab
,Isn't a problem at all,65,40,25,16,17,16,6,5,5,34,21,10,3,5,3,3,4,6,6,2,3,6,3,19,51,30,21,5,9,12,20,1,0,1,1,0,0,24,14,24,24
,,0.03,0.04,0.02,0.07,0.05,0.04,0.01,0.01,0.01,0.05,0.03,0.01,0.05,0.03,0.01,0.04,0.02,0.06,0.03,0.02,0.02,0.02,0.01,0.07,0.03,0.05,0.03,0.01,0.02,0.02,0.04,0.01,0,0.02,0.01,0,0,0.05,0.02,0.03,0.04
,,,b,,defhi,defi,defi,,,,defhi,fi,,,,,,,chikm,,,,,,cehijkm,,cd,d,,,,a,,,,,,,a,,,a
,Don't know,73,31,42,8,9,15,10,12,19,17,24,32,0,12,7,2,6,8,8,6,3,9,6,5,53,15,23,11,24,18,6,3,2,2,5,0,1,26,23,18,23
,,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.04,0.04,0.03,0.03,0.04,0,0.07,0.03,0.02,0.04,0.07,0.04,0.04,0.02,0.03,0.03,0.02,0.03,0.02,0.04,0.02,0.05,0.03,0.01,0.03,0.07,0.05,0.08,0,0.01,0.05,0.03,0.02,0.04
,,,,,,,,,,,,,,,ilm,,,,cilm,,,,,,,,,,,a,,,,b,,ab,,,ab,,,
,Sum: Problem,1917,911,1002,183,329,302,348,292,464,512,649,756,61,161,223,70,155,85,167,136,176,267,182,235,1611,507,543,387,472,630,481,102,29,31,49,7,54,409,701,662,476
,,0.86,0.84,0.88,0.74,0.85,0.84,0.88,0.88,0.9,0.81,0.86,0.89,0.91,0.85,0.89,0.77,0.85,0.78,0.86,0.86,0.91,0.88,0.87,0.8,0.86,0.83,0.87,0.86,0.87,0.89,0.87,0.91,0.84,0.83,0.85,1,0.96,0.81,0.89,0.88,0.8
,,,,a,,a,a,ag,ag,abcg,a,ag,abcg,df,,dfl,,,,df,,deflm,dfl,df,,dfl,,,,a,i,i,i,,,,,i,,c,c,
,Sum: Not a problem,245,146,98,57,48,41,38,26,33,105,80,60,6,15,20,18,21,16,19,16,13,27,20,53,207,86,60,54,45,59,65,7,3,5,4,0,2,71,63,70,94
,,0.11,0.13,0.09,0.23,0.12,0.12,0.1,0.08,0.06,0.17,0.11,0.07,0.09,0.08,0.08,0.2,0.12,0.15,0.1,0.1,0.07,0.09,0.1,0.18,0.11,0.14,0.1,0.12,0.08,0.08,0.12,0.06,0.1,0.12,0.07,0,0.03,0.14,0.08,0.09,0.16
,,,b,,bcdefghi,efi,fi,,,,cdefhi,fi,,,,,bceghijkm,,ci,,,,,,bcghijkm,,bd,,,,,a,,,,,,,ach,,,ab
,"Columns Tested: a,b - a,b,c,d,e,f,g,h,i - a,b,c,d,e,f,g,h,i,j,k,l,m - a,b,c,d - a,b,c,d,e,f,g,h,i - a,b,c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
